m/z,Intensity
280.57733,431.4
280.94118,7651
281.0329,5269.9
281.0479,33780.1
281.0542,1613.2
281.06938,1662.2
281.07805,4595.9
281.08664,623.9
281.11435,539.5
281.13631,2667.3
281.17158,2557.2
281.17398,406.2
281.20862,8471.6
281.24656,1995.2
281.39017,966
281.42963,528.2
281.58821,1917.1
281.94095,460.6
281.98251,356.8
282.00353,21614.7
282.01853,157470
282.03329,936.3
282.03976,445.1
282.04449,1215.9
282.05492,64227.7
282.13965,484.8
282.20547,5122.7
282.24237,2628.8
282.56754,520.9
282.61826,490.8
283.00714,708.3
283.01869,1354
283.02634,526.7
283.05798,679.3
283.08503,1089.8
283.09903,403.4
283.11673,425.3
283.19012,555.4
283.24533,436.7
283.26257,578.5
283.35834,711.3
283.50433,435
283.98547,446.9
283.99024,1376
283.99771,1179386.8
284.00424,747.5
284.01685,364
284.02359,891.6
284.02838,480.3
284.03247,510.9
284.03482,503.3
284.07098,950.7
284.13184,1192.1
284.18948,477.7
284.22205,859.5
284.25803,391.8
284.29429,36644.2
284.50549,495.1
284.52374,1077.1
284.56788,937.7
284.57919,368.3
284.92114,754.8
284.96817,305.4
284.99933,98505.8
285.02841,547.2
285.0641,14859.7
285.08078,920.4
285.10208,9450.1
285.12518,499.1
285.13276,158607.3
285.16196,495.9
285.16882,588.7
285.17929,1283.5
285.18263,836.6
285.20354,23292.2
285.22809,1042.1
285.24185,398.8
285.2896,44784.9
285.50009,886.1
285.97653,485.6
285.9959,1622.9
286.00261,2470.6
286.03757,622.4
286.04984,39962.2
286.06808,558.7
286.07172,539.2
286.07877,870.9
286.08619,148436.8
286.17934,979.5
286.18768,396.7
286.23741,2233.2
286.24591,382.4
286.27364,117111.1
286.29137,1320.3
286.58444,458.2
286.63272,431.1
286.83176,556.1
287.00003,402.1
287.00695,156868.3
287.04955,1402.8
287.06888,851.5
287.07755,948.4
287.08876,1781.3
287.11769,7771
287.20517,581.9
287.26804,2249.1
287.27641,2319.4
287.43442,1093.2
287.98114,664.2
287.99257,308935.5
288.01073,1111.7
288.01965,947.8
288.02897,3377.2
288.04452,2420.7
288.06536,16051.9
288.10235,1713.3
288.216,549.8
288.22064,410.2
288.23743,1180.7
288.25279,13042.1
288.28913,101792.3
288.34189,921
288.77585,1476.9
288.85516,650.5
288.92233,459.7
288.93936,584.2
288.99367,5165.2
288.99622,1800.9
289.06909,362.4
289.104,6562.5
289.12491,535.9
289.13326,86064.7
289.14081,6862.1
289.1768,1587.6
289.18887,383.2
289.27307,334.6
289.29291,1418.3
289.41553,785.1
289.64841,582.8
289.97192,514.6
289.98978,438
289.99991,811.5
290.00839,1113.6
290.03629,323.6
290.04416,305.2
290.0806,428.7
290.09935,4097.8
290.11745,4829.2
290.18862,1170.4
290.23049,4498.5
290.26718,1164.4
290.52353,1180.8
290.59081,4918.6
290.61441,1102.3
290.79007,678.8
290.83929,563.9
290.92517,833.6
290.96172,10335.4
290.99084,754.4
291.03797,4730.6
291.09885,8423.2
291.11964,2468.1
291.13514,10071.2
291.1565,1154.6
291.19441,29131.3
291.25239,64434.4
291.39645,444
291.5697,651.7
291.5752,1624.4
291.60822,959.5
292.0251,1963
292.03963,2609.9
292.07675,354.9
292.19101,2338.2
292.21085,287.9
292.24734,420.4
292.44249,4746.3
292.69232,619.2
292.9505,465.5
292.96118,508.8
292.99797,221705.2
293.00601,438.3
293.01691,1098.5
293.05438,833.4
293.06931,1293.9
293.12683,679.5
293.13564,1871.8
293.15024,308.3
293.15472,342.6
293.17245,6833.3
293.19016,5384
293.19278,649.1
293.20832,19746.1
293.25663,2048.1
293.29401,697.8
293.29648,502.2
293.61616,1772.8
293.69264,1040.9
293.99875,3430.5
294.00175,938.9
294.01788,1279.7
294.04003,2211.5
294.05487,18437.7
294.1384,612.4
294.20569,31200.5
294.21904,1449.9
294.27858,2425.1
294.37988,912
294.52197,1064.2
294.55585,410
294.6745,646.1
294.86064,107507.8
294.95682,42976.6
295.0195,551.2
295.02493,1220.8
295.04858,3990.9
295.11694,463.7
295.18875,3625.4
295.19528,40417.5
295.2256,6358.6
295.26575,464.9
295.33899,1193.9
295.52951,7074
295.64926,551.1
295.91666,864.8
295.95681,2005.6
295.99781,3122.3
296.03412,283981.5
296.04933,144505.2
296.0755,1130.4
296.08444,418.5
296.22139,192204
296.96353,458.8
297.02036,20639.3
297.03617,8552.4
297.05146,4992.8
297.10043,432.3
297.20337,10755
297.22486,11888
297.24137,4605.5
297.25287,653.3
297.43097,871
297.53714,312.3
297.62781,399.2
297.9769,23163.5
298.02322,410.3
298.0498,1038.4
298.07791,379.8
298.10468,520.8
298.20073,3175.8
298.23297,405.3
298.27396,603.9
298.3099,551530.9
298.31714,548.8
298.41098,360.8
298.44434,414.6
298.48196,717
298.58316,863.6
298.62683,544.1
298.64749,517.9
298.78729,775.4
298.94379,364.8
298.95245,998.7
298.98438,381.8
299.00693,5509.4
299.04352,4808
299.05856,127679.8
299.08237,840
299.11773,37670.8
299.1483,8872.3
299.16125,225393.1
299.18115,1016.6
299.21873,52541.9
299.25743,11446.3
299.30537,4043.5
299.31316,68679.4
299.37436,1053.1
299.42471,1070.7
299.53191,1191
299.99261,63174.9
300.00035,2097.3
300.00546,656.5
300.01372,41696.9
300.03201,1051.5
300.06437,9238.3
300.10176,8389.8
300.12068,1318
300.16445,15411.4
300.18442,544.6
300.19092,587
300.19811,832836.4
300.22198,450.5
300.27802,511.4
300.28918,9574.2
300.58045,5621.7
300.58646,579.9
300.69986,250354.4
300.83151,546.8
301.008,1187.3
301.02249,43568.5
301.09015,526.2
301.14045,31315.3
301.16488,2132
301.17679,123996.4
301.20112,36558.3
301.48163,608
301.48813,780.9
301.58652,1002.3
301.70298,1070.4
301.85675,1377.1
301.86819,451
301.95093,475.9
301.9717,17656.1
301.99974,6719.3
302.00816,1687782.1
302.01627,908.1
302.02249,466.5
302.04486,468.8
302.08092,4410.6
302.1261,945.9
302.14423,554
302.16078,5005.4
302.18008,5803.6
302.19559,37429
302.20358,493
302.26837,888.5
302.30466,92407.5
302.44904,423.6
302.53973,499
302.66696,879.1
302.87357,641.2
302.95428,476.8
302.9635,1109.1
302.9792,6117.6
303.00015,695
303.00953,177479.4
303.0555,3940.5
303.08354,1005.2
303.11164,26208.2
303.14879,1180.6
303.20618,542.2
303.25227,12618.4
303.2789,1134.2
303.53238,543.3
303.56296,584.7
303.71188,1027.8
303.87943,1174.7
303.89212,926.9
303.98669,845.7
304.00561,5578.7
304.01401,7393
304.02396,464.5
304.07546,2355.7
304.09677,521.2
304.1149,57545.2
304.13338,1582.9
304.17732,788.9
304.24881,636.9
304.25516,870.9
304.28278,592.6
304.44012,482.9
304.45337,408.3
304.52783,517
304.91254,383.6
304.94089,5343.7
305.01728,123072.3
305.02625,587.2
305.10504,778.6
305.11542,328.4
305.13538,486.2
305.20007,882.3
305.20817,1055.9
305.29447,2309.4
305.34323,396.9
305.46671,652.4
305.58606,656.6
305.62518,402.8
305.78885,552.5
305.92511,781.8
305.95123,605.1
305.95868,495.7
306.00312,21489.1
306.02054,1441.8
306.05484,6536.6
306.07486,575.9
306.20549,2828.2
306.24164,476.6
306.2782,2817.8
306.29966,2134.4
306.41382,875.7
306.46964,863
306.53214,791.7
306.58295,501.4
306.6478,876.2
306.76077,545.5
306.9765,496
307.09143,567.9
307.10567,1181.8
307.11451,178336
307.12955,300.5
307.14242,906.4
307.15176,1269.8
307.18802,3785.8
307.20582,17361.3
307.27392,1359.3
307.30957,2044.7
307.4805,1587.2
307.58831,30493.8
307.70753,3863
307.72791,435
307.88034,1189.2
307.92245,390.9
307.92633,1142.1
307.99955,818.3
308.07031,5906.9
308.08966,4448.8
308.11821,3575.6
308.19037,439.6
308.20844,387.5
308.27904,26329.3
308.29402,138907.2
308.69531,672.4
308.86374,873.3
308.93532,2106.4
308.97216,16268.1
309.00262,427.9
309.02048,1333.1
309.0631,1101.7
309.10184,578.5
309.10852,699.4
309.14658,3051
309.16845,2570.3
309.17923,639.4
309.20344,8515.8
309.28888,1757
309.29828,921.7
309.32557,51393.2
309.35962,455.9
309.37099,1772.5
309.41299,1092.2
309.49194,566.1
309.58206,668
309.94644,434.4
310.01316,65217.5
310.02823,1033.8
310.04955,102853.8
310.10809,761.1
310.13831,913.9
310.16857,1705.5
310.19232,994
310.20058,1929.6
310.23707,3499.3
310.30971,34595.6
310.32912,848.3
310.37912,461.9
310.8642,679.7
310.92984,828.8
310.95392,327.7
310.97375,506.2
310.98181,479.7
310.99359,456.2
311.00835,77637.2
311.05103,865.1
311.07898,427.5
311.15479,493.7
311.16339,36743
311.18436,488
311.2189,388.4
311.25495,3287.9
311.26856,100519.1
311.30469,406.4
311.31378,669.4
311.50853,1051.9
311.51276,897.5
311.64926,1076.8
311.74756,747
311.99241,175641.7
312.00894,556
312.05185,1188.4
312.06491,578.1
312.08855,4567
312.10156,507.9
312.15457,555.9
312.16696,1015.6
312.216,734.9
312.27206,1081.6
312.28738,1019.5
312.31653,2350.8
312.32526,5291799
312.33438,2656
312.35834,488.8
312.49579,322.3
312.50623,566.6
312.55612,748.9
312.58929,434.8
312.64487,566.6
312.92395,1052.4
312.991,662
312.99514,2719.4
313.04678,839.5
313.05875,13907.8
313.07402,7306.1
313.0802,574.4
313.23426,141806.5
313.26318,431.4
313.27292,132544
313.32043,3500.9
313.32865,1137687.9
313.35697,42617.2
313.39645,591.3
313.45569,1289.1
313.89087,411.3
313.97199,1229.3
314.0081,44911.4
314.02925,4037.5
314.05981,4993.4
314.08078,13437.4
314.16241,765.5
314.2377,4992.5
314.26865,1526
314.27617,7242.7
314.30417,786.4
314.33206,65924.6
314.36032,719.7
314.89859,511.2
315.03226,637.5
315.03655,2010.5
315.11263,2766.9
315.13482,2388.1
315.15585,447.3
315.19252,3735.4
315.21353,531
315.46516,6605.7
315.61441,559.1
315.98746,194127.8
316.02379,725842.3
316.03845,586.5
316.05981,774.6
316.0748,783.3
316.09662,975.4
316.1332,1493.2
316.15186,1112.8
316.15674,375.1
316.20187,813.1
316.21116,3143291
316.21973,969.1
316.32035,9948.7
316.63943,925.8
316.68161,389.7
316.98708,952.6
316.99483,5398.6
317.02559,60433.4
317.06913,5117.1
317.08725,970.3
317.12804,13140.4
317.14316,469.3
317.15066,1825.1
317.17172,14985.4
317.2076,2230.7
317.2146,517444.9
317.44608,790.7
317.6192,465.7
317.74597,1115.6
317.8212,633.6
318.0019,2623.1
318.02277,1737.7
318.05566,328.6
318.09104,920.8
318.11241,4476.8
318.13048,740.9
318.19031,1834.9
318.21704,20447.9
318.26328,2068.2
318.29297,1293.1
318.422,817.7
318.48026,671.6
318.95593,1012.1
319.03296,134058.1
319.07477,603.1
319.11237,489.3
319.12934,1257
319.21832,440.1
319.22351,443.1
319.2741,1318.4
319.66101,504.5
319.79385,352.7
319.86511,958.1
319.95786,520.4
319.96107,919.8
319.97008,385943.8
320.01861,299966.9
320.02686,591.6
320.03514,1878.6
320.07056,4803.4
320.22144,7334.5
320.25798,1246.9
320.27777,1665
320.2918,1386.5
320.54526,758.3
320.69924,2490.5
320.9505,831.1
321.00424,655.7
321.02065,8672.2
321.0997,1305.4
321.12292,425.2
321.13037,1865
321.13843,604.7
321.14511,960.9
321.20008,1921.5
321.2032,6406.7
321.23909,5326.6
321.2892,16976.6
321.36044,767.4
321.70331,979.3
321.76404,496.9
321.97568,640.6
322.01426,14137.5
322.03391,956.7
322.04955,6744.6
322.08567,2082.4
322.23657,997
322.63867,1213.2
322.67755,504.2
322.95137,7763.6
322.98679,737.7
323.08852,1851
323.11539,740.4
323.14081,946.2
323.14584,30349.7
323.16193,505.9
323.18484,488.1
323.19861,554.3
323.21143,601.7
323.21866,438
323.23389,893.8
323.30496,34146.3
323.47156,481.2
323.71719,739.5
323.92178,744.9
323.96927,7286.7
324.02894,13806
324.04408,269421.4
324.05812,1139.2
324.14905,562.7
324.25247,902.3
324.28909,518.3
324.3083,1269.4
324.62042,1061.2
324.81012,990.3
324.81946,932.6
324.98774,1925.2
325.02394,12775.3
325.04643,30097.2
325.06659,917.7
325.11011,494.8
325.15265,537
325.16125,655
325.19867,936.8
325.23427,33043.1
325.32062,21647.3
325.51233,846.1
325.58536,701.2
325.81308,1043.7
325.99497,5523.6
326.00812,1966.4
326.04233,556.6
326.11735,1890
326.23132,681.6
326.30457,1679.3
326.35898,693
326.48358,762.2
326.94574,574.6
326.99734,439.3
327.03818,1033.8
327.07516,512
327.14826,1186.5
327.33614,408006.9
327.94858,1087.6
327.95599,568
327.98751,2863.1
328.00848,4170.7
328.02377,21265.3
328.03854,470.4
328.09623,1798.8
328.1127,1334.6
328.13293,710.4
328.19897,1930.4
328.21133,503.3
328.32026,33354.5
328.33964,49398.5
328.64529,402.1
329.01747,22809.3
329.03851,960.7
329.08997,402.1
329.10052,532.9
329.16464,557.4
329.17417,5088.7
329.19864,843.5
329.28973,646.5
329.35161,8613
329.43649,550.7
329.59537,517.6
329.98083,588.3
329.98572,417.6
330.00298,652768.3
330.01175,685.1
330.01895,511.8
330.07613,1175.5
330.11246,356.5
330.14819,409.4
330.19077,372.3
330.22667,180281.5
330.31488,326.2
330.48282,1226.6
330.49252,1479
330.76367,694.5
330.98996,388.4
331.00469,48251.1
331.11871,544.5
331.14361,4487.8
331.18724,12745.7
331.23024,6081.3
331.25973,69835.2
331.28349,905563.1
331.29312,1636.7
331.49554,528.2
331.52652,569.9
331.98088,1652.6
331.99969,698.6
332.00421,1381.6
332.07086,1310.8
332.10982,4320
332.12714,484.9
332.26331,487.7
332.28683,140893.7
332.87082,70937.3
332.95087,534.6
333.13815,533.6
333.14599,3707.6
333.16677,961.2
333.20494,41776.1
333.28836,885.9
333.29911,3083.9
333.41071,1080.4
333.54006,4242.3
333.87384,698.2
334.03421,196936.3
334.04961,4531.4
334.08594,1485.1
334.15292,460.5
334.30724,128737.8
334.58792,503.4
334.7171,769.3
334.72844,1580.5
335.03525,4658.5
335.14719,1076.4
335.16049,1242.8
335.18225,379.6
335.21866,2045.2
335.27843,79087.6
335.31068,4064.1
335.49002,591.6
335.60718,357.9
335.94245,1204.5
336.01547,404.1
336.02914,397.3
336.0325,831.1
336.05374,750.2
336.06522,7813.5
336.22626,495.8
336.25966,1890.3
336.28171,970
336.59177,535.7
336.60074,971.6
336.96717,3521.2
337.08231,894
337.13065,571.3
337.23563,588.1
337.27966,1196
337.284,532.1
337.32184,646.6
337.32813,916
337.93173,530.6
337.9849,41029.8
338.04429,1067.3
338.07938,1224.2
338.15344,421
338.28278,482.1
338.30435,505.4
338.34053,2637.7
338.5145,1322.8
338.63989,929.4
338.68457,433.5
338.70258,621
338.97696,400.6
339.08969,638.5
339.11122,1036.8
339.1405,680.9
339.14853,2396.5
339.17697,550.3
339.2153,441
339.28836,313.6
339.30009,4531.1
339.5625,713.6
339.58051,807.8
339.90994,557
339.98176,2506.2
340.06044,1265.9
340.09689,2497.4
340.21912,476.6
340.28577,622.5
340.82858,552.6
341.03351,611.8
341.06881,73671
341.09011,5760
341.16447,20961.9
341.25006,430.9
341.26576,3295.4
341.30482,1908.4
341.31549,17759.9
341.35202,733.6
342.00309,11292.9
342.02428,2590.9
342.03927,14283.4
342.05464,161308.6
342.07378,4566.4
342.11255,562.9
342.16813,2343.5
342.29968,650.5
342.33599,22912.5
343.00708,673.5
343.05715,6602.6
343.06997,1333.8
343.08539,966.2
343.10318,742
343.1438,920.2
343.17328,819
343.18015,11415.6
343.24695,1124.4
343.28223,468.9
343.29488,2703.3
343.33103,2108.5
343.33871,766.8
343.39825,548.7
343.48657,751.1
343.69931,1051.2
343.98254,541.2
343.98593,476.5
344.00833,950.3
344.01862,632587.2
344.02808,591.4
344.0361,540.4
344.09219,674.4
344.12827,380.3
344.1828,498
344.25623,454.1
344.31447,1212.1
344.47814,1182
344.70328,537.7
345.00577,704.2
345.02025,66800.6
345.03134,1021
345.09848,407.6
345.12244,644.8
345.60361,871.3
346.01663,498.3
346.08531,2198.6
346.1232,493.1
346.14182,969.2
346.53946,995.1
347.028,29684.2
347.12259,426.7
347.17303,898.9
347.21927,313.1
347.31396,690.6
347.62619,1276.9
347.63446,515.7
348.02979,749.8
348.06526,3691
348.10171,3805.3
348.31,320393.2
348.96756,572.6
349.1404,2002.3
349.15283,413.4
349.29408,10581.1
349.31328,19516.4
349.31895,1363.6
349.45889,628.3
349.48724,479.1
349.82397,879.9
349.97006,677.1
350.08109,2350.3
350.11968,1603.1
350.1441,1202.3
350.18118,456.7
350.20585,3390.6
350.24493,956.7
350.2677,443.6
350.28125,522.8
350.30542,414.6
350.32557,983.1
350.65466,1073
350.70837,493.2
350.98798,622.3
351.00137,456.8
351.02008,702.7
351.04016,1215.9
351.14819,429.3
351.15605,2763.6
351.21359,360.9
351.34921,695474.3
351.57642,845.3
351.62088,415.5
351.69916,762.5
351.76016,1453.7
352.00026,1120.9
352.03884,10490.5
352.06049,3095.7
352.09536,1109.9
352.27423,500.8
352.30502,30795
352.32159,541
352.35261,106330.2
352.38968,1321
352.73926,361.4
352.94995,568.4
352.97415,514.9
353.0186,1845.6
353.04807,1249.3
353.09032,1530
353.12802,645.7
353.25568,572.4
353.26539,1094611.9
353.2759,1353.7
353.34621,191318.3
353.35641,442.4
353.42575,462.1
354.02579,760.5
354.11218,575.3
354.1593,634
354.20895,705.9
354.2688,206539.6
354.34945,10477.8
354.59781,1053.9
354.62601,936.3
354.91898,563.4
355.01105,1212
355.10501,635.9
355.14316,642.7
355.15213,444.5
355.17967,3982.6
355.24692,1119.7
355.27108,3315.1
355.28136,35846.8
355.36703,743.2
355.38757,567.4
355.40204,794.9
356.04041,620.7
356.05506,42884.1
356.07008,14398.6
356.09174,660.4
356.23242,1016.9
356.28423,950.4
356.35151,4979.2
356.91138,474.5
357.04211,847.4
357.05371,453.6
357.05889,973.1
357.06473,875.1
357.16879,1698
357.21371,370191.3
357.26032,121115.5
357.28235,664.8
357.41968,495.3
357.4809,538.4
357.71542,121155.9
357.85992,1189.8
357.97473,399.8
357.99821,1593.1
358.04993,2837.6
358.09085,593.8
358.1434,590.1
358.20255,624.3
358.21812,11155.3
358.26355,2362.1
358.3446,836.8
358.50883,2059.5
358.71807,1360.1
359.07933,23492.9
359.11539,982.6
359.17529,568.1
359.21954,651.9
359.31471,129329.4
359.46411,993.5
359.63654,684.3
359.73358,1049.8
360.05316,566.5
360.06552,570.3
360.13794,6036.8
360.31841,9203
360.81366,1275.5
360.90747,1226.2
360.9754,1343.6
361.03957,1042.9
361.0463,403.3
361.18954,605.4
361.80228,666.4
362.00964,696.9
362.081,2085.4
362.11747,1409.4
362.29698,39332.5
362.69467,479.7
362.79872,7769.7
362.86554,748.7
362.9339,844
362.98707,1965.5
363.30969,46728
363.33093,853.1
363.48895,1389.4
363.50394,318.7
364.05947,1984.9
364.09607,403.7
364.13425,478
364.31291,1127.1
364.35671,5443.4
364.45792,1343.3
364.535,1052
364.55438,480.8
364.7677,856.4
364.8653,943
364.94412,862.1
365.01996,480.1
365.16394,966.2
365.31412,589.8
365.38826,21715.6
365.39935,800.6
365.79059,876.4
365.79993,598.3
365.96959,2323.9
366.07586,23151.7
366.11154,507
366.14822,1598.2
366.2396,5524.9
366.43503,441.5
366.50137,905.6
366.52667,521.5
366.54129,464.3
366.56216,479.1
366.69275,810.8
366.8418,1159.3
366.86447,1012
367.05493,923.4
367.28198,730.7
367.34322,2250.6
367.57919,1014.5
367.67068,1055.7
367.85226,1062.4
367.92944,573.3
367.96643,401
368.05505,637.6
368.09079,531.6
368.94574,630.2
368.96085,968.2
369.06583,653.4
369.16817,3642.2
369.18258,985.6
369.19482,460.2
369.23953,41193.8
369.38283,3943.2
369.41956,219279.8
369.48239,574
369.80655,1196.1
369.87195,1508
370.0325,671
370.04941,512
370.07049,9557.7
370.10853,935.5
370.13443,976.3
370.20102,683.2
370.21625,658.2
370.22281,844.1
370.24246,399.4
370.29538,746.7
370.42276,13866.2
370.82578,1016.2
370.94086,1268
371.17413,2111.7
371.24561,818
371.27612,4824.4
371.89063,769.3
371.9978,791.9
372.01311,2784.9
372.06522,675.1
372.08649,443
372.12213,492.8
372.16479,591.8
372.18716,498.3
372.19638,481.2
372.23221,634.1
372.32971,384.8
372.88425,1291.1
372.92151,893.3
373.08183,1862.6
373.29449,501.2
373.57172,488
373.64557,690
374.00729,534.3
374.01743,545.7
374.10172,658.7
374.15488,595
374.19531,373.8
374.26596,477.4
374.47644,528.9
374.96198,596.6
375.07443,562.6
375.11523,500.9
375.1326,1313.6
375.14932,618.5
375.17853,394
375.20166,1047.3
375.41507,1046
375.53607,1014.9
375.57077,663.3
376.00775,441.4
376.05978,448.4
376.08188,421.7
376.14938,499.7
376.24368,783.9
376.31283,3666
376.34126,40271
376.5481,800.9
376.81396,1233.6
376.83923,649.4
376.86142,1121.1
377.1535,981.4
377.16288,1790
377.18066,657.8
377.32541,14578
377.45926,368.2
377.9519,522.7
377.99323,679
378.00266,564.3
378.02335,744
378.20444,513.7
378.33521,969.3
378.38449,1093.1
378.50427,450.3
378.65646,910.6
378.93243,1088.8
378.99017,552.7
379.00616,540.5
379.15089,30589.2
379.28188,2035.1
379.30459,41056
379.36734,821.3
379.58572,526.6
379.7085,533.8
380.09142,1846.6
380.15424,488.7
380.20022,7035.1
380.26324,1318.6
380.33761,1638.5
380.35145,141281.4
380.69122,792.6
380.76233,1267.4
380.9292,594.6
380.99759,532.4
381.04846,6222.4
381.11078,764.1
381.1231,7485.4
381.26413,810
381.29674,184252.8
381.35479,6119.9
381.38332,1569.5
381.88864,431.7
381.92581,889.8
382.05316,664.4
382.07089,4581.5
382.12619,504.2
382.17502,759.2
382.30007,8163
382.3877,464.2
382.45963,1034.1
382.48697,579.2
382.521,790.3
382.76437,784
383.10081,8797
383.18558,862.6
383.21118,3693.1
383.24741,621.4
383.34857,943.9
383.39861,229456.7
383.5661,582.9
383.58041,444.6
383.63138,1240.7
383.66452,1000.3
383.6886,1357.6
384.04986,6887.5
384.06493,2907
384.08618,33523
384.17273,589.6
384.24417,530.1
384.24982,723.1
384.3833,584.6
384.4018,16167.2
384.77123,25886
384.85223,548.1
384.8894,484
384.95035,518.1
385.05182,798.5
385.06903,493.4
385.11608,1687.9
385.1651,634.9
385.22208,1595.3
385.24283,1015
385.27295,5010.3
385.29161,46490.8
385.40494,692.1
385.41526,3044.7
385.59787,958.2
385.62655,2349.5
385.88007,749.1
386.0058,1153.3
386.04507,325.9
386.05932,1072.7
386.08469,616.9
386.19513,4767.5
386.2121,1073.1
386.24567,1822.7
386.30212,1705.7
386.53296,1119.8
386.68814,1035.6
386.93033,590.5
386.94588,1355.9
386.96814,1025.9
387.06842,465.7
387.1352,5427.8
387.17925,426394.8
387.19204,204258
387.24951,1963.5
387.27142,828.1
387.30508,414.6
387.58118,772.5
387.74332,1097
388.01282,916.1
388.02364,1998.7
388.15863,490
388.18282,70564.1
388.19537,12991.6
388.26859,374.4
388.29373,919.8
388.37277,793.8
388.50269,486
388.86642,1249.5
388.9881,599.2
389.10077,742.6
389.1503,1020.7
389.18535,1703.7
389.21951,659.8
389.25281,4440.7
389.29565,400
389.35574,2091.4
389.3855,509.3
389.42636,502.5
389.58847,868.8
389.61462,751.3
389.69421,723.8
389.70395,495.5
389.96674,1068.9
390.01382,525
390.05136,468.3
390.10599,783.8
390.58881,471.5
390.72818,459
390.79703,510.1
390.94128,1101.2
391.11792,359.3
391.15076,16258.2
391.16367,602.8
391.24432,494.6
391.28311,2705.3
391.40146,488.2
391.44069,8846.1
391.74329,504.2
391.81198,552.7
392.01846,37627.3
392.03934,604.7
392.15433,504.6
392.28015,790.2
392.31476,619.3
392.36377,646.3
392.72824,1007.4
393.01921,1408.7
393.13013,555.6
393.16728,1193.8
393.4668,524.4
393.5036,1227.8
393.6561,412.1
393.8988,677.4
393.91336,381.2
394.0228,1118.7
394.07065,685.4
394.14475,1263.6
394.35192,2607.4
394.4852,772.5
394.61023,572.4
394.6409,467.3
394.95203,698.8
394.99063,1346.2
395.00125,642.8
395.02377,1100
395.06427,1368.1
395.10144,468.5
395.12524,559.2
395.14691,572.2
395.21262,412.7
395.27821,1015.8
395.36223,26695.4
395.49783,532.2
395.95175,458.6
396.01074,749.4
396.08612,14997.6
396.15957,1185.9
396.33129,36039.4
396.34454,649
396.44629,646.8
396.67911,1295.4
396.711,536
396.88315,1052.3
397.07819,1046.9
397.08801,426.2
397.22708,6067.3
397.24988,584.9
397.27097,1045.7
397.37901,2536
397.78763,827.1
397.91635,487.3
397.97739,970.9
398.10168,7442.8
398.11789,779.2
398.13861,697
398.21063,630.3
398.2742,468.9
398.28952,564.8
398.38135,406.7
398.54053,968
398.98016,1144.4
399.07162,735.9
399.13353,15460.8
399.30728,24796.2
399.3667,833.5
399.53018,652.3
399.62375,287.1
400.00796,2288.5
400.02487,436.7
400.07498,557.7
400.07971,663.2
400.28525,516.1
400.3103,616.8
400.37821,2550.8
400.48984,926.1
400.96082,1098.6
401.09192,538.9
401.13068,794.7
401.18539,534.5
401.28659,114577.8
401.54703,1044.6
401.58194,804
402.02485,1445
402.07016,664.5
402.23932,622.8
402.29017,2045.1
402.86301,1257.9
403.02448,520.6
403.08463,568.1
403.11734,589.8
403.13788,412.4
403.80106,1134.5
404.01608,932.7
404.07043,517.6
404.08167,427.6
404.1279,442.3
404.206,443838.1
404.21842,44991.8
404.37271,1731
404.64151,804.1
404.82031,833.4
404.88214,446.3
404.95672,29491.6
405.20837,58444.8
405.2184,7700.6
405.25974,421.9
405.60577,418.4
405.82584,1087.1
405.93558,446
405.95721,687.2
406.03418,109546.6
406.05664,1574
406.10004,1257.1
406.20438,640.9
406.21265,477.5
406.25409,1175.6
406.26489,665.9
406.29584,693.8
406.36719,3291
406.46451,1503
406.70981,755.2
406.7424,1725.3
406.75097,4899.8
406.79446,966.9
406.93448,892.9
406.95471,358.9
406.99832,1149.3
407.03576,5248.2
407.14603,1316.1
407.20468,716.6
407.21643,535.5
407.41167,87864208
407.97587,1098.1
408.07122,1687.5
408.07669,2821.6
408.12531,699.5
408.15907,1455.7
408.39554,708.9
408.41508,22973758
408.435,613.6
408.44299,8645.8
408.57013,466.5
408.85046,576
408.94196,565.4
408.98593,461
409.03668,875.1
409.08701,999.6
409.11716,534.1
409.14892,619.8
409.16131,707886.1
409.17383,77857.6
409.18979,493.9
409.20206,534.8
409.25595,814.1
409.40832,27370776
409.86874,544.8
409.90076,500.1
410.04828,976.1
410.06412,1053.5
410.16451,127995
410.17663,4052.5
410.41203,7286268
410.4252,4509.2
410.43314,1203
410.509,625.2
410.65012,1104.4
410.70905,1511.3
410.84503,645.9
411.02069,716.8
411.06992,588.5
411.16807,4144
411.17905,478.8
411.20651,535
411.41556,922052.9
411.51392,1189.5
411.95355,537.3
412.08292,644
412.09708,1744.2
412.11688,348.7
412.15454,599.8
412.22705,3320.7
412.25131,695
412.30426,394.7
412.37796,2433.4
412.41888,28419.9
412.4411,475.6
412.44913,854
412.46756,556
412.55493,421.9
412.68774,844.8
412.69772,1324.6
412.78564,1070.7
412.80679,559.6
413.11154,550.4
413.1384,731.9
413.2637,790.4
413.27365,589.4
413.40341,650.7
413.97107,499.7
414.07068,1412.1
414.2504,414.7
414.41684,499.2
414.46603,669.9
414.72272,713.8
414.94095,523.4
415.0191,920.7
415.1163,426.4
415.18384,552.6
415.21059,354475.6
415.59955,290.1
415.672,1107.8
415.82748,777.3
416.01947,288.8
416.07596,1241.9
416.09149,600.6
416.134,478.2
416.21371,43572.8
416.22672,41497.5
416.37331,1809.9
416.46097,514.2
416.50882,1056.9
416.87728,1547.5
416.97357,1437.7
417.08987,865.4
417.099,316.7
417.19525,401.5
417.21872,713.5
417.23004,600.3
417.26076,2686.1
