m/z,Intensity
920.95124,22.1
921.29406,19.3
921.33794,157.5
921.36139,13.6
921.88293,19.7
921.92079,51.3
922.11499,17.2
922.34172,44.5
922.8811,11.8
922.96255,20.5
923.02759,10.6
923.26837,7.9
923.31615,384.1
923.80566,9.5
923.88275,13.7
923.91528,8.4
923.94796,56.8
923.98767,32.9
924.00641,9.7
924.24011,7.8
924.321,39.7
924.492,9.3
924.54193,12.8
924.93369,47.4
924.99881,26.9
925.04852,14.7
925.61884,8.3
925.89031,21
925.92338,134.1
925.96097,1865.1
926.19507,12
926.25793,11.2
926.34731,19.4
926.79077,9.5
926.92135,2835.3
926.96319,659.6
926.99701,11.2
927.20184,11.8
927.93572,2834.4
927.97728,910.9
928.20007,69.2
928.48175,11.3
928.563,25.9
928.84613,10.6
928.90135,23.5
928.93887,993.6
928.97895,265.2
929.10901,8.8
929.19401,295.7
929.30563,20.1
929.46478,10.6
929.54364,8.8
929.90593,212.6
929.95006,261.2
929.97167,22.8
930.18978,135.1
930.41434,31.3
930.5177,10.6
930.78699,11.5
930.89282,12.9
930.91242,61.6
930.95037,101.8
931.08994,24
931.19225,22.2
931.2807,9.3
931.38184,10.2
931.40936,11.4
931.58905,11.8
931.9129,2447.1
931.97614,10.2
932.03064,14.5
932.09552,10.3
932.18888,1057.6
932.91373,788.5
933.05725,11.5
933.14203,11
933.18945,385.8
933.33179,11.5
933.46686,10.8
933.50653,9.2
933.88511,136
933.91969,175.8
934.10895,12.4
934.19107,23.7
934.40442,13.3
934.57574,11.9
934.59479,13.7
934.84681,180.2
934.89562,75
934.93271,45.8
935.10303,9.7
935.1687,12.3
935.31067,10.2
935.48761,10.6
935.84464,150
935.88604,4411.3
935.94278,57.7
936.17688,10.4
936.84733,20.5
936.8863,2065.7
936.90613,11.1
936.9467,31.9
937.02588,10.4
937.3355,32.3
937.36621,9.9
937.4433,12.3
937.55164,10.5
937.85123,20
937.88674,325
937.91003,12.6
937.9442,45
938.25903,11.7
938.44482,9.3
938.86092,21.9
938.89048,40.5
938.96212,33
939.03015,11.1
939.11034,73
939.57086,12.8
939.77313,10.2
939.88391,9.6
939.95961,53.6
940.01837,12.1
940.16327,9
940.20355,11.6
940.51996,8.9
940.86871,11.7
940.888,10.4
940.9541,21.3
940.97565,12
941.0797,22
941.26312,11.4
941.44006,9.5
941.91206,34.6
941.95624,348.8
941.98315,11.1
942.212,57.7
942.2585,655.8
942.34276,22.2
942.56036,10.5
942.58594,10.3
942.85034,13
942.9582,51.6
943.21322,43.2
943.2593,61.5
943.31616,8.4
943.43658,11.7
943.53125,12.9
943.90868,63.1
943.93046,296.6
943.97083,92.9
944.0509,9
944.18793,10
944.20807,19.3
944.36749,10.1
944.46259,11.7
944.55522,32
944.68475,11.1
944.92276,193.1
944.95076,21.4
944.97272,9.3
945.05157,31.4
945.19018,54.6
945.24363,3476.4
945.2959,9.8
945.54341,18.8
945.89006,2084.8
945.93048,2635.9
945.97445,170.1
946.05067,24.1
946.20372,761.9
946.2475,389.9
946.29584,15
946.49762,11.9
946.54443,9.2
946.89346,613.3
946.93217,902.5
947.05341,11.5
947.20349,2146.2
947.24683,42.7
947.35327,10.9
947.9005,447.1
947.93642,190.8
948.05182,13.2
948.13446,9.2
948.18756,1783.8
948.21002,10.1
948.4483,12.7
948.85854,25.6
948.9024,1698
948.94335,34.7
949.18692,825.3
949.20789,10.6
949.43374,35.5
949.49286,8.6
949.86295,32.1
949.88873,10.4
949.90985,428.6
949.94515,26.7
950.14523,30.8
950.19352,433.6
950.33905,10.9
950.44525,12.9
950.90338,13.5
950.92311,122
951.14549,20.3
951.19611,13.1
951.34589,12.4
951.70166,12.6
951.74689,14.1
951.8526,11.7
951.87653,10.3
951.92973,23.4
952.10083,10.5
952.15552,13
952.56586,10.6
952.8584,11.5
952.94049,36.3
953.04468,15.3
953.11798,8.4
953.28796,11.8
953.51636,11.4
953.86847,10.3
953.95559,23.4
954.0567,12.8
954.8517,20.8
954.9122,22.7
954.94641,12.6
955.34698,10.5
955.57111,8.1
955.8623,12.9
955.91545,46.1
955.98247,32.2
956.08107,20.3
956.24396,10.1
956.92022,19.3
956.97498,10.5
957.0426,11.6
957.09393,13.4
957.22157,19.3
957.37451,9.1
957.48798,12.6
957.75586,9.3
957.88306,22.2
957.93896,107.2
958.2287,13.6
958.61853,10.8
958.93934,123.7
959.20538,10.2
959.4613,9.8
959.52374,12.3
959.57458,10.6
959.90327,54.3
959.92676,466.5
959.95764,11.4
959.98724,8.4
960.06217,21.6
960.21761,39.8
960.26874,11.7
960.35248,11.4
960.39069,7.7
960.42589,117.3
960.56206,22.5
960.91911,253
960.93807,152.5
961.17175,8.3
961.21712,28.6
961.43288,23.2
961.62433,16.5
961.88451,30.7
961.9251,1180.9
962.16606,62.9
962.19969,24.5
962.50714,8.7
962.54657,14.7
962.5788,8.6
962.79871,11.4
962.86694,10.3
962.89111,27.3
962.9269,257.1
962.9469,12.2
963.11224,9.8
963.16255,43.7
963.20001,11.3
963.50598,10.4
963.88263,19.7
963.93162,150.3
964.00146,9
964.15858,6675.5
964.21419,79.9
964.65509,3.2
964.74255,11.8
964.85577,11.8
964.91766,11.1
964.93915,61.9
965.16001,4084.8
965.21146,229.9
965.89003,35.1
965.91382,12.2
966.15895,850.5
966.21336,20
966.84564,10.2
966.87953,20.1
967.08325,12.2
967.11731,13.6
967.15926,31.2
967.21112,10.2
967.82438,22.2
967.87414,58.4
967.92874,32.1
967.9649,9.8
968.15351,34.4
968.25299,10.7
968.52399,45.3
968.87945,22.1
968.91694,18.7
968.97755,41.5
969.01752,11.5
969.15204,9.5
969.5222,25
969.57068,8.7
969.86975,11.4
969.92355,356.2
970.06836,9.5
970.08826,8.9
970.35138,11
970.41223,10.2
970.92033,543
970.98688,11.2
971.42694,12.5
971.48938,20.8
971.5545,9.4
971.57996,13.6
971.85812,18.1
971.93153,38513.7
972.22412,13.2
972.27002,10.8
972.79651,11.3
972.86981,9.6
972.92518,27863.9
973.0954,12.9
973.28491,13.2
973.45782,9.2
973.50342,9.5
973.69476,8.8
973.87262,10.2
973.92414,275712.5
974.17932,8.7
974.23486,11.4
974.49631,60.4
974.8464,26.6
974.87375,34.9
974.92597,183821.6
974.98863,123.9
