Formula,m/z
Cu2O5N1C2H3,246.86372
Cu2O4N3C1H3,246.86812
Cu1O2N10C1,246.94943
Cu1O3N7C3H2,246.94943
Cu1O4N4C5H4,246.94943
Cu1O4N4C5H4,246.95599
Cu1O2N8C3H4,246.97701
Cu1O1N10C2H4,246.98977
Cu2O5N2C1H2,247.8519
Cu2O1N5C3,247.86696
Cu2O2N2C5H2,247.86696
Cu2O5N1C2H4,247.86696
Cu2O1N5C3,247.87117
Cu2O2N2C5H2,247.87117
Cu2O5N1C2H4,247.87117
Cu1O4N6C3H1,247.93152
Cu1O5N3C5H3,247.93152
Cu1O8N2C2H5,247.93152
Cu1O3N8C2H1,247.94844
Cu1O4N5C4H3,247.94844
Cu1O7N4C1H5,247.94844
Cu1O2N10C1H1,247.95982
Cu1O3N7C3H3,247.95982
Cu1O4N4C5H5,247.95982
Cu1O2N8C3H5,247.98503
Cu1O1N10C2H5,247.99266
Cu2O6N1C1H1,248.83499
Cu2O2N3C4H1,248.86902
Cu2O5N1C2H5,248.87003
Cu1O10N1C1,248.87865
Cu2O1N5C3H1,248.87865
Cu2O2N2C5H3,248.87865
Cu2O5N1C2H5,248.87865
Cu1O2N10C1H2,248.96897
Cu1O3N7C3H4,248.96897
Cu1O2N9C2H4,248.97986
Cu1O2N9C2H4,248.98177
Cu2O1N5C3H2,249.88155
Cu2O2N2C5H4,249.88155
Cu1O10N1C1H1,249.89142
Cu2O2N3C4H3,250.88516
Cu1O7N2C4,250.90196
Cu2O1N4C4H5,250.90196
Cu1O5N6C2,250.91997
Cu1O6N3C4H2,250.91997
Cu1O9N2C1H4,250.91997
Cu1O4N8C1,250.92787
Cu1O6N2C5H4,250.93913
Cu1O1N8C5,250.94778
Cu1O4N7C2H2,250.94778
Cu1O5N4C4H4,250.94778
Cu1O3N9C1H2,250.95433
Cu1O4N6C3H4,250.95433
Cu1O2N10C1H4,250.98116
Cu1O2N10C1H4,250.9821
Cu1O2N10C1H4,250.98477
Cu2O3N3C3,251.84984
Cu2O1N7C1,251.87421
Cu2O2N4C3H2,251.87421
Cu2O3N1C5H4,251.87421
Cu1O6N3C4H3,251.93439
Cu1O1N8C5H1,251.95816
Cu1O4N7C2H3,251.95816
Cu1O5N4C4H5,251.95816
Cu1O3N8C2H5,251.97996
Cu1O7N3C3,252.90203
Cu1O1N8C5H2,252.95863
Cu1O4N7C2H4,252.95863
Cu1O1N8C5H2,252.96394
Cu1O4N7C2H4,252.96394
Cu1O1N8C5H2,252.96788
Cu1O3N9C1H4,252.96788
Cu1O3N9C1H4,252.97342
Cu1O8N1C4H1,253.89522
Cu2O1N7C1H2,253.89522
Cu2O2N4C3H4,253.89522
Cu1O5N7C1H1,253.93034
Cu1O6N4C3H3,253.93034
Cu1O7N1C5H5,253.93034
Cu1O1N9C4H1,253.96028
Cu1O4N8C1H3,253.96028
Cu1O5N5C3H5,253.96028
Cu2O4N2C3H1,254.84952
Cu2O3N4C2H1,254.86573
Cu2O4N1C4H3,254.86573
Cu1O8N2C3,254.8893
Cu2O2N5C2H3,254.8893
Cu2O3N2C4H5,254.8893
Cu1O6N6C1,254.91641
Cu1O7N3C3H2,254.91641
Cu1O6N5C2H2,254.92615
Cu1O7N2C4H4,254.92615
Cu1O3N6C5,254.92723
Cu1O6N5C2H2,254.92723
Cu1O7N2C4H4,254.92723
Cu1O3N6C5,254.931
Cu1O6N5C2H2,254.931
Cu1O7N2C4H4,254.931
Cu1O1N9C4H2,254.97066
Cu1O1N8C5H4,254.97473
Cu1O1N8C5H4,254.98201
Cu2O4N3C2,255.84227
Cu2O3N5C1,255.8613
Cu2O4N2C3H2,255.8613
Cu2O3N5C1,255.86319
Cu2O4N2C3H2,255.86319
Cu1O1N10C3H1,255.96208
Cu1O2N7C5H3,255.96208
Cu1O5N6C2H5,255.96208
Cu1O2N7C5H3,255.9684
Cu1O4N8C1H5,255.9684
Cu1O1N9C4H3,255.97718
Cu1O1N8C5H5,255.9904
Cu2O5N1C3H1,256.84148
Cu2O4N3C2H1,256.85247
Cu1O3N7C4,256.93546
Cu1O6N6C1H2,256.93546
Cu1O7N3C3H4,256.93546
Cu1O3N7C4,256.93829
Cu1O7N3C3H4,256.93829
Cu1O2N9C3,256.9454
Cu1O3N6C5H2,256.9454
Cu1O6N5C2H4,256.9454
Cu1O1N10C3H2,256.97151
Cu1O2N7C5H4,256.97151
Cu2O1N4C5,257.86512
Cu2O4N3C2H2,257.86512
Cu1O9N1C3H1,257.89514
Cu2O2N6C1H4,257.89514
Cu1O4N5C5H1,257.9288
Cu1O7N4C2H3,257.9288
Cu1O8N1C4H5,257.9288
Cu1O3N6C5H3,257.9592
Cu1O5N7C1H5,257.9592
Cu1O2N7C5H5,257.98389
Cu1O1N9C4H5,257.99285
Cu2O5N2C2H1,258.85007
Cu1O9N2C2,258.89114
Cu2O3N4C2H5,258.89114
Cu1O2N9C3H2,258.9668
Cu1O3N6C5H4,258.9668
Cu1O2N8C4H4,258.97695
Cu1O2N8C4H4,258.97919
Cu1O1N10C3H4,258.98776
Cu1O1N10C3H4,258.99032
Cu2O1N5C4,259.86801
Cu2O4N4C1H2,259.86801
Cu2O5N1C3H4,259.86801
Cu2O3N5C1H4,259.88815
Cu1O9N2C2H1,259.89795
Cu1O8N4C1H1,259.90784
Cu1O9N1C3H3,259.90784
Cu1O5N4C5H1,259.92767
Cu1O7N5C1H3,259.92767
Cu1O2N10C2H1,259.95877
Cu1O3N7C4H3,259.95877
Cu1O6N6C1H5,259.95877
Cu1O3N7C4H3,259.96289
Cu1O1N10C3H5,259.98898
Cu1O1N10C3H5,259.991
Cu1O1N10C3H5,259.99716
Cu2O5N3C1H1,260.84598
Cu2O5N3C1H1,260.85413
Cu2O2N3C5H1,260.8602
Cu2O5N2C2H3,260.8602
Cu2O2N3C5H1,260.86441
Cu2O5N2C2H3,260.86441
Cu2O2N3C5H1,260.86612
Cu2O5N2C2H3,260.86612
Cu2O4N4C1H3,260.87066
Cu2O5N1C3H5,260.87066
Cu2O1N5C4H1,260.8718
Cu2O4N4C1H3,260.8718
Cu2O5N1C3H5,260.8718
Cu2O1N5C4H1,260.87368
Cu2O4N4C1H3,260.87368
Cu2O5N1C3H5,260.87368
Cu1O10N1C2,260.8761
Cu2O1N5C4H1,260.8761
Cu2O4N4C1H3,260.8761
Cu2O5N1C3H5,260.8761
Cu1O2N10C2H2,260.96802
Cu1O3N7C4H4,260.96802
Cu1O2N10C2H2,260.96878
Cu1O3N7C4H4,260.96878
Cu1O2N9C3H4,260.97723
Cu1O2N9C3H4,260.98067
Cu2O3N2C5,261.84818
Cu2O6N1C2H2,261.84818
Cu2O1N6C3,261.87287
Cu2O2N3C5H2,261.87287
Cu2O5N2C2H4,261.87287
Cu1O9N3C1H1,261.90216
Cu1O4N7C3H1,261.93347
Cu1O8N3C2H5,261.93347
Cu1O4N7C3H1,261.93478
Cu1O5N4C5H3,261.93478
Cu1O8N3C2H5,261.93478
Cu1O4N7C3H1,261.94028
Cu1O5N4C5H3,261.94028
Cu1O8N3C2H5,261.94028
Cu1O3N9C2H1,261.94803
Cu1O4N6C4H3,261.94803
Cu1O7N5C1H5,261.94803
Cu1O4N6C4H3,261.95465
Cu1O2N10C2H3,261.96985
Cu1O3N7C4H5,261.96985
Cu1O2N10C2H3,261.97672
Cu1O3N7C4H5,261.97672
Cu2O3N2C5H1,262.85944
Cu2O2N4C4H1,262.86949
Cu2O5N3C1H3,262.86949
Cu2O1N6C3H1,262.87783
Cu2O2N3C5H3,262.87783
Cu2O5N2C2H5,262.87783
Cu1O10N2C1,262.87881
Cu2O1N6C3H1,262.87881
Cu2O2N3C5H3,262.87881
Cu2O5N2C2H5,262.87881
Cu1O6N4C4,262.91278
Cu1O9N3C1H2,262.91278
Cu1O5N6C3,262.92325
Cu1O6N3C5H2,262.92325
Cu1O9N2C2H4,262.92325
Cu1O4N7C3H2,262.95041
Cu1O5N4C5H4,262.95041
Cu1O2N10C2H4,262.98462
Cu2O7N1C1,263.8252
Cu2O4N1C5,263.84222
Cu2O4N1C5,263.84549
Cu2O6N2C1H2,263.84549
Cu2O1N7C2,263.86929
Cu2O3N2C5H2,263.86929
Cu2O5N3C1H4,263.86929
Cu1O5N6C3H1,263.93198
Cu1O6N3C5H3,263.93198
Cu1O9N2C2H5,263.93198
Cu1O3N8C3H5,263.98002
Cu2O3N3C4H1,264.85666
Cu2O6N2C1H3,264.85666
Cu2O3N3C4H1,264.85782
Cu2O6N2C1H3,264.85782
Cu1O1N9C5,264.95398
Cu1O5N5C4H4,264.95398
Cu1O3N10C1H2,264.9641
Cu1O4N7C3H4,264.9641
Cu1O3N9C2H4,264.97501
Cu2O7N1C1H2,265.8363
Cu2O3N4C3,265.85147
Cu2O4N1C5H2,265.85147
Cu2O1N7C2H2,265.89236
Cu2O2N4C4H4,265.89236
Cu1O8N1C5H1,265.8956
Cu2O2N4C4H4,265.8956
Cu1O8N1C5H1,265.90265
Cu1O10N2C1H3,265.90265
Cu2O1N6C3H4,265.90265
Cu1O6N5C3H1,265.91589
Cu1O10N1C2H5,265.91589
Cu1O1N9C5H1,265.96332
Cu1O3N10C1H3,265.96332
Cu1O12C1,266.86554
Cu2O3N4C3H1,266.86554
Cu2O4N1C5H3,266.86554
Cu2O2N6C2H1,266.87454
Cu2O3N3C4H3,266.87454
Cu2O6N2C1H5,266.87454
Cu1O7N4C3,266.90991
Cu1O8N1C5H2,266.90991
Cu1O10N2C1H4,266.90991
Cu2O1N6C3H5,266.90991
Cu1O6N6C2,266.91519
Cu1O7N3C4H2,266.91519
Cu1O10N2C1H4,266.91519
Cu2O1N6C3H5,266.91519
Cu1O6N6C2,266.91687
Cu1O7N3C4H2,266.91687
Cu1O10N2C1H4,266.91687
Cu1O7N2C5H4,266.93462
Cu1O4N8C2H4,266.96033
Cu1O1N9C5H2,266.96301
Cu1O4N8C2H4,266.96301
Cu1O3N10C1H4,266.97967
Cu2O5N1C4,267.83804
Cu2O2N7C1,267.86942
Cu2O3N4C3H2,267.86942
Cu2O4N1C5H4,267.86942
Cu1O7N4C3H1,267.91528
Cu1O8N1C5H3,267.91528
Cu1O1N10C4H1,267.9617
Cu1O4N9C1H3,267.9617
Cu1O5N6C3H5,267.9617
Cu1O4N8C2H5,267.96851
Cu1O3N10C1H5,267.98513
Cu2O4N3C3H1,268.85141
Cu2O7N1C1H5,268.86044
Cu1O6N7C1,268.91718
Cu1O7N4C3H2,268.91718
Cu1O8N1C5H4,268.91718
Cu2O1N7C2H5,268.91718
Cu1O3N7C5,268.93307
Cu1O6N6C2H2,268.93307
Cu1O7N3C4H4,268.93307
Cu1O3N7C5,268.93692
Cu1O6N6C2H2,268.93692
Cu1O7N3C4H4,268.93692
Cu1O3N7C5,268.93939
Cu1O5N8C1H2,268.93939
Cu1O6N5C3H4,268.93939
Cu1O2N9C4,268.94183
Cu1O5N8C1H2,268.94183
Cu1O6N5C3H4,268.94183
Cu1O2N8C5H2,268.96252
Cu1O4N9C1H4,268.96252
Cu1O1N10C4H2,268.97012
Cu1O4N9C1H4,268.97012
Cu1O7N5C2H1,269.91205
Cu1O8N2C4H3,269.91205
Cu1O11N1C1H5,269.91205
Cu2O1N8C1H4,269.91205
Cu1O6N7C1H1,269.93121
Cu1O7N4C3H3,269.93121
Cu1O8N1C5H5,269.93121
Cu1O3N7C5H1,269.94263
Cu1O6N6C2H3,269.94263
Cu1O7N3C4H5,269.94263
Cu1O1N9C5H5,269.98947
Cu1O1N9C5H5,269.99292
Cu2O5N2C3H1,270.85114
Cu2O4N4C2H1,270.85333
Cu2O3N6C1H1,270.86527
Cu2O4N3C3H3,270.86527
Cu1O3N8C4,270.93466
Cu1O6N7C1H2,270.93466
Cu1O7N4C3H4,270.93466
Cu1O2N10C3,270.94553
Cu1O3N7C5H2,270.94553
Cu1O6N6C2H4,270.94553
Cu1O2N8C5H4,270.97694
Cu1O1N10C4H4,270.98825
Cu1O1N10C4H4,270.98929
Cu2O1N5C5,271.86298
Cu2O4N4C2H2,271.86298
Cu2O5N1C4H4,271.86298
Cu2O1N5C5,271.86642
Cu2O4N4C2H2,271.86642
Cu2O5N1C4H4,271.86642
Cu2O3N6C1H2,271.87704
Cu2O4N3C3H4,271.87704
Cu1O9N2C3H1,271.89523
Cu1O7N6C1H1,271.92056
Cu1O8N3C3H3,271.92056
Cu1O2N10C3H1,271.96115
Cu1O3N7C5H3,271.96115
Cu1O3N7C5H3,271.96365
Cu1O5N8C1H5,271.96365
Cu1O2N9C4H3,271.97345
Cu1O2N8C5H5,271.98386
Cu1O1N10C4H5,271.98907
Cu2O6N1C3H1,272.83911
Cu2O5N3C2H1,272.84805
Cu1O3N9C3,272.93942
Cu1O4N6C5H2,272.93942
Cu1O7N5C2H4,272.93942
Cu1O3N9C3,272.94403
Cu1O4N6C5H2,272.94403
Cu1O7N5C2H4,272.94403
Cu1O4N6C5H2,272.94742
Cu1O6N7C1H4,272.94742
Cu1O2N10C3H2,272.96694
Cu1O3N7C5H4,272.96694
Cu1O2N9C4H4,272.97565
Cu1O2N9C4H4,272.9801
Cu2O2N4C5,273.85892
Cu2O5N3C2H2,273.85892
Cu1O10N1C3H1,273.89023
Cu2O3N6C1H4,273.89023
Cu1O8N5C1H1,273.90771
Cu1O9N2C3H3,273.90771
Cu1O3N9C3H1,273.94888
Cu1O4N6C5H3,273.94888
Cu1O7N5C2H5,273.94888
Cu1O3N9C3H1,273.95078
Cu1O4N6C5H3,273.95078
Cu1O7N5C2H5,273.95078
Cu1O3N9C3H1,273.95364
Cu1O4N6C5H3,273.95364
Cu1O6N7C1H5,273.95364
Cu1O3N8C4H3,273.96078
Cu1O6N7C1H5,273.96078
Cu1O2N9C4H5,273.98233
Cu1O2N9C4H5,273.98783
Cu2O6N2C2H1,274.847
Cu2O2N4C5H1,274.86839
Cu2O5N3C2H3,274.86839
Cu1O9N4C1,274.89066
Cu2O1N5C5H3,274.89066
Cu2O4N4C2H5,274.89066
Cu1O6N4C5,274.91483
Cu1O8N5C1H2,274.91483
Cu1O9N2C3H4,274.91483
Cu1O4N6C5H4,274.96291
Cu1O2N10C3H4,274.98117
Cu1O2N10C3H4,274.98401
Cu1O2N10C3H4,274.98484
Cu1O6N4C5H1,275.91318
Cu1O9N3C2H3,275.91318
Cu1O6N4C5H1,275.92178
Cu1O8N5C1H3,275.92178
Cu1O4N8C3H1,275.94527
Cu1O5N5C5H3,275.94527
Cu1O7N6C1H5,275.94527
Cu1O3N10C2H1,275.9498
Cu1O4N7C4H3,275.9498
Cu1O7N6C1H5,275.9498
Cu1O3N9C3H3,275.96909
Cu1O4N6C5H5,275.96909
Cu1O3N8C4H5,275.97195
Cu1O3N8C4H5,275.97998
Cu1O3N8C4H5,275.98196
Cu1O2N10C3H5,275.98343
Cu2O6N3C1H1,276.84765
Cu2O5N4C1H3,276.86548
Cu2O6N1C3H5,276.86548
Cu1O4N9C2,276.93427
Cu1O5N6C4H2,276.93427
Cu1O8N5C1H4,276.93427
Cu1O4N8C3H2,276.95309
Cu1O5N5C5H4,276.95309
Cu1O3N10C2H2,276.96429
Cu1O4N7C4H4,276.96429
Cu1O3N9C3H4,276.97275
Cu1O3N9C3H4,276.974
Cu1O11N1C2H1,277.88309
Cu2O1N8C2,277.88309
Cu2O2N5C4H2,277.88309
Cu1O3N9C3H5,277.97482
Cu2O7N1C2H3,278.84521
Cu2O2N6C3H1,278.87119
Cu2O3N3C5H3,278.87119
Cu2O6N2C2H5,278.87119
Cu1O11N2C1,278.87961
Cu2O2N6C3H1,278.87961
Cu2O3N3C5H3,278.87961
Cu2O5N4C1H5,278.87961
Cu1O8N2C5,278.89014
Cu1O11N1C2H2,278.89014
Cu2O1N8C2H1,278.89014
Cu2O2N5C4H3,278.89014
Cu1O6N6C3,278.91507
Cu1O7N3C5H2,278.91507
Cu1O10N2C2H4,278.91507
Cu2O1N6C4H5,278.91507
Cu1O6N6C3,278.92136
Cu1O7N3C5H2,278.92136
Cu1O9N4C1H4,278.92136
Cu1O1N10C5,278.95291
Cu1O4N9C2H2,278.95291
Cu1O5N6C4H4,278.95291
Cu1O4N8C3H4,278.96271
Cu1O3N10C2H4,278.97963
Cu2O1N8C2H2,279.89304
Cu2O2N5C4H4,279.89304
Cu1O1N10C5H1,279.96686
Cu1O4N8C3H5,279.96686
Cu1O4N8C3H5,279.97122
Cu1O4N8C3H5,279.97233
Cu1O4N8C3H5,279.97482
Cu2O4N3C4H1,280.84979
Cu2O7N2C1H3,280.84979
Cu2O4N3C4H1,280.85123
Cu2O7N2C1H3,280.85123
Cu1O2N9C5,280.94412
Cu1O5N8C2H2,280.94412
Cu1O6N5C4H4,280.94412
Cu1O2N9C5,280.94736
Cu1O5N8C2H2,280.94736
Cu1O6N5C4H4,280.94736
Cu1O6N7C2H1,281.92487
Cu1O7N4C4H3,281.92487
Cu1O10N3C1H5,281.92487
Cu1O6N7C2H1,281.92722
Cu1O7N4C4H3,281.92722
Cu1O10N3C1H5,281.92722
Cu2O9C1H1,282.819
Cu1O6N8C1,282.92245
Cu1O7N5C3H2,282.92245
Cu1O8N2C5H4,282.92245
Cu1O4N10C1H4,282.97058
Cu1O1N10C5H4,282.9868
Cu1O3N8C5H1,283.94916
Cu1O5N9C1H3,283.94916
Cu1O7N4C4H5,283.94916
Cu1O2N10C4H1,283.95804
Cu1O5N9C1H3,283.95804
Cu1O6N6C3H5,283.95804
Cu1O2N9C5H3,283.97253
Cu1O4N10C1H5,283.97253
Cu1O1N10C5H5,283.99567
Cu1O9N3C3,284.89712
Cu1O12N1C1H4,284.89712
Cu2O2N8C1H3,284.89712
Cu2O3N5C3H5,284.89712
Cu1O8N5C2,284.89941
Cu1O9N2C4H2,284.89941
Cu1O12N1C1H4,284.89941
Cu2O2N8C1H3,284.89941
Cu2O3N5C3H5,284.89941
Cu1O3N8C5H2,284.95346
Cu1O6N7C2H4,284.95346
Cu1O3N8C5H2,284.95813
Cu1O5N9C1H4,284.95813
Cu1O2N9C5H4,284.97516
Cu1O7N7C1H1,285.92654
Cu1O8N4C3H3,285.92654
Cu1O9N1C5H5,285.92654
Cu1O7N6C2H3,285.93024
Cu1O9N1C5H5,285.93024
Cu1O3N9C4H1,285.94778
Cu1O6N8C1H3,285.94778
Cu1O7N5C3H5,285.94778
Cu1O2N10C4H3,285.96836
Cu1O5N9C1H5,285.96836
Cu1O2N10C4H3,285.9693
Cu1O5N9C1H5,285.9693
Cu1O2N9C5H5,285.98779
Cu1O2N9C5H5,285.98883
Cu2O4N6C1H1,286.86575
Cu2O5N3C3H3,286.86575
Cu1O4N7C5H2,286.95078
Cu1O6N8C1H4,286.95078
Cu1O3N8C5H4,286.97082
Cu1O2N10C4H4,286.97556
Cu1O2N10C4H4,286.98126
Cu1O2N10C4H4,286.98451
Cu1O9N4C2H1,287.9054
Cu1O10N1C4H3,287.9054
Cu1O3N10C3H1,287.95715
Cu1O4N7C5H3,287.95715
Cu1O6N8C1H5,287.95715
Cu1O4N7C5H3,287.95837
Cu1O6N8C1H5,287.95837
Cu1O3N9C4H3,287.96609
Cu1O6N8C1H5,287.96609
Cu1O3N8C5H5,287.97171
Cu1O3N8C5H5,287.97766
Cu1O2N10C4H5,287.9918
Cu2O2N5C5H1,288.86707
Cu2O5N4C2H3,288.86707
Cu2O6N1C4H5,288.86707
Cu1O11N1C3,288.87622
Cu2O2N5C5H1,288.87622
Cu2O4N6C1H3,288.87622
Cu2O5N3C3H5,288.87622
Cu1O9N5C1,288.89743
Cu1O10N2C3H2,288.89743
Cu2O1N6C5H3,288.89743
Cu2O4N5C2H5,288.89743
Cu1O9N5C1,288.90082
Cu1O10N2C3H2,288.90082
Cu2O3N7C1H5,288.90082
Cu1O6N5C5,288.91843
Cu1O8N6C1H2,288.91843
Cu1O9N3C3H4,288.91843
Cu1O4N7C5H4,288.96624
Cu1O3N9C4H4,288.97559
Cu1O11N1C3H1,289.88498
Cu2O1N7C4H2,289.88498
Cu2O4N6C1H4,289.88498
Cu1O10N3C2H1,289.89487
Cu2O1N7C4H2,289.89487
Cu1O5N7C4H1,289.93771
Cu1O8N5C2H5,289.93771
Cu2O7N2C2H1,290.83385
Cu2O2N6C4H1,290.86929
Cu2O5N5C1H3,290.86929
Cu2O6N2C3H5,290.86929
Cu1O7N4C5,290.89938
Cu1O10N3C2H2,290.89938
Cu2O1N7C4H3,290.89938
Cu2O4N6C1H5,290.89938
Cu1O5N8C3,290.92609
Cu1O6N5C5H2,290.92609
Cu1O9N4C2H4,290.92609
Cu1O4N9C3H2,290.94608
Cu1O4N8C4H4,290.95981
Cu1O3N10C3H4,290.97801
Cu1O3N10C3H4,290.97967
Cu1O3N10C3H4,290.98108
Cu1O3N10C3H5,291.98849
Cu1O8N3C5,292.89505
Cu1O11N2C2H2,292.89505
Cu2O2N6C4H3,292.89505
Cu1O8N3C5,292.89603
Cu1O11N2C2H2,292.89603
Cu2O1N8C3H3,292.89603
Cu1O6N7C3,292.91455
Cu1O10N3C2H4,292.91455
Cu2O1N7C4H5,292.91455
Cu1O5N9C2,292.93411
Cu1O6N6C4H2,292.93411
Cu1O9N5C1H4,292.93411
Cu1O6N6C4H2,292.93726
Cu1O5N8C3H2,292.93948
Cu1O6N5C5H4,292.93948
Cu1O4N10C2H2,292.95285
Cu1O5N7C4H4,292.95285
Cu1O4N10C2H2,292.95874
Cu1O5N7C4H4,292.95874
Cu2O4N4C4,293.84518
Cu2O7N3C1H2,293.84518
Cu2O2N8C2,293.86914
Cu2O3N5C4H2,293.86914
Cu2O6N4C1H4,293.86914
Cu1O11N3C1H1,293.89166
Cu2O1N9C2H2,293.89166
Cu2O3N4C5H4,293.89166
Cu1O12N2C1,294.87918
Cu2O2N8C2H1,294.87918
Cu2O3N5C4H3,294.87918
Cu2O6N4C1H5,294.87918
Cu1O7N6C3,294.90933
Cu1O8N3C5H2,294.90933
Cu1O11N2C2H4,294.90933
Cu2O1N9C2H3,294.90933
Cu2O2N6C4H5,294.90933
Cu1O5N10C1,294.92941
Cu1O6N7C3H2,294.92941
Cu1O7N5C4H2,294.92941
Cu1O5N10C1,294.93283
Cu1O6N7C3H2,294.93283
Cu1O7N4C5H4,294.93283
Cu1O4N10C2H4,294.97339
Cu1O4N10C2H4,294.97438
Cu2O4N5C3,295.85757
Cu2O5N2C5H2,295.85757
Cu2O7N3C1H4,295.85757
Cu2O8N1C2H4,295.85757
Cu1O12N2C1H1,295.87714
Cu2O2N9C1,295.87714
Cu2O3N6C3H2,295.87714
Cu2O4N3C5H4,295.87714
Cu1O9N2C5H1,295.89758
Cu1O12N1C2H3,295.89758
Cu2O1N10C1H2,295.89758
Cu2O2N7C3H4,295.89758
Cu1O2N10C5H1,295.95978
Cu1O5N9C2H3,295.95978
Cu1O6N6C4H5,295.95978
Cu1O2N10C5H1,295.96198
Cu1O5N8C3H5,295.96198
Cu1O5N8C3H5,295.96752
Cu2O9N1C1H1,296.81796
Cu2O5N3C4H1,296.85036
Cu2O8N2C1H3,296.85036
Cu2O5N3C4H1,296.85257
Cu2O8N2C1H3,296.85257
Cu1O8N5C3,296.89724
Cu1O9N3C4,296.89724
Cu1O12N1C2H4,296.89724
Cu2O2N8C2H3,296.89724
Cu2O3N5C4H5,296.89724
Cu1O6N9C1,296.92173
Cu1O7N6C3H2,296.92173
Cu2O1N9C2H5,296.92173
Cu1O3N9C5,296.94492
Cu1O5N10C1H2,296.94492
Cu1O6N7C3H4,296.94492
Cu1O7N5C4H4,296.94492
Cu1O5N10C1H2,296.95074
Cu1O6N7C3H4,296.95074
Cu1O5N9C2H4,296.95847
Cu1O2N10C5H2,296.95967
Cu1O5N9C2H4,296.95967
Cu2O5N4C3,297.84656
Cu2O6N1C5H2,297.84656
Cu1O9N3C4H1,297.90121
Cu1O12N2C1H3,297.90121
Cu2O2N8C2H4,297.90121
Cu1O7N7C2H1,297.92331
Cu1O8N4C4H3,297.92331
Cu1O11N3C1H5,297.92331
Cu1O3N9C5H1,297.94547
Cu1O6N8C2H3,297.94547
Cu1O7N5C4H5,297.94547
Cu1O5N10C1H3,297.95996
Cu1O6N7C3H5,297.95996
Cu2O9N1C1H3,298.83515
Cu2O5N4C3H1,298.84749
Cu2O6N2C4H1,298.84749
Cu1O14C1,298.86038
Cu2O4N6C2H1,298.86038
Cu2O5N3C4H3,298.86038
Cu2O8N2C1H5,298.86038
Cu2O4N6C2H1,298.8664
Cu2O5N3C4H3,298.8664
Cu2O8N2C1H5,298.8664
Cu1O9N4C3,298.89639
Cu1O10N1C5H2,298.89639
Cu2O2N9C1H3,298.89639
Cu2O3N6C3H5,298.89639
Cu1O7N8C1,298.91605
Cu1O8N5C3H2,298.91605
Cu1O9N2C5H4,298.91605
Cu2O2N8C2H5,298.91605
Cu1O4N8C5,298.93564
Cu1O6N9C1H2,298.93564
Cu1O7N7C2H2,298.93564
Cu1O8N4C4H4,298.93564
Cu1O3N10C4,298.94235
Cu1O6N9C1H2,298.94235
Cu1O7N6C3H4,298.94235
Cu1O3N9C5H2,298.95663
Cu1O6N8C2H4,298.95663
Cu1O5N10C1H4,298.96768
Cu1O3N9C5H3,299.95929
Cu1O6N8C2H5,299.95929
Cu1O2N10C5H5,299.98233
Cu1O2N10C5H5,299.98535
Cu2O7N1C4H1,300.8364
Cu1O10N3C3,300.88556
Cu2O1N7C5H1,300.88556
Cu2O3N8C1H3,300.88556
Cu2O4N6C2H3,300.88556
Cu2O5N3C4H5,300.88556
Cu1O4N9C4,300.93384
Cu1O7N8C1H2,300.93384
Cu1O8N5C3H4,300.93384
Cu1O3N9C5H4,300.96649
Cu2O1N8C4,301.87463
Cu2O4N7C1H2,301.87463
Cu2O5N4C3H4,301.87463
Cu1O11N1C4H1,301.8797
Cu2O1N8C4,301.8797
Cu2O4N7C1H2,301.8797
Cu2O5N4C3H4,301.8797
Cu1O11N1C4H1,301.88193
Cu2O1N8C4,301.88193
Cu2O4N6C2H4,301.88193
Cu2O5N4C3H4,301.88193
Cu1O11N1C4H1,301.88737
Cu2O1N7C5H2,301.88737
Cu2O4N6C2H4,301.88737
Cu1O3N9C5H5,301.98254
Cu1O10N4C2,302.88406
Cu1O11N2C3,302.88406
Cu2O1N8C4H1,302.88406
Cu2O4N7C1H3,302.88406
Cu2O5N4C3H5,302.88406
Cu1O3N10C4H4,302.97718
Cu1O3N10C4H4,302.97986
Cu2O8N1C3,303.82153
Cu1O4N9C4H3,303.95325
Cu1O5N7C5H3,303.95325
Cu1O7N8C1H5,303.95325
Cu1O4N8C5H5,303.97549
Cu1O3N10C4H5,303.98233
Cu2O7N3C2H1,304.83374
Cu2O8N1C3H1,304.83374
Cu1O10N5C1,304.8967
Cu1O11N2C3H2,304.8967
Cu2O1N8C4H3,304.8967
Cu2O4N7C1H5,304.8967
Cu1O4N9C4H4,304.9704
Cu2O8N2C2,305.82431
Cu2O7N4C1,305.83844
Cu2O8N1C3H2,305.83844
Cu2O3N6C4,305.86176
Cu2O6N5C1H2,305.86176
Cu2O7N2C3H4,305.86176
Cu1O5N9C3H1,305.93332
Cu1O6N7C4H1,305.93332
Cu1O9N5C2H5,305.93332
Cu1O4N9C4H5,305.97482
Cu2O7N4C1H1,306.84857
Cu2O8N1C3H3,306.84857
Cu2O4N4C5H1,306.85309
Cu2O7N3C2H3,306.85309
Cu1O7N6C4,306.90773
Cu1O10N5C1H2,306.90773
Cu1O11N2C3H4,306.90773
Cu2O1N9C3H3,306.90773
Cu2O2N6C5H5,306.90773
Cu1O6N8C3,306.92465
Cu1O7N5C5H2,306.92465
Cu1O10N4C2H4,306.92465
Cu1O5N10C2,306.93048
Cu1O6N7C4H2,306.93048
Cu1O9N6C1H4,306.93048
Cu1O4N10C3H4,306.97131
