Formula,m/z
Cu1O1N2C5H5,171.97121
Cu1O2N3C3,172.92961
Cu1O1N5C2,172.93954
Cu1O2N2C4H2,172.93954
Cu1O5N1C1H4,172.93954
Cu1O1N3C4H4,172.96342
Cu1O5N1C1H5,173.94312
Cu1O1N3C4H5,173.97212
Cu1O3N2C3H1,175.92662
Cu1O1N5C2H3,175.96165
Cu1O2N2C4H5,175.96165
Cu1O1N5C2H3,175.96213
Cu1O2N2C4H5,175.96213
Cu1O1N4C3H5,175.97569
Cu1O4N1C3,176.91298
Cu1O2N4C2H2,176.94779
Cu1O3N1C4H4,176.94779
Cu1O1N6C1H2,176.95981
Cu1O2N3C3H4,176.95981
Cu1O1N6C1H2,176.961
Cu1O2N3C3H4,176.961
Cu1O1N5C2H4,176.97084
Cu1O4N1C3H1,177.92058
Cu1O1N6C1H3,177.96269
Cu1O4N2C2,178.911
Cu1O2N5C1H2,178.95088
Cu1O3N2C3H4,178.95088
Cu1O2N4C2H4,178.96346
Cu1O2N4C2H4,178.96436
Cu1O4N2C2H1,179.92482
Cu1O3N4C1H1,179.93135
Cu1O4N1C3H3,179.93135
Cu1O3N4C1H1,179.93188
Cu1O4N1C3H3,179.93188
Cu1O2N5C1H3,179.95857
Cu1O3N2C3H5,179.95857
Cu1O2N5C1H3,179.95897
Cu1O3N2C3H5,179.95897
Cu1O3N2C3H5,179.96106
Cu1O2N4C2H5,179.9693
Cu1O2N4C2H5,179.97229
Cu1O1N6C1H5,179.97795
Cu1O5N1C2,180.90253
Cu1O4N2C2H2,180.9271
Cu1O3N4C1H2,180.94274
Cu1O4N1C3H4,180.94274
Cu2O1N2C1,181.85886
Cu2O1N1C2H2,181.8701
Cu1O4N3C1H1,181.92551
Cu1O4N2C2H3,181.93594
Cu1O1N3C5H1,181.93799
Cu1O4N2C2H3,181.93799
Cu1O2N5C1H5,181.97589
Cu2O1N2C1H1,182.86667
Cu1O1N4C4,182.93513
Cu1O4N3C1H2,182.93513
Cu1O1N4C4,182.93858
Cu1O1N4C4,182.93896
Cu1O1N3C5H2,182.94731
Cu1O4N2C2H4,182.94731
Cu1O3N4C1H4,182.95833
Cu1O2N2C5H1,183.92915
Cu1O5N1C2H3,183.92915
Cu1O2N2C5H1,183.93376
Cu1O2N2C5H1,183.93419
Cu1O2N2C5H1,183.93578
Cu1O4N3C1H3,183.9397
Cu1O1N4C4H1,183.94223
Cu1O4N3C1H3,183.94223
Cu1O1N4C4H1,183.94264
Cu1O4N3C1H3,183.94264
Cu1O2N3C4,184.92834
Cu1O5N2C1H2,184.92834
Cu2O2N1C1H2,185.86696
Cu2O1N2C1H4,185.89256
Cu1O1N5C3H1,185.94791
Cu1O2N2C5H3,185.94791
Cu1O5N1C2H5,185.94791
Cu1O1N3C5H5,185.97145
Cu2O2N1C1H3,186.87242
Cu2O1N2C1H5,186.89951
Cu1O6N1C1H2,186.91351
Cu1O6N1C1H2,186.91444
Cu1O2N4C3,186.92981
Cu1O3N1C5H2,186.92981
Cu1O2N4C3,186.9323
Cu1O3N1C5H2,186.9323
Cu1O2N4C3,186.93408
Cu1O3N1C5H2,186.93408
Cu1O1N6C2,186.94148
Cu1O2N3C4H2,186.94148
Cu1O5N2C1H4,186.94148
Cu1O2N3C4H2,186.9464
Cu1O1N5C3H2,186.95573
Cu1O2N2C5H4,186.95573
Cu1O1N5C3H2,186.95758
Cu1O2N2C5H4,186.95758
Cu1O7C1H1,187.90218
Cu1O3N2C4H1,187.92485
Cu1O6N1C1H3,187.92485
Cu1O2N4C3H1,187.93558
Cu2O2N1C1H5,188.89011
Cu1O2N5C2,188.93423
Cu1O3N2C4H2,188.93423
Cu1O6N1C1H4,188.93423
Cu1O1N6C2H2,188.95613
Cu1O2N3C4H4,188.95613
Cu1O1N7C1H1,189.95337
Cu1O2N4C3H3,189.95337
Cu1O3N1C5H5,189.95337
Cu1O1N7C1H1,189.95535
Cu1O2N4C3H3,189.95535
Cu1O3N1C5H5,189.95535
Cu1O3N4C2,190.92323
Cu1O4N1C4H2,190.92323
Cu1O3N4C2,190.92619
Cu1O4N1C4H2,190.92619
Cu1O1N7C1H2,190.95917
Cu1O2N4C3H4,190.95917
Cu1O1N7C1H2,190.96326
Cu1O2N4C3H4,190.96326
Cu1O1N7C1H2,190.96368
Cu1O2N4C3H4,190.96368
Cu1O2N4C3H4,190.96565
Cu1O1N6C2H4,190.97319
Cu1O4N1C4H3,191.93765
Cu1O2N6C1H1,191.94278
Cu1O3N3C3H3,191.94278
Cu1O2N5C2H3,191.9586
Cu1O3N2C4H5,191.9586
Cu1O3N2C4H5,191.96109
Cu1O1N6C2H5,191.98325
Cu1O5N1C3,192.90573
Cu1O3N5C1,192.93028
Cu1O4N2C3H2,192.93028
Cu1O4N1C4H4,192.9451
Cu1O2N6C1H2,192.94858
Cu1O1N7C1H4,192.97916
Cu2O1N2C2,193.85812
Cu1O2N5C2H5,193.97386
Cu1O2N5C2H5,193.97444
Cu1O1N7C1H5,193.98376
Cu2O1N1C3H3,194.87604
Cu1O4N4C1,194.91924
Cu1O5N1C3H2,194.91924
Cu1O4N4C1,194.92293
Cu1O5N1C3H2,194.92293
Cu1O4N4C1,194.92361
Cu1O5N1C3H2,194.92361
Cu1O5N1C3H2,194.92439
Cu1O5N1C3H2,194.92482
Cu1O5N1C3H2,194.92532
Cu1O4N3C2H2,194.92949
Cu1O4N3C2H2,194.93012
Cu1O4N3C2H2,194.93069
Cu1O4N3C2H2,194.93137
Cu1O1N4C5,194.93185
Cu1O4N3C2H2,194.93185
Cu1O1N4C5,194.93263
Cu1O4N3C2H2,194.93263
Cu1O1N4C5,194.93469
Cu1O4N3C2H2,194.93469
Cu1O1N4C5,194.93671
Cu1O4N3C2H2,194.93671
Cu1O1N4C5,194.93718
Cu1O3N5C1H2,194.94178
Cu1O4N2C3H4,194.94178
Cu1O3N4C2H4,194.95486
Cu1O3N4C2H4,194.95838
Cu1O3N4C2H4,194.96019
Cu2O2N1C2,195.84962
Cu2O1N1C3H4,195.88927
Cu1O4N4C1H1,195.92715
Cu1O5N1C3H3,195.92715
Cu1O4N4C1H1,195.93192
Cu1O5N1C3H3,195.93192
Cu1O3N4C2H5,195.9624
Cu1O2N6C1H5,195.97519
Cu2O1N1C3H5,196.89479
Cu1O5N3C1,196.9107
Cu1O5N2C2H2,196.9236
Cu1O2N3C5,196.9247
Cu1O5N2C2H2,196.9247
Cu1O4N4C1H2,196.93254
Cu2O2N2C1,197.85245
Cu2O2N1C2H2,197.86815
Cu2O1N2C2H4,197.88676
Cu2O1N2C2H4,197.89433
Cu1O6N1C2H1,197.90924
Cu1O6N1C2H1,197.912
Cu1O1N5C4H1,197.94711
Cu1O4N4C1H3,197.94711
Cu1O5N1C3H5,197.94711
Cu1O3N5C1H5,197.96455
Cu1O3N5C1H5,197.97162
Cu2O1N3C1H3,198.88245
Cu1O3N2C5,198.91936
Cu1O6N1C2H2,198.91936
Cu1O3N2C5,198.91994
Cu1O6N1C2H2,198.91994
Cu1O2N4C4,198.92783
Cu1O5N3C1H2,198.92783
Cu1O1N5C4H2,198.95574
Cu2O3N1C1,199.84949
Cu2O1N3C1H4,199.89589
Cu1O1N5C4H3,199.96176
Cu1O4N4C1H5,199.96176
Cu1O4N1C5,200.91472
Cu1O2N5C3,200.93564
Cu1O3N2C5H2,200.93564
Cu1O6N1C2H4,200.93564
Cu1O2N5C3,200.93681
Cu1O3N2C5H2,200.93681
Cu1O1N7C2,200.94543
Cu1O2N4C4H2,200.94543
Cu1O5N3C1H4,200.94543
Cu1O1N5C4H4,200.97128
Cu1O7N1C1H1,201.9063
Cu1O4N1C5H1,201.91504
Cu1O1N5C4H5,201.97942
Cu2O3N1C1H3,202.87122
Cu1O3N4C3,202.92902
Cu1O4N1C5H2,202.92902
Cu1O2N6C2,202.93796
Cu1O3N3C4H2,202.93796
Cu1O6N2C1H4,202.93796
Cu1O2N6C2,202.93985
Cu1O3N3C4H2,202.93985
Cu1O2N6C2,202.94038
Cu1O3N3C4H2,202.94038
Cu1O3N3C4H2,202.94173
Cu1O1N8C1,202.94393
Cu1O1N8C1,202.9455
Cu1O2N5C3H2,202.9455
Cu1O1N7C2H2,202.96049
Cu1O2N4C4H4,202.96049
Cu1O1N6C3H4,202.97421
Cu2O1N1C4,203.85655
Cu1O4N2C4H1,203.91991
Cu1O7N1C1H3,203.91991
Cu1O2N6C2H1,203.94509
Cu1O3N3C4H3,203.94509
Cu1O6N2C1H5,203.94509
Cu1O4N3C3,204.91957
Cu1O4N1C5H4,204.9459
Cu1O1N8C1H2,204.96233
Cu1O2N5C3H4,204.96233
Cu1O1N7C2H4,204.97356
Cu1O1N7C2H4,204.97791
Cu1O1N7C2H4,204.97911
Cu1O4N3C3H1,205.92654
Cu1O1N8C1H3,205.96988
Cu1O2N5C3H5,205.96988
Cu1O1N8C1H3,205.97353
Cu1O2N5C3H5,205.97353
Cu2O1N2C3H1,206.86716
Cu2O1N1C4H3,206.87668
Cu1O3N5C2H2,206.94354
Cu1O4N2C4H4,206.94354
Cu1O2N7C1H2,206.95841
Cu1O3N4C3H4,206.95841
Cu1O3N4C3H4,206.96021
Cu1O1N8C1H4,206.97566
Cu2O1N3C2,207.86574
Cu2O1N1C4H4,207.8835
Cu1O3N6C1H1,207.94087
Cu1O4N3C3H3,207.94087
Cu1O3N5C2H3,207.94873
Cu1O3N5C2H3,207.95358
Cu1O4N2C4H5,207.95358
Cu1O1N8C1H5,207.99019
Cu2O1N3C2H1,208.86763
Cu1O6N1C3,208.89714
Cu2O1N1C4H5,208.89714
Cu1O4N5C1,208.92537
Cu1O5N2C3H2,208.92537
Cu1O1N5C5,208.93768
Cu1O4N4C2H2,208.93768
Cu1O5N1C4H4,208.93768
Cu1O3N6C1H2,208.94359
Cu1O3N5C2H4,208.95739
Cu1O3N5C2H4,208.9613
Cu1O2N7C1H4,208.96771
Cu1O2N7C1H4,208.97406
Cu1O4N5C1H1,209.93437
Cu1O5N2C3H3,209.93437
Cu1O4N3C3H5,209.95956
Cu1O3N5C2H5,209.96773
Cu1O2N7C1H5,209.98015
Cu1O2N7C1H5,209.98125
Cu2O2N2C2H1,210.85843
Cu1O5N4C1,210.91411
Cu1O6N1C3H2,210.91411
Cu1O5N3C2H2,210.92503
Cu1O4N4C2H4,210.94916
Cu1O1N5C5H2,210.95609
Cu1O2N4C5H1,211.93658
Cu1O5N3C2H3,211.93658
Cu1O1N5C5H3,211.96335
Cu1O4N4C2H5,211.96335
Cu1O3N6C1H5,211.96854
Cu2O2N2C2H3,212.87747
Cu2O2N2C2H3,212.87811
Cu1O7N1C2,212.89549
Cu1O6N2C2H2,212.91611
Cu1O3N3C5,212.91992
Cu1O6N2C2H2,212.91992
Cu1O2N5C4,212.93193
Cu1O5N4C1H2,212.93193
Cu1O6N1C3H4,212.93193
Cu1O1N5C5H4,212.97142
Cu1O1N7C3H1,213.94862
Cu1O5N3C2H5,213.94862
Cu1O2N4C5H3,213.95714
Cu1O1N6C4H3,213.96415
Cu1O4N5C1H5,213.96415
Cu1O1N5C5H5,213.97899
Cu1O7N2C1,214.89722
Cu2O2N2C2H5,214.89722
Cu1O6N3C1H2,214.92012
Cu1O1N7C3H2,214.95947
Cu1O2N4C5H4,214.95947
Cu1O1N6C4H4,214.97592
Cu2O3N2C1H2,215.86839
Cu2O3N1C2H4,215.87439
Cu1O7N2C1H1,215.90292
Cu1O1N8C2H1,215.95636
Cu1O2N5C4H3,215.95636
Cu1O5N4C1H5,215.95636
Cu1O1N7C3H3,215.96886
Cu1O2N4C5H5,215.96886
Cu1O1N6C4H5,215.98021
Cu1O1N6C4H5,215.98219
Cu2O1N1C5H1,216.86249
Cu2O2N3C1H5,216.89726
Cu1O5N1C5,216.90462
Cu1O5N1C5,216.90567
Cu1O5N1C5,216.90629
Cu1O5N1C5,216.90728
Cu1O5N1C5,216.90825
Cu1O5N1C5,216.90978
Cu1O7N2C1H2,216.91173
Cu1O7N2C1H2,216.91246
Cu1O4N3C4,216.9139
Cu1O7N2C1H2,216.9139
Cu1O4N3C4,216.91493
Cu1O7N2C1H2,216.91493
Cu1O4N3C4,216.91901
Cu1O7N2C1H2,216.91901
Cu1O4N3C4,216.91951
Cu1O7N1C2H4,216.9234
Cu1O2N6C3H2,216.95584
Cu1O3N3C5H4,216.95584
Cu1O3N3C5H4,216.95734
Cu1O1N7C3H4,216.97732
Cu1O8N1C1H1,217.89806
Cu1O5N1C5H1,217.91417
Cu1O2N5C4H5,217.97707
Cu1O1N7C3H5,217.97981
Cu1O1N7C3H5,217.98619
Cu2O1N2C4H1,218.86546
Cu2O4N1C1H3,218.86546
Cu1O9C1,218.8791
Cu2O1N1C5H3,218.8791
Cu1O9C1,218.88068
Cu2O1N1C5H3,218.88068
Cu1O5N2C4,218.90554
Cu1O8N1C1H2,218.90554
Cu1O4N4C3,218.91777
Cu1O5N1C5H2,218.91777
Cu1O4N4C3,218.92393
Cu1O5N1C5H2,218.92393
Cu1O3N5C3H2,218.9481
Cu1O4N2C5H4,218.9481
Cu1O2N7C2H2,218.95839
Cu1O3N4C4H4,218.95839
Cu1O1N9C1H2,218.96971
Cu1O2N6C3H4,218.96971
Cu1O9C1H1,219.89119
Cu2O1N1C5H4,219.89119
Cu1O9C1H1,219.89394
Cu1O2N8C1H1,219.94653
Cu1O2N8C1H1,219.94923
Cu1O3N5C3H3,219.94923
Cu1O4N2C5H5,219.94923
Cu1O1N9C1H3,219.9731
Cu1O2N6C3H5,219.9731
Cu1O1N8C2H5,219.98721
Cu1O1N8C2H5,219.99002
Cu1O1N8C2H5,219.99101
Cu1O3N7C1,220.93751
Cu1O4N4C3H2,220.93751
Cu1O5N1C5H4,220.93751
Cu1O2N7C2H4,220.97413
Cu1O2N7C2H4,220.97475
Cu2O2N2C3,221.85831
Cu1O1N9C1H5,221.99411
Cu2O1N3C3H3,222.88228
Cu1O3N7C1H2,222.94798
Cu1O4N4C3H4,222.94798
Cu1O3N6C2H4,222.9653
Cu2O2N3C2,223.85623
Cu1O6N2C3H1,223.91493
Cu1O6N2C3H1,223.91583
Cu1O1N6C5H1,223.94977
Cu1O4N5C2H3,223.94977
Cu1O5N2C4H5,223.94977
Cu1O3N6C2H5,223.96779
Cu1O2N8C1H5,223.9837
Cu1O2N8C1H5,223.98497
Cu2O3N1C3H1,224.85216
Cu2O2N3C2H1,224.8652
Cu2O1N4C2H3,224.88863
Cu2O2N1C4H5,224.88863
Cu1O6N3C2,224.90604
Cu1O2N5C5,224.93327
Cu1O5N4C2H2,224.93327
Cu1O6N1C4H4,224.93327
Cu1O4N6C1H2,224.939
Cu1O3N7C1H4,224.96922
Cu2O3N2C2,225.85307
Cu1O6N3C2H1,225.91893
Cu1O1N6C5H3,225.96091
Cu1O4N5C2H5,225.96091
Cu1O1N7C4H2,226.9566
Cu1O4N6C1H4,226.9566
Cu1O1N7C4H2,226.9603
Cu1O4N6C1H4,226.9603
Cu1O1N6C5H4,226.9726
Cu1O1N6C5H4,226.97754
Cu2O3N3C1,227.85599
Cu2O2N4C1H2,227.87407
Cu2O3N1C3H4,227.87407
Cu2O2N4C1H2,227.8748
Cu2O3N1C3H4,227.8748
Cu2O2N3C2H4,227.89218
Cu2O1N5C1H4,227.90068
Cu1O6N4C1H1,227.92154
Cu1O7N1C3H3,227.92154
Cu1O2N6C4H1,227.94235
Cu1O5N5C1H3,227.94235
Cu1O6N2C3H5,227.94235
Cu1O1N6C5H5,227.97879
Cu1O1N6C5H5,227.98225
Cu1O1N6C5H5,227.98367
Cu2O4N1C2H1,228.84777
Cu2O4N1C2H1,228.84866
Cu2O1N5C1H5,228.9081
Cu1O2N7C3,228.94037
Cu1O3N4C5H2,228.94037
Cu1O6N3C2H4,228.94037
Cu1O5N5C1H4,228.94594
Cu1O1N9C2,228.95508
Cu1O2N6C4H2,228.95508
Cu1O1N8C3H2,228.96638
Cu1O2N5C5H4,228.96638
Cu1O1N7C4H4,228.97868
Cu1O8N1C2H1,229.8997
Cu1O4N3C5H1,229.92102
Cu1O7N2C2H3,229.92102
Cu1O4N3C5H1,229.92793
Cu1O1N9C2H1,229.9617
Cu1O2N6C4H3,229.9617
Cu1O5N5C1H5,229.9617
Cu1O1N8C3H3,229.9718
Cu1O2N5C5H5,229.9718
Cu1O1N8C3H3,229.97484
Cu1O2N5C5H5,229.97484
Cu2O3N3C1H3,230.87587
Cu1O5N2C5,230.90704
Cu1O8N1C2H2,230.90704
Cu1O5N2C5,230.90817
Cu1O8N1C2H2,230.90817
Cu1O5N2C5,230.91171
Cu1O4N4C4,230.92319
Cu1O1N10C1,230.956
Cu1O2N7C3H2,230.956
Cu1O3N4C5H4,230.956
Cu1O2N6C4H4,230.97153
Cu1O2N6C4H4,230.97231
Cu1O1N8C3H4,230.98178
Cu2O1N2C5H2,231.8707
Cu2O4N1C2H4,231.8707
Cu2O1N2C5H2,231.87888
Cu2O3N3C1H4,231.87888
Cu1O8N1C2H3,231.91071
Cu1O5N2C5H1,231.91411
Cu1O8N1C2H3,231.91411
Cu1O3N6C3H1,231.93922
Cu1O4N3C5H3,231.93922
Cu1O7N2C2H5,231.93922
Cu1O1N8C3H5,231.98674
Cu2O5N1C1H1,232.84459
Cu1O9N1C1,232.88367
Cu2O1N2C5H3,232.88367
Cu2O4N1C2H5,232.88367
Cu1O9N1C1,232.88585
Cu2O1N2C5H3,232.88585
Cu2O3N3C1H5,232.89546
Cu1O4N3C5H4,232.95326
Cu1O1N10C1H2,232.96973
Cu1O2N7C3H4,232.96973
Cu1O1N10C1H2,232.9743
Cu1O2N7C3H4,232.9743
Cu1O1N9C2H4,232.98518
Cu1O1N9C2H4,232.98628
Cu2O1N4C3,233.86975
Cu2O2N1C5H2,233.86975
Cu2O1N3C4H2,233.87518
Cu2O4N2C1H4,233.87518
Cu1O9N1C1H1,233.8904
Cu2O1N2C5H4,233.8904
Cu1O3N7C2H1,233.94012
Cu1O4N4C4H3,233.94012
Cu1O7N3C1H5,233.94012
Cu1O2N8C2H3,233.96629
Cu1O3N5C4H5,233.96629
Cu1O3N5C4H5,233.97174
Cu1O1N9C2H5,233.98662
Cu1O1N9C2H5,233.99442
Cu2O1N4C3H1,234.8707
Cu2O2N1C5H3,234.8707
Cu1O10C1,234.8792
Cu2O4N2C1H5,234.8792
Cu1O6N2C4,234.90797
Cu1O3N7C2H2,234.95334
Cu1O4N4C4H4,234.95334
Cu1O2N9C1H2,234.9633
Cu1O3N6C3H4,234.9633
Cu1O2N8C2H4,234.97751
Cu1O1N10C1H4,234.98869
Cu1O1N10C1H4,234.98962
Cu2O2N3C3,235.85394
Cu1O2N9C1H3,235.97301
Cu1O3N6C3H5,235.97301
Cu1O2N8C2H5,235.9852
Cu1O1N10C1H5,235.99289
Cu2O3N1C4H1,236.85181
Cu2O1N5C2H1,236.8743
Cu2O2N2C4H3,236.8743
Cu2O5N1C1H5,236.8743
Cu2O1N4C3H3,236.89006
Cu2O2N1C5H5,236.89006
Cu1O1N7C5,236.94281
Cu1O4N6C2H2,236.94281
Cu1O5N3C4H4,236.94281
Cu1O3N7C2H4,236.96896
Cu1O2N9C1H4,236.97594
Cu1O2N9C1H4,236.98181
Cu2O1N5C2H2,237.8887
Cu2O2N2C4H4,237.8887
Cu1O7N1C4H1,237.90398
Cu1O6N3C3H1,237.91447
Cu1O4N7C1H1,237.93625
Cu1O5N4C3H3,237.93625
Cu1O6N1C5H5,237.93625
Cu1O3N8C1H3,237.9637
Cu1O4N5C3H5,237.9637
Cu2O1N6C1H1,238.87509
Cu2O1N6C1H1,238.87922
Cu2O2N3C3H3,238.87922
Cu2O1N6C1H1,238.88359
Cu2O2N3C3H3,238.88359
Cu2O1N5C2H3,238.88985
Cu2O2N2C4H5,238.88985
Cu2O1N5C2H3,238.89176
Cu2O2N2C4H5,238.89176
Cu2O1N5C2H3,238.89397
Cu2O2N2C4H5,238.89397
Cu1O7N2C3,238.89519
Cu2O1N5C2H3,238.89519
Cu2O2N2C4H5,238.89519
Cu2O1N4C3H5,238.90465
Cu1O7N1C4H2,238.91537
Cu1O1N7C5H2,238.9572
Cu1O4N6C2H4,238.9572
Cu1O1N7C5H2,238.96046
Cu1O4N6C2H4,238.96046
Cu2O2N5C1,239.86711
Cu2O3N2C3H2,239.86711
Cu2O2N4C2H2,239.87996
Cu2O3N1C4H4,239.87996
Cu2O1N6C1H2,239.89111
Cu2O2N3C3H4,239.89111
Cu2O4N1C3H1,240.85112
Cu2O3N3C2H1,240.86324
Cu2O2N5C1H1,240.873
Cu2O3N2C3H3,240.873
Cu2O2N5C1H1,240.87498
Cu2O3N2C3H3,240.87498
Cu2O3N2C3H3,240.87665
Cu2O2N4C2H3,240.87918
Cu2O2N4C2H3,240.88387
Cu2O3N1C4H5,240.88387
Cu1O8N1C3,240.88756
Cu2O2N4C2H3,240.88756
Cu2O3N1C4H5,240.88756
Cu2O1N6C1H3,240.8959
Cu2O2N3C3H5,240.8959
Cu1O6N5C1,240.90872
Cu2O1N5C2H5,240.90872
Cu1O3N5C5,240.93329
Cu1O5N6C1H2,240.93329
Cu1O1N8C4H2,240.95961
Cu1O4N7C1H4,240.95961
Cu1O1N7C5H4,240.97713
Cu1O1N7C5H4,240.97923
Cu2O4N2C2,241.83984
Cu2O3N3C2H2,241.87091
Cu2O2N4C2H4,241.89342
Cu1O6N5C1H1,241.91639
Cu1O6N5C1H1,241.92548
Cu1O7N2C3H3,241.92548
Cu1O1N7C5H5,241.98459
Cu1O1N7C5H5,241.98529
Cu2O3N3C2H3,242.87259
Cu2O3N3C2H3,242.87515
Cu1O8N2C2,242.89291
Cu2O3N2C3H5,242.89291
Cu1O7N4C1,242.90552
Cu1O8N1C3H2,242.90552
Cu1O3N6C4,242.93239
Cu1O6N5C1H2,242.93239
Cu1O7N2C3H4,242.93239
Cu1O3N6C4,242.93431
Cu1O7N2C3H4,242.93431
Cu1O3N6C4,242.935
Cu1O7N2C3H4,242.935
Cu1O2N8C3,242.94049
Cu1O3N5C5H2,242.94049
Cu1O6N4C2H4,242.94049
Cu1O2N8C3,242.94579
Cu1O3N5C5H2,242.94579
Cu1O6N4C2H4,242.94579
Cu1O1N8C4H4,242.97852
Cu1O1N8C4H4,242.98198
Cu2O5N1C2,243.83881
Cu1O8N2C2H1,243.89847
Cu2O2N5C1H4,243.89847
Cu1O8N2C2H1,243.9043
Cu1O1N10C2H1,243.96243
Cu1O2N7C4H3,243.96243
Cu1O5N6C1H5,243.96243
Cu1O1N9C3H3,243.97722
Cu1O2N6C5H5,243.97722
Cu1O1N8C4H5,243.98513
Cu2O5N1C2H1,244.84839
Cu2O4N3C1H1,244.85876
Cu2O2N5C1H5,244.90215
Cu1O5N3C5,244.90813
Cu1O8N2C2H2,244.90813
Cu1O3N7C3,244.93003
Cu1O7N3C2H4,244.93003
Cu1O3N7C3,244.93541
Cu1O4N4C5H2,244.93541
Cu1O7N3C2H4,244.93541
Cu1O2N9C2,244.94404
Cu1O3N6C4H2,244.94404
Cu1O6N5C1H4,244.94404
Cu1O1N9C3H4,244.98068
Cu1O9N1C2H1,245.89058
Cu2O3N4C1H4,245.89058
Cu1O4N5C4H1,245.93068
Cu1O7N4C1H3,245.93068
Cu1O8N1C3H5,245.93068
Cu1O3N7C3H1,245.93941
Cu1O4N4C5H3,245.93941
Cu1O7N3C2H5,245.93941
Cu1O2N9C2H1,245.95456
Cu1O3N6C4H3,245.95456
Cu1O6N5C1H5,245.95456
Cu1O2N8C3H3,245.97043
Cu1O3N5C5H5,245.97043
Cu1O2N7C4H5,245.98352
Cu1O1N9C3H5,245.99289
Cu2O2N2C5H1,246.86372
