Formula,m/z
Cu1O2N4C9H10,269.01004
Cu1O3N3C9H9,269.99292
Cu1O2N5C8H9,270.00214
Cu1O2N5C8H9,270.00562
Cu1O3N5C7H6,270.97694
Cu1O3N4C8H8,270.98825
Cu1O3N4C8H8,270.98929
Cu1O3N3C9H10,271.00195
Cu1O3N3C9H10,271.00351
Cu1O2N5C8H10,271.01095
Cu1O2N5C8H10,271.01329
Cu1O1N5C10H3,271.96115
Cu1O1N5C10H3,271.96365
Cu1O3N5C7H7,271.98386
Cu1O2N4C10H2,272.94742
Cu1O3N5C7H8,272.99254
Cu1O3N5C7H8,272.99344
Cu1O3N4C8H10,273.0025
Cu1O2N4C10H3,273.95364
Cu1O3N5C7H9,274.00097
Cu1O2N4C10H4,274.96291
Cu1O1N5C10H6,274.98401
Cu1O1N5C10H6,274.98484
Cu1O3N5C7H10,275.00825
Cu1O3N3C10H3,275.94527
Cu1O2N4C10H5,275.96909
Cu1O2N4C10H5,275.97195
Cu1O3N3C10H4,276.95309
Cu1O2N5C9H4,276.96429
Cu1O1N5C10H8,277.00039
Cu1O1N5C10H8,277.00218
Cu1O2N5C9H5,277.97482
Cu1O1N5C10H9,278.00815
Cu1O2N5C9H6,278.97963
Cu1O2N4C10H8,278.99176
Cu1O2N4C10H8,278.99585
Cu1O1N5C10H10,279.01491
Cu1O1N5C10H10,279.01614
Cu1O1N5C10H10,279.01838
Cu1O3N4C9H5,279.96686
Cu1O2N5C9H8,280.99529
Cu1O2N5C9H8,280.9975
Cu1O2N5C9H8,280.99866
Cu1O2N4C10H10,281.00895
Cu1O3N3C10H9,281.99289
Cu1O3N5C8H6,282.97706
Cu1O3N5C8H6,282.97864
Cu1O3N4C9H8,282.9868
Cu1O3N4C9H8,282.99113
Cu1O3N3C10H10,282.99948
Cu1O2N5C9H10,283.00979
Cu1O2N5C9H10,283.01332
Cu1O3N4C9H9,283.99567
Cu1O3N5C8H8,284.99257
Cu1O3N4C9H10,285.004
Cu1O3N4C9H10,285.0055
Cu1O3N5C8H9,286.00036
Cu1O2N5C10H2,286.95078
Cu1O3N5C8H10,287.0082
Cu1O3N5C8H10,287.00989
Cu1O2N5C10H3,287.95715
Cu1O2N5C10H3,287.95837
Cu1O2N5C10H4,288.96624
Cu1O3N5C9H1,289.93771
Cu1O3N5C9H2,290.94608
Cu1O3N4C10H4,290.95981
Cu1O2N5C10H6,290.97967
Cu1O2N5C10H6,290.98108
Cu1O2N5C10H6,290.9826
Cu1O2N5C10H7,291.98849
Cu1O3N5C9H4,292.95874
Cu1O2N5C10H8,292.99534
Cu1O2N5C10H8,292.99742
Cu1O3N5C9H6,294.97339
Cu1O3N5C9H6,294.97438
Cu1O3N4C10H8,294.98975
Cu1O2N5C10H10,295.0099
Cu1O2N5C10H10,295.01092
Cu1O2N5C10H10,295.01328
Cu1O3N5C9H8,296.99019
Cu1O3N5C9H8,296.99191
Cu1O3N5C9H8,296.99294
Cu1O3N5C9H10,299.00581
Cu1O3N5C9H10,299.00819
Cu1O3N5C10H3,303.95325
Cu1O3N5C10H6,306.97415
Cu1O3N5C10H8,308.99035
Cu1O3N5C10H8,308.99319
Cu1O3N5C10H8,308.99451
Cu1O3N5C10H10,311.00633
Cu1O3N5C10H10,311.00834
