m/z,Intensity,Formula,Neutral Mass
216.99133,19.6,Cu1O2N3C6H8,216.99127
217.00053,42.0,Cu1O1N5C5H8,217.0025
217.00175,27.4,Cu1O1N5C5H8,217.0025
217.00175,27.4,Cu1O2N2C7H10,217.00386
217.01358,32.1,Cu1O1N4C6H10,217.01509
217.01483,24.4,Cu1O1N4C6H10,217.01509
217.96616,28.0,Cu1O1N1C10H5,217.96673
217.98619,9.5,Cu1O2N4C5H7,217.98651
217.98619,9.5,Cu1O3N1C7H9,217.98787
218.01106,22.3,Cu1O1N5C5H9,218.01033
218.92393,18.4,Cu1O2N2C8,218.92556
218.9481,30.0,Cu1O1N3C8H2,218.94938
218.95839,88.5,Cu1O3N4C4H4,218.95793
218.96971,138.8,Cu1O3N3C5H6,218.97052
218.9729,18.0,Cu1O1N1C10H6,218.97456
218.99703,69.0,Cu1O3N1C7H10,218.9957
219.00693,22.1,Cu1O2N3C6H10,219.00693
219.01674,25.2,Cu1O1N5C5H10,219.01816
219.0182,18.6,Cu1O1N5C5H10,219.01816
219.94653,20.1,Cu1O2N1C9H3,219.94598
219.95798,23.5,Cu1O1N3C8H3,219.95721
219.98721,17.3,Cu1O2N5C4H7,219.98958
219.99002,20.9,Cu1O2N5C4H7,219.98958
219.99002,20.9,Cu1O3N2C6H9,219.99094
219.99101,16.4,Cu1O2N5C4H7,219.98958
219.99101,16.4,Cu1O3N2C6H9,219.99094
220.00174,20.6,Cu1O2N4C5H9,220.00217
220.93751,48.0,Cu1O1N5C6,220.93986
220.97413,242.7,Cu1O3N4C4H6,220.97359
220.97475,54.3,Cu1O3N4C4H6,220.97359
220.98798,23.9,Cu1O1N1C10H8,220.99022
221.00955,790.2,Cu1O2N4C5H10,221.01
221.01071,19.7,Cu1O2N4C5H10,221.01
221.99411,23.5,Cu1O3N3C5H9,221.99401
222.00252,26.4,Cu1O2N5C4H9,222.00524
222.00468,95.2,Cu1O2N5C4H9,222.00524
222.00603,25.2,Cu1O2N5C4H9,222.00524
222.99214,1084.1,Cu1O1N2C9H8,222.99329
222.99281,47.2,Cu1O1N2C9H8,222.99329
223.00003,22.2,Cu1O3N3C5H10,223.00184
223.00179,96.9,Cu1O3N3C5H10,223.00184
223.00247,18.1,Cu1O3N3C5H10,223.00184
223.01043,48.4,Cu1O2N5C4H10,223.01307
223.01292,21.7,Cu1O2N5C4H10,223.01307
223.94977,22.7,Cu1O2N3C7H3,223.95212
223.9837,17.9,Cu1O3N5C3H7,223.98449
223.98497,41.7,Cu1O3N5C3H7,223.98449
223.98714,38.7,Cu1O1N3C8H7,223.98853
223.98767,28.0,Cu1O1N3C8H7,223.98853
223.99527,20.3,Cu1O3N4C4H9,223.99708
223.99989,111.4,Cu1O1N2C9H9,224.00112
224.93327,19.4,Cu1O2N5C5,224.93477
224.96922,22.5,Cu1O1N5C6H4,224.97118
224.97118,22.3,Cu1O1N5C6H4,224.97118
224.97118,22.3,Cu1O2N2C8H6,224.97254
224.99478,34.3,Cu1O1N3C8H8,224.99636
224.99577,21.4,Cu1O1N3C8H8,224.99636
225.00445,4439.4,Cu1O3N4C4H10,225.00491
225.00779,29731.6,Cu1O1N2C9H10,225.00895
225.99779,27.8,Cu1O3N5C3H9,226.00015
225.99968,2588.7,Cu1O3N5C3H9,226.00015
226.00301,1817.2,Cu1O1N3C8H9,226.00419
226.9603,8.6,Cu1O2N4C6H4,226.96302
226.98708,7533.4,Cu1O1N5C6H6,226.98684
226.98708,7533.4,Cu1O2N2C8H8,226.9882
226.99811,33.4,Cu1O1N4C7H8,226.99943
226.99811,33.4,Cu1O2N1C9H10,227.00079
227.00871,24.7,Cu1O3N5C3H10,227.00798
227.01097,8.3,Cu1O1N3C8H10,227.01202
227.01221,157.1,Cu1O1N3C8H10,227.01202
227.01302,22.2,Cu1O1N3C8H10,227.01202
227.0137,21.3,Cu1O1N3C8H10,227.01202
227.98225,204.9,Cu1O2N3C7H7,227.98344
227.98367,21.5,Cu1O2N3C7H7,227.98344
228.94037,20.0,Cu1O3N4C5H2,228.94227
228.94594,626.8,Cu1O1N2C10H2,228.94631
228.95508,20.5,Cu1O3N3C6H4,228.95486
228.96638,277.4,Cu1O2N5C5H4,228.96609
228.96638,277.4,Cu1O3N2C7H6,228.96745
228.97868,17.4,Cu1O2N4C6H6,228.97868
228.97868,17.4,Cu1O3N1C8H8,228.98004
229.0027,3446.3,Cu1O1N5C6H8,229.0025
229.0027,3446.3,Cu1O2N2C8H10,229.00386
229.0033,57.0,Cu1O1N5C6H8,229.0025
229.0033,57.0,Cu1O2N2C8H10,229.00386
229.01469,95.0,Cu1O1N4C7H10,229.01509
229.92793,20.3,Cu1O2N1C10H1,229.93032
229.9617,119.8,Cu1O3N3C6H5,229.96269
229.9718,20.7,Cu1O2N5C5H5,229.97392
229.97484,21.1,Cu1O2N5C5H5,229.97392
229.97484,21.1,Cu1O3N2C7H7,229.97528
229.99795,959.5,Cu1O2N3C7H9,229.9991
230.92319,24.2,Cu1O2N2C9,230.92556
230.92544,330.0,Cu1O2N2C9,230.92556
230.956,117.7,Cu1O3N4C5H4,230.95793
230.97153,17.2,Cu1O3N3C6H6,230.97052
230.98178,27.1,Cu1O2N5C5H6,230.98175
230.98178,27.1,Cu1O3N2C7H8,230.98311
230.99252,16.0,Cu1O2N4C6H8,230.99434
230.99599,20.3,Cu1O2N4C6H8,230.99434
230.99599,20.3,Cu1O3N1C8H10,230.9957
230.9972,46.2,Cu1O3N1C8H10,230.9957
231.00755,22.0,Cu1O2N3C7H10,231.00693
231.00847,29.8,Cu1O2N3C7H10,231.00693
231.01849,58.9,Cu1O1N5C6H10,231.01816
231.98674,18.2,Cu1O2N5C5H7,231.98958
231.99255,21.7,Cu1O3N2C7H9,231.99094
232.95326,21.8,Cu1O1N4C8H2,232.95245
232.95326,21.8,Cu1O2N1C10H4,232.95381
232.9743,61.9,Cu1O3N4C5H6,232.97359
232.98518,18.7,Cu1O3N3C6H8,232.98618
232.98628,18.7,Cu1O3N3C6H8,232.98618
233.00974,34.5,Cu1O2N4C6H10,233.01
233.96629,18.0,Cu1O3N5C4H5,233.96883
233.97174,74.8,Cu1O1N3C9H5,233.97287
233.98662,27.2,Cu1O1N2C10H7,233.98546
233.99442,20.8,Cu1O3N3C6H9,233.99401
234.0046,142.2,Cu1O2N5C5H9,234.00524
234.95334,104.6,Cu1O1N5C7H2,234.95552
234.97751,22.5,Cu1O3N5C4H6,234.97666
234.98869,82.7,Cu1O3N4C5H8,234.98925
234.98962,147.8,Cu1O3N4C5H8,234.98925
234.99215,253.1,Cu1O1N2C10H8,234.99329
234.99451,23.2,Cu1O1N2C10H8,234.99329
235.00055,17.0,Cu1O3N3C6H10,235.00184
235.00134,16.9,Cu1O3N3C6H10,235.00184
235.9852,48.5,Cu1O3N5C4H7,235.98449
235.98811,9.0,Cu1O1N3C9H7,235.98853
236.93736,20.5,Cu1O3N2C8H2,236.93613
236.96896,162.0,Cu1O1N5C7H4,236.97118
236.98181,31.1,Cu1O1N4C8H6,236.98377
237.0044,417.7,Cu1O3N4C5H10,237.00491
237.00781,7273.4,Cu1O1N2C10H10,237.00895
237.00922,18.2,Cu1O1N2C10H10,237.00895
237.99933,22.5,Cu1O3N5C4H9,238.00015
238.00288,319.4,Cu1O1N3C9H9,238.00419
238.96046,20.3,Cu1O2N4C7H4,238.96302
238.98494,48.0,Cu1O1N5C7H6,238.98684
238.98712,1898.4,Cu1O1N5C7H6,238.98684
238.98712,1898.4,Cu1O2N2C9H8,238.9882
238.99693,25.4,Cu1O1N4C8H8,238.99943
238.99828,63.7,Cu1O1N4C8H8,238.99943
238.99828,63.7,Cu1O2N1C10H10,239.00079
239.00252,22.4,Cu1O2N1C10H10,239.00079
239.00865,19.6,Cu1O3N5C4H10,239.00798
240.00438,11.0,Cu1O1N4C8H9,240.00726
240.93329,21.1,Cu1O1N3C10,240.93372
240.97713,25.7,Cu1O2N4C7H6,240.97868
240.97713,25.7,Cu1O3N1C9H8,240.98004
240.97923,109.0,Cu1O2N4C7H6,240.97868
240.97923,109.0,Cu1O3N1C9H8,240.98004
240.9999,31.4,Cu1O1N5C7H8,241.0025
241.00092,11.2,Cu1O1N5C7H8,241.0025
241.00092,11.2,Cu1O2N2C9H10,241.00386
241.00275,21539.7,Cu1O1N5C7H8,241.0025
241.00275,21539.7,Cu1O2N2C9H10,241.00386
241.01216,70.8,Cu1O1N4C8H10,241.01509
241.01299,20.0,Cu1O1N4C8H10,241.01509
241.01449,47.3,Cu1O1N4C8H10,241.01509
241.01538,75.1,Cu1O1N4C8H10,241.01509
241.9769,12.0,Cu1O3N2C8H7,241.97528
241.98459,17.0,Cu1O2N4C7H7,241.98651
241.98529,14.2,Cu1O2N4C7H7,241.98651
241.98529,14.2,Cu1O3N1C9H9,241.98787
241.98897,15.9,Cu1O3N1C9H9,241.98787
241.99798,5221.6,Cu1O2N3C8H9,241.9991
242.00756,389.6,Cu1O1N5C7H9,242.01033
242.93431,541.1,Cu1O1N4C9,242.93679
242.935,32.8,Cu1O1N4C9,242.93679
242.94579,769.0,Cu1O3N5C5H2,242.94534
242.98198,2057.4,Cu1O2N5C6H6,242.98175
242.98198,2057.4,Cu1O3N2C8H8,242.98311
242.99313,132.8,Cu1O2N4C7H8,242.99434
242.99313,132.8,Cu1O3N1C9H10,242.9957
242.99384,19.0,Cu1O2N4C7H8,242.99434
242.99384,19.0,Cu1O3N1C9H10,242.9957
242.99714,66.6,Cu1O3N1C9H10,242.9957
243.007,49.1,Cu1O2N3C8H10,243.00693
243.01837,3363.4,Cu1O1N5C7H10,243.01816
243.97722,458.6,Cu1O3N3C7H7,243.97835
244.93003,384.1,Cu1O2N3C9,244.92863
244.99765,884.8,Cu1O2N5C6H8,244.99741
244.99765,884.8,Cu1O3N2C8H10,244.99877
245.01077,53.3,Cu1O2N4C7H10,245.01
245.97043,15.4,Cu1O1N3C10H5,245.97287
245.97043,15.4,Cu1O3N5C5H5,245.96883
245.99289,123.3,Cu1O3N3C7H9,245.99401
246.95599,21.3,Cu1O1N5C8H2,246.95552
246.95599,21.3,Cu1O2N2C10H4,246.95688
246.96804,646.2,Cu1O1N4C9H4,246.96811
246.97701,28.9,Cu1O3N5C5H6,246.97666
246.98977,213.9,Cu1O3N4C6H8,246.98925
247.00116,18.5,Cu1O3N3C7H10,247.00184
247.00374,12.1,Cu1O3N3C7H10,247.00184
247.0103,92.5,Cu1O2N5C6H10,247.01307
247.98503,85.3,Cu1O3N5C5H7,247.98449
247.9873,14.7,Cu1O1N3C10H7,247.98853
248.96897,170.6,Cu1O1N5C8H4,248.97118
248.98177,36.5,Cu1O1N4C9H6,248.98377
248.98323,20.3,Cu1O1N4C9H6,248.98377
249.00429,9.7,Cu1O3N4C6H10,249.00491
249.00543,126.5,Cu1O3N4C6H10,249.00491
249.99724,27.1,Cu1O3N5C5H9,250.00015
249.99932,52.6,Cu1O3N5C5H9,250.00015
250.00093,25.3,Cu1O3N5C5H9,250.00015
250.00316,190.0,Cu1O1N3C10H9,250.00419
250.92787,16.2,Cu1O3N4C7,250.92661
250.93913,21.5,Cu1O3N3C8H2,250.9392
250.94778,15.3,Cu1O2N5C7H2,250.95043
250.98477,587.0,Cu1O1N5C8H6,250.98684
250.98708,834.3,Cu1O1N5C8H6,250.98684
250.98708,834.3,Cu1O2N2C10H8,250.9882
251.00604,18.1,Cu1O3N5C5H10,251.00798
251.00737,22.7,Cu1O3N5C5H10,251.00798
251.93439,26.1,Cu1O3N4C7H1,251.93444
251.95816,20.2,Cu1O2N5C7H3,251.95826
251.95816,20.2,Cu1O3N2C9H5,251.95962
251.98259,57.0,Cu1O2N3C9H7,251.98344
251.99481,26.1,Cu1O1N5C8H7,251.99467
251.99481,26.1,Cu1O2N2C10H9,251.99603
252.96394,68.7,Cu1O2N5C7H4,252.96609
252.96788,30.6,Cu1O2N5C7H4,252.96609
252.96788,30.6,Cu1O3N2C9H6,252.96745
252.97888,60.1,Cu1O2N4C8H6,252.97868
252.97888,60.1,Cu1O3N1C10H8,252.98004
252.99944,1245.6,Cu1O1N5C8H8,253.0025
253.00072,36.8,Cu1O1N5C8H8,253.0025
253.00281,5714.6,Cu1O1N5C8H8,253.0025
253.00281,5714.6,Cu1O2N2C10H10,253.00386
253.01239,46.4,Cu1O1N4C9H10,253.01509
253.01393,39.6,Cu1O1N4C9H10,253.01509
253.96028,26.4,Cu1O3N3C8H5,253.96269
253.99809,405.9,Cu1O2N3C9H9,253.9991
254.00759,145.6,Cu1O1N5C8H9,254.01033
254.97066,20.7,Cu1O3N3C8H6,254.97052
254.98201,646.4,Cu1O2N5C7H6,254.98175
254.98201,646.4,Cu1O3N2C9H8,254.98311
254.993,22.6,Cu1O2N4C8H8,254.99434
254.993,22.6,Cu1O3N1C10H10,254.9957
255.008,25.9,Cu1O2N3C9H10,255.00693
255.01513,141.7,Cu1O1N5C8H10,255.01816
255.01648,19.5,Cu1O1N5C8H10,255.01816
255.01844,14562.2,Cu1O1N5C8H10,255.01816
255.97718,540.8,Cu1O3N3C8H7,255.97835
255.9904,29.6,Cu1O2N5C7H7,255.98958
255.9904,29.6,Cu1O3N2C9H9,255.99094
256.93829,18.2,Cu1O1N5C9,256.93986
256.97151,49.2,Cu1O3N4C7H6,256.97359
256.99758,4114.4,Cu1O2N5C7H8,256.99741
256.99758,4114.4,Cu1O3N2C9H10,256.99877
257.00934,65.9,Cu1O2N4C8H10,257.01
257.01163,37.6,Cu1O2N4C8H10,257.01
257.9592,29.1,Cu1O1N4C10H3,257.96028
257.99285,9303.4,Cu1O3N3C8H9,257.99401
258.00261,28.0,Cu1O2N5C7H9,258.00524
258.00464,25.5,Cu1O2N5C7H9,258.00524
258.9668,24.3,Cu1O1N4C10H4,258.96811
258.97695,101.4,Cu1O3N5C6H6,258.97666
258.98776,29.1,Cu1O3N4C7H8,258.98925
258.99032,35.0,Cu1O3N4C7H8,258.98925
259.00293,17.4,Cu1O3N3C8H10,259.00184
259.01324,4128.4,Cu1O2N5C7H10,259.01307
259.92767,17.3,Cu1O3N2C10H1,259.9283
259.96289,19.2,Cu1O1N5C9H3,259.96335
259.99716,31.5,Cu1O3N4C7H9,259.99708
260.96878,19.4,Cu1O1N5C9H4,260.97118
260.98067,608.9,Cu1O1N4C10H6,260.98377
260.98273,9.6,Cu1O1N4C10H6,260.98377
260.98387,164.4,Cu1O1N4C10H6,260.98377
260.98996,18.7,Cu1O3N5C6H8,260.99232
260.99235,49.3,Cu1O3N5C6H8,260.99232
261.00549,232.6,Cu1O3N4C7H10,261.00491
261.94028,22.5,Cu1O2N5C8H1,261.9426
261.95465,15.4,Cu1O2N4C9H3,261.95519
261.96985,27.4,Cu1O2N3C10H5,261.96778
261.97672,22.2,Cu1O1N5C9H5,261.97901
261.99118,19.5,Cu1O1N4C10H7,261.9916
262.95041,16.6,Cu1O2N5C8H2,262.95043
262.95041,16.6,Cu1O3N2C10H4,262.95179
262.98462,794.3,Cu1O1N5C9H6,262.98684
262.98621,22.2,Cu1O1N5C9H6,262.98684
262.98737,18.4,Cu1O1N5C9H6,262.98684
262.99847,17.0,Cu1O1N4C10H8,262.99943
263.00821,21.3,Cu1O3N5C6H10,263.00798
263.93198,19.5,Cu1O3N4C8H1,263.93444
263.98233,23.2,Cu1O2N3C10H7,263.98344
264.95398,9.9,Cu1O3N3C9H4,264.95486
264.9641,129.2,Cu1O2N5C8H4,264.96609
264.98884,5654.7,Cu1O2N3C10H8,264.99127
265.00038,1286.2,Cu1O1N5C9H8,265.0025
265.00271,1967.7,Cu1O1N5C9H8,265.0025
265.00363,24.3,Cu1O1N5C9H8,265.0025
265.01266,12.4,Cu1O1N4C10H10,265.01509
265.96332,23.8,Cu1O3N3C9H5,265.96269
265.98584,23.5,Cu1O2N4C9H7,265.98651
265.99701,9.2,Cu1O2N3C10H9,265.9991
265.99801,534.4,Cu1O2N3C10H9,265.9991
266.00845,9.8,Cu1O1N5C9H9,266.01033
266.97967,786.7,Cu1O2N5C8H6,266.98175
266.98197,112.7,Cu1O2N5C8H6,266.98175
266.98197,112.7,Cu1O3N2C10H8,266.98311
266.98438,34.2,Cu1O3N2C10H8,266.98311
266.99319,23.5,Cu1O2N4C9H8,266.99434
267.01498,474.2,Cu1O1N5C9H10,267.01816
267.01634,66.8,Cu1O1N5C9H10,267.01816
267.0184,16724.3,Cu1O1N5C9H10,267.01816
268.00323,24.0,Cu1O2N4C9H9,268.00217
268.93692,23.9,Cu1O1N5C10,268.93986
268.93939,21.7,Cu1O1N5C10,268.93986
268.94183,21.2,Cu1O1N5C10,268.93986
268.96252,20.4,Cu1O3N5C7H4,268.961
268.99768,3465.1,Cu1O2N5C8H8,268.99741
268.99768,3465.1,Cu1O3N2C10H10,268.99877
269.00769,29.9,Cu1O2N4C9H10,269.01
269.00886,116.2,Cu1O2N4C9H10,269.01
269.01004,25.0,Cu1O2N4C9H10,269.01
269.99292,1113.4,Cu1O3N3C9H9,269.99401
270.00214,9.4,Cu1O2N5C8H9,270.00524
270.00562,28.0,Cu1O2N5C8H9,270.00524
270.97694,69.2,Cu1O3N5C7H6,270.97666
270.98825,21.4,Cu1O3N4C8H8,270.98925
270.98929,32.3,Cu1O3N4C8H8,270.98925
271.00195,23.4,Cu1O3N3C9H10,271.00184
271.00351,20.6,Cu1O3N3C9H10,271.00184
271.01095,1723.1,Cu1O2N5C8H10,271.01307
271.01329,6315.2,Cu1O2N5C8H10,271.01307
271.96115,26.4,Cu1O1N5C10H3,271.96335
271.96365,32.2,Cu1O1N5C10H3,271.96335
271.98386,18.4,Cu1O3N5C7H7,271.98449
272.94742,9.7,Cu1O2N4C10H2,272.94736
272.99254,1076.9,Cu1O3N5C7H8,272.99232
272.99344,17.9,Cu1O3N5C7H8,272.99232
273.0025,24.7,Cu1O3N4C8H10,273.00491
273.95364,18.9,Cu1O2N4C10H3,273.95519
274.00097,86.4,Cu1O3N5C7H9,274.00015
274.96291,286.0,Cu1O2N4C10H4,274.96302
274.98401,29.8,Cu1O1N5C10H6,274.98684
274.98484,174.4,Cu1O1N5C10H6,274.98684
275.00825,508.7,Cu1O3N5C7H10,275.00798
275.94527,27.5,Cu1O3N3C10H3,275.94703
275.96909,23.2,Cu1O2N4C10H5,275.97085
275.97195,23.0,Cu1O2N4C10H5,275.97085
276.95309,30.5,Cu1O3N3C10H4,276.95486
276.96429,29.6,Cu1O2N5C9H4,276.96609
277.00039,761.5,Cu1O1N5C10H8,277.0025
277.00218,71.5,Cu1O1N5C10H8,277.0025
277.97482,25.0,Cu1O2N5C9H5,277.97392
278.00815,21.2,Cu1O1N5C10H9,278.01033
278.97963,226.5,Cu1O2N5C9H6,278.98175
278.99176,20.9,Cu1O2N4C10H8,278.99434
278.99585,24.6,Cu1O2N4C10H8,278.99434
279.01491,73.1,Cu1O1N5C10H10,279.01816
279.01614,766.3,Cu1O1N5C10H10,279.01816
279.01838,3576.2,Cu1O1N5C10H10,279.01816
279.96686,22.6,Cu1O3N4C9H5,279.96576
280.99529,11289.6,Cu1O2N5C9H8,280.99741
280.9975,585.0,Cu1O2N5C9H8,280.99741
280.99866,52.8,Cu1O2N5C9H8,280.99741
281.00895,82.3,Cu1O2N4C10H10,281.01
281.99289,2091.6,Cu1O3N3C10H9,281.99401
282.97706,66.8,Cu1O3N5C8H6,282.97666
282.97864,30.8,Cu1O3N5C8H6,282.97666
282.9868,41.8,Cu1O3N4C9H8,282.98925
282.99113,102.8,Cu1O3N4C9H8,282.98925
282.99948,21.6,Cu1O3N3C10H10,283.00184
283.00979,128.1,Cu1O2N5C9H10,283.01307
283.01332,10406.3,Cu1O2N5C9H10,283.01307
283.99567,17.3,Cu1O3N4C9H9,283.99708
284.99257,1320.5,Cu1O3N5C8H8,284.99232
285.004,211.9,Cu1O3N4C9H10,285.00491
285.0055,64.1,Cu1O3N4C9H10,285.00491
286.00036,39.6,Cu1O3N5C8H9,286.00015
286.95078,28.6,Cu1O2N5C10H2,286.95043
287.0082,2083.0,Cu1O3N5C8H10,287.00798
287.00989,22.5,Cu1O3N5C8H10,287.00798
287.95715,21.6,Cu1O2N5C10H3,287.95826
287.95837,8.9,Cu1O2N5C10H3,287.95826
288.96624,43.8,Cu1O2N5C10H4,288.96609
289.93771,63.5,Cu1O3N5C9H1,289.93751
290.94608,23.3,Cu1O3N5C9H2,290.94534
290.95981,16.4,Cu1O3N4C10H4,290.95793
290.97967,192.3,Cu1O2N5C10H6,290.98175
290.98108,17.1,Cu1O2N5C10H6,290.98175
290.9826,21.1,Cu1O2N5C10H6,290.98175
291.98849,21.3,Cu1O2N5C10H7,291.98958
292.95874,30.9,Cu1O3N5C9H4,292.961
292.99534,2601.3,Cu1O2N5C10H8,292.99741
292.99742,44.3,Cu1O2N5C10H8,292.99741
294.97339,15.4,Cu1O3N5C9H6,294.97666
294.97438,125.5,Cu1O3N5C9H6,294.97666
294.98975,21.9,Cu1O3N4C10H8,294.98925
295.0099,58.0,Cu1O2N5C10H10,295.01307
295.01092,633.6,Cu1O2N5C10H10,295.01307
295.01328,2091.6,Cu1O2N5C10H10,295.01307
296.99019,46.9,Cu1O3N5C9H8,296.99232
296.99191,145.1,Cu1O3N5C9H8,296.99232
296.99294,75.2,Cu1O3N5C9H8,296.99232
299.00581,408.5,Cu1O3N5C9H10,299.00798
299.00819,2591.2,Cu1O3N5C9H10,299.00798
303.95325,24.6,Cu1O3N5C10H3,303.95317
306.97415,26.9,Cu1O3N5C10H6,306.97666
308.99035,459.0,Cu1O3N5C10H8,308.99232
308.99319,19.3,Cu1O3N5C10H8,308.99232
308.99451,27.8,Cu1O3N5C10H8,308.99232
311.00633,189.4,Cu1O3N5C10H10,311.00798
311.00834,834.9,Cu1O3N5C10H10,311.00798
