m/z,Intensity,Formula,Neutral Mass
265.91589,27.0,Cu1O10N1C2H5,265.92092
265.96332,23.8,Cu1O1N9C5H1,265.95997
265.96332,23.8,Cu1O3N10C1H3,265.96852
266.83255,20.8,Cu2O7N2H1,266.83754
266.86554,20.1,Cu1O12C1,266.86852
266.86554,20.1,Cu2O3N4C3H1,266.86404
266.86554,20.1,Cu2O4N1C5H3,266.8654
266.86554,20.1,Cu2O6N3H3,266.86136
266.87454,20.0,Cu1O11N2,266.87975
266.87454,20.0,Cu2O2N6C2H1,266.87527
266.87454,20.0,Cu2O3N3C4H3,266.87663
266.87454,20.0,Cu2O6N2C1H5,266.87395
266.90991,8.6,Cu1O7N4C3,266.90625
266.90991,8.6,Cu1O8N1C5H2,266.90761
266.90991,8.6,Cu1O10N2C1H4,266.91616
266.90991,8.6,Cu2O1N6C3H5,266.91168
266.91519,26.0,Cu1O6N6C2,266.91748
266.91519,26.0,Cu1O7N3C4H2,266.91884
266.91519,26.0,Cu1O10N2C1H4,266.91616
266.91519,26.0,Cu2O1N6C3H5,266.91168
266.91687,8.6,Cu1O6N6C2,266.91748
266.91687,8.6,Cu1O7N3C4H2,266.91884
266.91687,8.6,Cu1O10N2C1H4,266.91616
266.93462,43.2,Cu1O4N10,266.93994
266.93462,43.2,Cu1O7N2C5H4,266.93143
266.96033,21.3,Cu1O4N8C2H4,266.96512
266.96301,11.1,Cu1O1N9C5H2,266.9678
266.96301,11.1,Cu1O4N8C2H4,266.96512
266.97967,786.7,Cu1O3N10C1H4,266.97635
267.83804,11.1,Cu2O5N1C4,267.83682
267.86942,19.2,Cu2O2N7C1,267.87051
267.86942,19.2,Cu2O3N4C3H2,267.87187
267.86942,19.2,Cu2O4N1C5H4,267.87323
267.86942,19.2,Cu2O6N3H4,267.86919
267.91528,22.8,Cu1O7N4C3H1,267.91408
267.91528,22.8,Cu1O8N1C5H3,267.91544
267.91528,22.8,Cu1O10N3H3,267.9114
267.9617,27.0,Cu1O1N10C4H1,267.96304
267.9617,27.0,Cu1O4N9C1H3,267.96036
267.9617,27.0,Cu1O5N6C3H5,267.96172
267.96851,19.0,Cu1O4N8C2H5,267.97295
267.98513,67.1,Cu1O3N10C1H5,267.98418
268.85141,21.5,Cu2O4N3C3H1,268.85588
268.85141,21.5,Cu2O7N2H3,268.8532
268.86044,24.3,Cu2O7N1C1H5,268.86579
268.91718,17.1,Cu1O6N7C1,268.92055
268.91718,17.1,Cu1O7N4C3H2,268.92191
268.91718,17.1,Cu1O8N1C5H4,268.92327
268.91718,17.1,Cu1O10N3H4,268.91923
268.91718,17.1,Cu2O1N7C2H5,268.91475
268.93307,22.4,Cu1O3N7C5,268.93582
268.93307,22.4,Cu1O5N9,268.93178
268.93307,22.4,Cu1O6N6C2H2,268.93314
268.93307,22.4,Cu1O7N3C4H4,268.9345
268.93692,23.9,Cu1O3N7C5,268.93582
268.93692,23.9,Cu1O6N6C2H2,268.93314
268.93692,23.9,Cu1O7N3C4H4,268.9345
268.93939,21.7,Cu1O3N7C5,268.93582
268.93939,21.7,Cu1O5N8C1H2,268.94437
268.93939,21.7,Cu1O6N5C3H4,268.94573
268.94183,21.2,Cu1O2N9C4,268.94705
268.94183,21.2,Cu1O5N8C1H2,268.94437
268.94183,21.2,Cu1O6N5C3H4,268.94573
268.96252,20.4,Cu1O2N8C5H2,268.95964
268.96252,20.4,Cu1O4N9C1H4,268.96819
268.97012,10.9,Cu1O1N10C4H2,268.97087
268.97012,10.9,Cu1O4N9C1H4,268.96819
269.81427,20.6,Cu2O9,269.81339
269.83234,9.6,Cu2O8N1H2,269.83721
269.91205,21.1,Cu1O7N5C2H1,269.91715
269.91205,21.1,Cu1O8N2C4H3,269.91851
269.91205,21.1,Cu1O11N1C1H5,269.91583
269.91205,21.1,Cu2O1N8C1H4,269.90999
269.93121,18.9,Cu1O6N7C1H1,269.92838
269.93121,18.9,Cu1O7N4C3H3,269.92974
269.93121,18.9,Cu1O8N1C5H5,269.9311
269.93121,18.9,Cu1O10N3H5,269.92706
269.94263,10.6,Cu1O3N7C5H1,269.94365
269.94263,10.6,Cu1O5N9H1,269.93961
269.94263,10.6,Cu1O6N6C2H3,269.94097
269.94263,10.6,Cu1O7N3C4H5,269.94233
269.98947,19.2,Cu1O1N9C5H5,269.99129
269.99292,1113.4,Cu1O1N9C5H5,269.99129
270.8219,8.7,Cu2O9H1,270.82122
270.85114,1350.9,Cu2O5N2C3H1,270.84772
270.85333,25.3,Cu2O4N4C2H1,270.85895
270.86527,38.6,Cu1O13,270.86343
270.86527,38.6,Cu2O3N6C1H1,270.87018
270.86527,38.6,Cu2O4N3C3H3,270.87154
270.86527,38.6,Cu2O7N2H5,270.86886
270.93466,21.0,Cu1O3N8C4,270.93889
270.93466,21.0,Cu1O6N7C1H2,270.93621
270.93466,21.0,Cu1O7N4C3H4,270.93757
270.94553,23.2,Cu1O2N10C3,270.95012
270.94553,23.2,Cu1O3N7C5H2,270.95148
270.94553,23.2,Cu1O5N9H2,270.94744
270.94553,23.2,Cu1O6N6C2H4,270.9488
270.97694,69.2,Cu1O2N8C5H4,270.9753
270.98825,21.4,Cu1O1N10C4H4,270.98653
270.98929,32.3,Cu1O1N10C4H4,270.98653
271.86298,16.9,Cu2O1N5C5,271.86946
271.86298,16.9,Cu2O3N7,271.86542
271.86298,16.9,Cu2O4N4C2H2,271.86678
271.86298,16.9,Cu2O5N1C4H4,271.86814
271.86642,19.8,Cu1O13H1,271.87126
271.86642,19.8,Cu2O1N5C5,271.86946
271.86642,19.8,Cu2O3N7,271.86542
271.86642,19.8,Cu2O4N4C2H2,271.86678
271.86642,19.8,Cu2O5N1C4H4,271.86814
271.87704,19.8,Cu2O3N6C1H2,271.87801
271.87704,19.8,Cu2O4N3C3H4,271.87937
271.89523,9.6,Cu1O9N2C3H1,271.89776
271.89523,9.6,Cu1O12N1H3,271.89508
271.92056,27.0,Cu1O7N6C1H1,271.92022
271.92056,27.0,Cu1O8N3C3H3,271.92158
271.92056,27.0,Cu1O11N2H5,271.9189
271.96115,26.4,Cu1O2N10C3H1,271.95795
271.96115,26.4,Cu1O3N7C5H3,271.95931
271.96365,32.2,Cu1O3N7C5H3,271.95931
271.96365,32.2,Cu1O5N8C1H5,271.96786
271.97345,16.7,Cu1O2N9C4H3,271.97054
271.97345,16.7,Cu1O4N10H5,271.97909
271.98386,18.4,Cu1O2N8C5H5,271.98313
271.98907,27.0,Cu1O1N10C4H5,271.99436
272.83911,21.6,Cu2O6N1C3H1,272.83956
272.83911,21.6,Cu2O9H3,272.83688
272.84805,332.3,Cu2O5N3C2H1,272.85079
272.93942,24.2,Cu1O3N9C3,272.94196
272.93942,24.2,Cu1O4N6C5H2,272.94332
272.93942,24.2,Cu1O6N8H2,272.93928
272.93942,24.2,Cu1O7N5C2H4,272.94064
272.94403,20.1,Cu1O3N9C3,272.94196
272.94403,20.1,Cu1O4N6C5H2,272.94332
272.94403,20.1,Cu1O7N5C2H4,272.94064
272.94742,9.7,Cu1O4N6C5H2,272.94332
272.94742,9.7,Cu1O6N7C1H4,272.95187
272.96694,45.1,Cu1O2N10C3H2,272.96578
272.96694,45.1,Cu1O3N7C5H4,272.96714
272.96694,45.1,Cu1O5N9H4,272.9631
272.97565,19.7,Cu1O2N9C4H4,272.97837
272.9801,20.9,Cu1O2N9C4H4,272.97837
273.85892,18.9,Cu2O2N4C5,273.8613
273.85892,18.9,Cu2O4N6,273.85726
273.85892,18.9,Cu2O5N3C2H2,273.85862
273.89023,8.8,Cu1O10N1C3H1,273.8896
273.89023,8.8,Cu1O13H3,273.88692
273.89023,8.8,Cu2O3N6C1H4,273.89367
273.90771,20.7,Cu1O8N5C1H1,273.91206
273.90771,20.7,Cu1O9N2C3H3,273.91342
273.90771,20.7,Cu1O12N1H5,273.91074
273.90771,20.7,Cu2O2N8H4,273.9049
273.94888,8.0,Cu1O3N9C3H1,273.94979
273.94888,8.0,Cu1O4N6C5H3,273.95115
273.94888,8.0,Cu1O6N8H3,273.94711
273.94888,8.0,Cu1O7N5C2H5,273.94847
273.95078,30.2,Cu1O3N9C3H1,273.94979
273.95078,30.2,Cu1O4N6C5H3,273.95115
273.95078,30.2,Cu1O6N8H3,273.94711
273.95078,30.2,Cu1O7N5C2H5,273.94847
273.95364,18.9,Cu1O3N9C3H1,273.94979
273.95364,18.9,Cu1O4N6C5H3,273.95115
273.95364,18.9,Cu1O6N7C1H5,273.9597
273.96078,20.0,Cu1O3N8C4H3,273.96238
273.96078,20.0,Cu1O6N7C1H5,273.9597
273.98233,8.3,Cu1O2N9C4H5,273.9862
273.98783,8188.8,Cu1O2N9C4H5,273.9862
274.847,197.4,Cu2O6N2C2H1,274.84263
274.847,197.4,Cu2O9H5,274.85254
274.86839,2015.0,Cu2O2N4C5H1,274.86913
274.86839,2015.0,Cu2O4N6H1,274.86509
274.86839,2015.0,Cu2O5N3C2H3,274.86645
274.89066,9.5,Cu1O9N4C1,274.89607
274.89066,9.5,Cu1O13H4,274.89475
274.89066,9.5,Cu2O1N5C5H3,274.89295
274.89066,9.5,Cu2O3N7H3,274.88891
274.89066,9.5,Cu2O4N4C2H5,274.89027
274.91483,11.1,Cu1O6N4C5,274.91134
274.91483,11.1,Cu1O8N5C1H2,274.91989
274.91483,11.1,Cu1O9N2C3H4,274.92125
274.91483,11.1,Cu2O2N8H5,274.91273
274.96291,286.0,Cu1O4N6C5H4,274.95898
274.98117,8.0,Cu1O2N10C3H4,274.98144
274.98401,29.8,Cu1O2N10C3H4,274.98144
274.98484,174.4,Cu1O2N10C3H4,274.98144
275.91318,24.6,Cu1O6N4C5H1,275.91917
275.91318,24.6,Cu1O8N6H1,275.91513
275.91318,24.6,Cu1O9N3C2H3,275.91649
275.92178,45.1,Cu1O6N4C5H1,275.91917
275.92178,45.1,Cu1O8N5C1H3,275.92772
275.94527,27.5,Cu1O4N8C3H1,275.94163
275.94527,27.5,Cu1O5N5C5H3,275.94299
275.94527,27.5,Cu1O7N6C1H5,275.95154
275.9498,14.7,Cu1O3N10C2H1,275.95286
275.9498,14.7,Cu1O4N7C4H3,275.95422
275.9498,14.7,Cu1O7N6C1H5,275.95154
275.96909,23.2,Cu1O3N9C3H3,275.96545
275.96909,23.2,Cu1O4N6C5H5,275.96681
275.97195,23.0,Cu1O3N8C4H5,275.97804
275.97998,22.0,Cu1O3N8C4H5,275.97804
275.98196,24.6,Cu1O3N8C4H5,275.97804
275.98343,9.3,Cu1O2N10C3H5,275.98927
276.84765,2345.8,Cu2O6N3C1H1,276.8457
276.86548,81.9,Cu2O5N4C1H3,276.86952
276.86548,81.9,Cu2O6N1C3H5,276.87088
276.93427,9.5,Cu1O4N9C2,276.93687
276.93427,9.5,Cu1O5N6C4H2,276.93823
276.93427,9.5,Cu1O8N5C1H4,276.93555
276.95309,30.5,Cu1O4N8C3H2,276.94946
276.95309,30.5,Cu1O5N5C5H4,276.95082
276.96429,29.6,Cu1O3N10C2H2,276.96069
276.96429,29.6,Cu1O4N7C4H4,276.96205
276.97275,18.6,Cu1O3N9C3H4,276.97328
276.974,17.4,Cu1O3N9C3H4,276.97328
277.88309,16.7,Cu1O11N1C2H1,277.88451
277.88309,16.7,Cu2O1N8C2,277.87867
277.88309,16.7,Cu2O2N5C4H2,277.88003
277.88309,16.7,Cu2O4N6H4,277.88858
277.97482,25.0,Cu1O3N9C3H5,277.98111
278.84341,25.4,Cu2O6N4H1,278.84877
278.84521,20.7,Cu2O6N4H1,278.84877
278.84521,20.7,Cu2O7N1C2H3,278.85013
278.87119,26.4,Cu2O2N6C3H1,278.87527
278.87119,26.4,Cu2O3N3C5H3,278.87663
278.87119,26.4,Cu2O5N5H3,278.87259
278.87119,26.4,Cu2O6N2C2H5,278.87395
278.87961,18.8,Cu1O11N2C1,278.87975
278.87961,18.8,Cu2O2N6C3H1,278.87527
278.87961,18.8,Cu2O3N3C5H3,278.87663
278.87961,18.8,Cu2O5N4C1H5,278.88518
278.89014,22.3,Cu1O8N2C5,278.89502
278.89014,22.3,Cu1O10N4,278.89098
278.89014,22.3,Cu1O11N1C2H2,278.89234
278.89014,22.3,Cu2O1N8C2H1,278.8865
278.89014,22.3,Cu2O2N5C4H3,278.88786
278.89014,22.3,Cu2O4N6H5,278.89641
278.91507,19.3,Cu1O6N6C3,278.91748
278.91507,19.3,Cu1O7N3C5H2,278.91884
278.91507,19.3,Cu1O9N5H2,278.9148
278.91507,19.3,Cu1O10N2C2H4,278.91616
278.91507,19.3,Cu2O1N6C4H5,278.91168
278.92136,22.4,Cu1O6N6C3,278.91748
278.92136,22.4,Cu1O7N3C5H2,278.91884
278.92136,22.4,Cu1O9N4C1H4,278.92739
278.95291,15.7,Cu1O1N10C5,278.95521
278.95291,15.7,Cu1O4N9C2H2,278.95253
278.95291,15.7,Cu1O5N6C4H4,278.95389
278.96271,22.8,Cu1O4N8C3H4,278.96512
278.97963,226.5,Cu1O3N10C2H4,278.97635
279.89304,23.0,Cu1O10N4H1,279.89881
279.89304,23.0,Cu2O1N8C2H2,279.89433
279.89304,23.0,Cu2O2N5C4H4,279.89569
279.96686,22.6,Cu1O1N10C5H1,279.96304
279.96686,22.6,Cu1O4N8C3H5,279.97295
279.97122,17.6,Cu1O4N8C3H5,279.97295
279.97233,46.1,Cu1O4N8C3H5,279.97295
279.97482,19.7,Cu1O4N8C3H5,279.97295
280.84979,8.8,Cu2O4N3C4H1,280.85588
280.84979,8.8,Cu2O7N2C1H3,280.8532
280.85123,29.0,Cu2O4N3C4H1,280.85588
280.85123,29.0,Cu2O7N2C1H3,280.8532
280.94412,24.7,Cu1O2N9C5,280.94705
280.94412,24.7,Cu1O5N8C2H2,280.94437
280.94412,24.7,Cu1O6N5C4H4,280.94573
280.94736,15.1,Cu1O2N9C5,280.94705
280.94736,15.1,Cu1O5N8C2H2,280.94437
280.94736,15.1,Cu1O6N5C4H4,280.94573
281.81842,26.1,Cu2O8N2,281.82462
281.92487,25.0,Cu1O6N7C2H1,281.92838
281.92487,25.0,Cu1O7N4C4H3,281.92974
281.92487,25.0,Cu1O10N3C1H5,281.92706
281.92722,17.9,Cu1O6N7C2H1,281.92838
281.92722,17.9,Cu1O7N4C4H3,281.92974
281.92722,17.9,Cu1O10N3C1H5,281.92706
282.819,472.4,Cu2O9C1H1,282.82122
282.92245,23.2,Cu1O6N8C1,282.92362
282.92245,23.2,Cu1O7N5C3H2,282.92498
282.92245,23.2,Cu1O8N2C5H4,282.92634
282.92245,23.2,Cu1O10N4H4,282.9223
282.97058,27.5,Cu1O4N10C1H4,282.97126
282.9868,41.8,Cu1O1N10C5H4,282.98653
283.81271,19.6,Cu2O9N1,283.81646
283.94916,26.2,Cu1O3N8C5H1,283.94672
283.94916,26.2,Cu1O5N9C1H3,283.95527
283.94916,26.2,Cu1O7N4C4H5,283.9454
283.95804,25.9,Cu1O2N10C4H1,283.95795
283.95804,25.9,Cu1O5N9C1H3,283.95527
283.95804,25.9,Cu1O6N6C3H5,283.95663
283.97253,25.0,Cu1O2N9C5H3,283.97054
283.97253,25.0,Cu1O4N10C1H5,283.97909
283.99567,17.3,Cu1O1N10C5H5,283.99436
284.89712,124.3,Cu1O9N3C3,284.893
284.89712,124.3,Cu1O12N1C1H4,284.90291
284.89712,124.3,Cu2O2N8C1H3,284.89707
284.89712,124.3,Cu2O3N5C3H5,284.89843
284.89941,21.4,Cu1O8N5C2,284.90423
284.89941,21.4,Cu1O9N2C4H2,284.90559
284.89941,21.4,Cu1O12N1C1H4,284.90291
284.89941,21.4,Cu2O2N8C1H3,284.89707
284.89941,21.4,Cu2O3N5C3H5,284.89843
284.95346,33.2,Cu1O3N8C5H2,284.95455
284.95346,33.2,Cu1O5N10H2,284.95051
284.95346,33.2,Cu1O6N7C2H4,284.95187
284.95813,23.5,Cu1O3N8C5H2,284.95455
284.95813,23.5,Cu1O5N9C1H4,284.9631
284.97516,9.4,Cu1O2N9C5H4,284.97837
285.92654,9.6,Cu1O7N7C1H1,285.92329
285.92654,9.6,Cu1O8N4C3H3,285.92465
285.92654,9.6,Cu1O9N1C5H5,285.92601
285.92654,9.6,Cu1O11N3H5,285.92197
285.93024,42.6,Cu1O6N9H1,285.93452
285.93024,42.6,Cu1O7N6C2H3,285.93588
285.93024,42.6,Cu1O9N1C5H5,285.92601
285.94778,22.6,Cu1O3N9C4H1,285.94979
285.94778,22.6,Cu1O6N8C1H3,285.94711
285.94778,22.6,Cu1O7N5C3H5,285.94847
285.96836,42.7,Cu1O2N10C4H3,285.97361
285.96836,42.7,Cu1O5N9C1H5,285.97093
285.9693,10.5,Cu1O2N10C4H3,285.97361
285.9693,10.5,Cu1O5N9C1H5,285.97093
285.98779,560.1,Cu1O2N9C5H5,285.9862
285.98883,20.4,Cu1O2N9C5H5,285.9862
286.86575,10.2,Cu2O4N6C1H1,286.86509
286.86575,10.2,Cu2O5N3C3H3,286.86645
286.86575,10.2,Cu2O8N2H5,286.86377
286.95078,28.6,Cu1O4N7C5H2,286.94639
286.95078,28.6,Cu1O6N8C1H4,286.95494
286.97082,1041.9,Cu1O3N8C5H4,286.97021
286.97082,1041.9,Cu1O5N10H4,286.96617
286.97556,17.8,Cu1O2N10C4H4,286.98144
286.98126,11.4,Cu1O2N10C4H4,286.98144
286.98451,73.1,Cu1O2N10C4H4,286.98144
287.9054,22.8,Cu1O9N4C2H1,287.9039
287.9054,22.8,Cu1O10N1C4H3,287.90526
287.9054,22.8,Cu2O2N9H4,287.90797
287.95715,21.6,Cu1O3N10C3H1,287.95286
287.95715,21.6,Cu1O4N7C5H3,287.95422
287.95715,21.6,Cu1O6N8C1H5,287.96277
287.95837,8.9,Cu1O4N7C5H3,287.95422
287.95837,8.9,Cu1O6N8C1H5,287.96277
287.96609,15.6,Cu1O3N9C4H3,287.96545
287.96609,15.6,Cu1O6N8C1H5,287.96277
287.97171,16.4,Cu1O3N8C5H5,287.97804
287.97171,16.4,Cu1O5N10H5,287.974
287.97766,23.2,Cu1O3N8C5H5,287.97804
287.97766,23.2,Cu1O5N10H5,287.974
287.9918,56.1,Cu1O2N10C4H5,287.98927
288.86707,10.0,Cu2O2N5C5H1,288.8722
288.86707,10.0,Cu2O4N7H1,288.86816
288.86707,10.0,Cu2O5N4C2H3,288.86952
288.86707,10.0,Cu2O6N1C4H5,288.87088
288.87622,20.9,Cu1O11N1C3,288.87668
288.87622,20.9,Cu1O14H2,288.874
288.87622,20.9,Cu2O2N5C5H1,288.8722
288.87622,20.9,Cu2O4N6C1H3,288.88075
288.87622,20.9,Cu2O5N3C3H5,288.88211
288.89743,22.0,Cu1O9N5C1,288.89914
288.89743,22.0,Cu1O10N2C3H2,288.9005
288.89743,22.0,Cu1O13N1H4,288.89782
288.89743,22.0,Cu2O1N6C5H3,288.89602
288.89743,22.0,Cu2O4N5C2H5,288.89334
288.90082,24.8,Cu1O9N5C1,288.89914
288.90082,24.8,Cu1O10N2C3H2,288.9005
288.90082,24.8,Cu1O13N1H4,288.89782
288.90082,24.8,Cu2O3N7C1H5,288.90457
288.91843,18.9,Cu1O6N5C5,288.91441
288.91843,18.9,Cu1O8N6C1H2,288.92296
288.91843,18.9,Cu1O9N3C3H4,288.92432
288.91843,18.9,Cu2O2N9H5,288.9158
288.96624,43.8,Cu1O4N7C5H4,288.96205
288.97559,348.0,Cu1O3N9C4H4,288.97328
289.88498,22.8,Cu1O11N1C3H1,289.88451
289.88498,22.8,Cu1O14H3,289.88183
289.88498,22.8,Cu2O1N7C4H2,289.89126
289.88498,22.8,Cu2O4N6C1H4,289.88858
289.89487,19.4,Cu1O10N3C2H1,289.89574
289.89487,19.4,Cu2O1N7C4H2,289.89126
289.89487,19.4,Cu2O3N8H4,289.89981
289.93771,63.5,Cu1O5N7C4H1,289.93347
289.93771,63.5,Cu1O7N8H3,289.94202
289.93771,63.5,Cu1O8N5C2H5,289.94338
290.83385,40.6,Cu2O7N2C2H1,290.83754
290.86929,20.5,Cu2O2N6C4H1,290.87527
290.86929,20.5,Cu2O5N5C1H3,290.87259
290.86929,20.5,Cu2O6N2C3H5,290.87395
290.89938,20.7,Cu1O7N4C5,290.90625
290.89938,20.7,Cu1O9N6,290.90221
290.89938,20.7,Cu1O10N3C2H2,290.90357
290.89938,20.7,Cu2O1N7C4H3,290.89909
290.89938,20.7,Cu2O4N6C1H5,290.89641
290.92609,16.1,Cu1O5N8C3,290.92871
290.92609,16.1,Cu1O6N5C5H2,290.93007
290.92609,16.1,Cu1O8N7H2,290.92603
290.92609,16.1,Cu1O9N4C2H4,290.92739
290.94608,23.3,Cu1O4N9C3H2,290.95253
290.94608,23.3,Cu1O7N8H4,290.94985
290.95981,16.4,Cu1O4N8C4H4,290.96512
290.97801,323.6,Cu1O3N10C3H4,290.97635
290.97967,192.3,Cu1O3N10C3H4,290.97635
290.98108,17.1,Cu1O3N10C3H4,290.97635
291.98849,21.3,Cu1O3N10C3H5,291.98418
292.89505,28.2,Cu1O8N3C5,292.89809
292.89505,28.2,Cu1O10N5,292.89405
292.89505,28.2,Cu1O11N2C2H2,292.89541
292.89505,28.2,Cu2O2N6C4H3,292.89093
292.89505,28.2,Cu2O4N7H5,292.89948
292.89603,79.0,Cu1O8N3C5,292.89809
292.89603,79.0,Cu1O10N5,292.89405
292.89603,79.0,Cu1O11N2C2H2,292.89541
292.89603,79.0,Cu2O1N8C3H3,292.90216
292.89603,79.0,Cu2O4N7H5,292.89948
292.91455,22.5,Cu1O6N7C3,292.92055
292.91455,22.5,Cu1O9N6H2,292.91787
292.91455,22.5,Cu1O10N3C2H4,292.91923
292.91455,22.5,Cu2O1N7C4H5,292.91475
292.93411,25.4,Cu1O5N9C2,292.93178
292.93411,25.4,Cu1O6N6C4H2,292.93314
292.93411,25.4,Cu1O9N5C1H4,292.93046
292.93726,16.6,Cu1O6N6C4H2,292.93314
292.93726,16.6,Cu1O8N7H4,292.94169
292.93948,19.2,Cu1O5N8C3H2,292.94437
292.93948,19.2,Cu1O6N5C5H4,292.94573
292.93948,19.2,Cu1O8N7H4,292.94169
292.95285,21.8,Cu1O4N10C2H2,292.9556
292.95285,21.8,Cu1O5N7C4H4,292.95696
292.95874,30.9,Cu1O4N10C2H2,292.9556
292.95874,30.9,Cu1O5N7C4H4,292.95696
293.84518,21.7,Cu2O4N4C4,293.85112
293.84518,21.7,Cu2O7N3C1H2,293.84844
293.86914,64.3,Cu2O2N8C2,293.87358
293.86914,64.3,Cu2O3N5C4H2,293.87494
293.86914,64.3,Cu2O6N4C1H4,293.87226
293.89166,23.0,Cu1O11N3C1H1,293.89065
293.89166,23.0,Cu2O1N9C2H2,293.8974
293.89166,23.0,Cu2O3N4C5H4,293.88753
294.87918,20.1,Cu1O11N4,294.88589
294.87918,20.1,Cu1O12N2C1,294.87466
294.87918,20.1,Cu2O2N8C2H1,294.88141
294.87918,20.1,Cu2O3N5C4H3,294.88277
294.87918,20.1,Cu2O6N4C1H5,294.88009
294.90933,18.4,Cu1O7N6C3,294.91239
294.90933,18.4,Cu1O8N3C5H2,294.91375
294.90933,18.4,Cu1O10N5H2,294.90971
294.90933,18.4,Cu1O11N2C2H4,294.91107
294.90933,18.4,Cu2O1N9C2H3,294.90523
294.90933,18.4,Cu2O2N6C4H5,294.90659
294.92941,9.1,Cu1O5N10C1,294.93485
294.92941,9.1,Cu1O6N7C3H2,294.93621
294.92941,9.1,Cu1O7N5C4H2,294.92498
294.92941,9.1,Cu1O9N6H4,294.93353
294.93283,25.1,Cu1O5N10C1,294.93485
294.93283,25.1,Cu1O6N7C3H2,294.93621
294.93283,25.1,Cu1O7N4C5H4,294.93757
294.93283,25.1,Cu1O9N6H4,294.93353
294.97339,15.4,Cu1O4N10C2H4,294.97126
294.97438,125.5,Cu1O4N10C2H4,294.97126
295.85757,24.6,Cu2O4N5C3,295.85419
295.85757,24.6,Cu2O5N2C5H2,295.85555
295.85757,24.6,Cu2O7N3C1H4,295.8641
295.85757,24.6,Cu2O8N1C2H4,295.85287
295.87714,25.7,Cu1O12N2C1H1,295.88249
295.87714,25.7,Cu2O2N9C1,295.87665
295.87714,25.7,Cu2O3N6C3H2,295.87801
295.87714,25.7,Cu2O4N3C5H4,295.87937
295.87714,25.7,Cu2O6N5H4,295.87533
295.89758,133.9,Cu1O9N2C5H1,295.89776
295.89758,133.9,Cu1O11N4H1,295.89372
295.89758,133.9,Cu1O12N1C2H3,295.89508
295.89758,133.9,Cu2O1N10C1H2,295.90047
295.89758,133.9,Cu2O2N7C3H4,295.90183
295.95978,20.2,Cu1O2N10C5H1,295.95795
295.95978,20.2,Cu1O5N9C2H3,295.95527
295.95978,20.2,Cu1O6N6C4H5,295.95663
295.96198,32.0,Cu1O2N10C5H1,295.95795
295.96198,32.0,Cu1O5N8C3H5,295.96786
295.96752,948.8,Cu1O5N8C3H5,295.96786
296.81796,22.3,Cu2O9N1C1H1,296.82429
296.85036,546.1,Cu2O5N3C4H1,296.85079
296.85036,546.1,Cu2O8N2C1H3,296.84811
296.85257,17.4,Cu2O5N3C4H1,296.85079
296.85257,17.4,Cu2O7N4H3,296.85934
296.85257,17.4,Cu2O8N2C1H3,296.84811
296.89724,46.4,Cu1O8N5C3,296.90423
296.89724,46.4,Cu1O9N3C4,296.893
296.89724,46.4,Cu1O11N4H2,296.90155
296.89724,46.4,Cu1O12N1C2H4,296.90291
296.89724,46.4,Cu2O2N8C2H3,296.89707
296.89724,46.4,Cu2O3N5C4H5,296.89843
296.92173,73.8,Cu1O6N9C1,296.92669
296.92173,73.8,Cu1O7N6C3H2,296.92805
296.92173,73.8,Cu1O10N5H4,296.92537
296.92173,73.8,Cu2O1N9C2H5,296.92089
296.94492,23.8,Cu1O3N9C5,296.94196
296.94492,23.8,Cu1O5N10C1H2,296.95051
296.94492,23.8,Cu1O6N7C3H4,296.95187
296.94492,23.8,Cu1O7N5C4H4,296.94064
296.95074,20.9,Cu1O5N10C1H2,296.95051
296.95074,20.9,Cu1O6N7C3H4,296.95187
296.95847,11.1,Cu1O5N9C2H4,296.9631
296.95967,82.0,Cu1O2N10C5H2,296.96578
296.95967,82.0,Cu1O5N9C2H4,296.9631
297.8187,20.3,Cu2O9N2,297.81953
297.84656,11.3,Cu2O5N4C3,297.84603
297.84656,11.3,Cu2O6N1C5H2,297.84739
297.84656,11.3,Cu2O8N3H2,297.84335
297.90121,15.4,Cu1O9N3C4H1,297.90083
297.90121,15.4,Cu1O12N2C1H3,297.89815
297.90121,15.4,Cu2O2N8C2H4,297.9049
297.92331,21.1,Cu1O7N7C2H1,297.92329
297.92331,21.1,Cu1O8N4C4H3,297.92465
297.92331,21.1,Cu1O11N3C1H5,297.92197
297.94547,30.1,Cu1O3N9C5H1,297.94979
297.94547,30.1,Cu1O6N8C2H3,297.94711
297.94547,30.1,Cu1O7N5C4H5,297.94847
297.95996,28.0,Cu1O5N10C1H3,297.95834
297.95996,28.0,Cu1O6N7C3H5,297.9597
298.82956,23.2,Cu2O9N2H1,298.82736
298.83515,48.0,Cu2O9N1C1H3,298.83995
298.84749,100.4,Cu2O5N4C3H1,298.85386
298.84749,100.4,Cu2O6N2C4H1,298.84263
298.84749,100.4,Cu2O8N3H3,298.85118
298.86038,22.4,Cu1O14C1,298.85834
298.86038,22.4,Cu2O4N6C2H1,298.86509
298.86038,22.4,Cu2O5N3C4H3,298.86645
298.86038,22.4,Cu2O8N2C1H5,298.86377
298.8664,126.5,Cu1O13N2,298.86957
298.8664,126.5,Cu2O4N6C2H1,298.86509
298.8664,126.5,Cu2O5N3C4H3,298.86645
298.8664,126.5,Cu2O8N2C1H5,298.86377
298.89639,19.4,Cu1O9N4C3,298.89607
298.89639,19.4,Cu1O10N1C5H2,298.89743
