m/z,Intensity,Formula,Neutral Mass
365.80493,25.8,Cu2O11N2C3,365.80935
365.80493,25.8,Cu2O14N1H2,365.80667
365.81042,22.4,Cu2O11N2C3,365.80935
365.81042,22.4,Cu2O14N1H2,365.80667
365.83945,15.9,Cu2O6N6C5,365.84708
365.83945,15.9,Cu2O8N8,365.84304
365.83945,15.9,Cu2O9N5C2H2,365.8444
365.83945,15.9,Cu2O10N2C4H4,365.84576
365.91672,22.8,Cu1O8N9C4H1,365.92434
365.91672,22.8,Cu1O9N7C5H1,365.91311
365.91672,22.8,Cu1O11N8C1H3,365.92166
365.91672,22.8,Cu1O12N5C3H5,365.92302
365.91672,22.8,Cu1O13N3C4H5,365.91179
365.93982,26.9,Cu1O7N10C4H3,365.94816
365.93982,26.9,Cu1O8N8C5H3,365.93693
365.93982,26.9,Cu1O10N9C1H5,365.94548
365.93982,26.9,Cu1O11N7C2H5,365.93425
365.9473,25.0,Cu1O7N10C4H3,365.94816
365.9473,25.0,Cu1O10N9C1H5,365.94548
365.95264,18.9,Cu1O7N9C5H5,365.96075
365.95264,18.9,Cu1O7N10C4H3,365.94816
366.78328,126.3,Cu2O15H1,366.79068
366.78565,101.4,Cu2O15H1,366.79068
366.78787,60.7,Cu2O15H1,366.79068
366.79013,100.8,Cu2O15H1,366.79068
366.79196,21.7,Cu2O15H1,366.79068
366.79446,44.0,Cu2O15H1,366.79068
366.79684,24.9,Cu2O15H1,366.79068
366.80984,17.5,Cu2O11N2C3H1,366.81718
366.80984,17.5,Cu2O14N1H3,366.8145
366.81317,11.2,Cu2O11N2C3H1,366.81718
366.81317,11.2,Cu2O14N1H3,366.8145
366.81714,11.7,Cu2O11N2C3H1,366.81718
366.81714,11.7,Cu2O14N1H3,366.8145
366.82374,129.6,Cu2O10N4C2H1,366.82841
366.82374,129.6,Cu2O11N1C4H3,366.82977
366.82809,32.0,Cu1O19,366.83289
366.82809,32.0,Cu2O10N4C2H1,366.82841
366.82809,32.0,Cu2O11N1C4H3,366.82977
366.85358,23.2,Cu1O15N2C3,366.85939
366.85358,23.2,Cu1O18N1H2,366.85671
366.85358,23.2,Cu2O6N6C5H1,366.85491
366.85358,23.2,Cu2O8N8H1,366.85087
366.85358,23.2,Cu2O9N5C2H3,366.85223
366.85358,23.2,Cu2O10N2C4H5,366.85359
366.90289,22.0,Cu1O9N8C4,366.90835
366.90289,22.0,Cu1O10N6C5,366.89712
366.90289,22.0,Cu1O12N7C1H2,366.90567
366.90289,22.0,Cu1O13N4C3H4,366.90703
366.90289,22.0,Cu2O4N8C5H5,366.90255
366.90289,22.0,Cu2O6N10H5,366.89851
366.91498,22.8,Cu1O8N10C3,366.91958
366.91498,22.8,Cu1O9N7C5H2,366.92094
366.91498,22.8,Cu1O11N9H2,366.9169
366.91498,22.8,Cu1O12N6C2H4,366.91826
366.91498,22.8,Cu2O3N10C4H5,366.91378
367.80844,22.9,Cu2O11N3C2,367.81242
367.81525,13.4,Cu2O10N5C1,367.82365
367.81525,13.4,Cu2O11N3C2,367.81242
367.81525,13.4,Cu2O14N1H4,367.82233
367.82321,23.1,Cu2O10N5C1,367.82365
367.82321,23.1,Cu2O11N2C3H2,367.82501
367.82321,23.1,Cu2O14N1H4,367.82233
367.87256,32.9,Cu1O14N4C2H1,367.87845
367.87256,32.9,Cu1O15N1C4H3,367.87981
367.87256,32.9,Cu1O15N2C3H1,367.86722
367.87256,32.9,Cu2O5N8C4H2,367.87397
367.87256,32.9,Cu2O8N7C1H4,367.87129
367.88446,12.7,Cu1O13N6C1H1,367.88968
367.88446,12.7,Cu1O14N3C3H3,367.89104
367.88446,12.7,Cu1O14N4C2H1,367.87845
367.88446,12.7,Cu1O15N1C4H3,367.87981
367.88446,12.7,Cu1O17N2H5,367.88836
367.88446,12.7,Cu2O4N10C3H2,367.8852
367.88446,12.7,Cu2O5N7C5H4,367.88656
367.88446,12.7,Cu2O7N9H4,367.88252
367.88898,9.7,Cu1O13N6C1H1,367.88968
367.88898,9.7,Cu1O14N3C3H3,367.89104
367.88898,9.7,Cu1O17N2H5,367.88836
367.88898,9.7,Cu2O4N10C3H2,367.8852
367.88898,9.7,Cu2O5N7C5H4,367.88656
367.89099,32.1,Cu1O13N6C1H1,367.88968
367.89099,32.1,Cu1O14N3C3H3,367.89104
367.89099,32.1,Cu1O17N2H5,367.88836
367.89099,32.1,Cu2O4N9C4H4,367.89779
367.89099,32.1,Cu2O4N10C3H2,367.8852
367.89099,32.1,Cu2O5N7C5H4,367.88656
367.89568,150.1,Cu1O12N8H1,367.90091
367.89568,150.1,Cu1O13N5C2H3,367.90227
367.89568,150.1,Cu1O13N6C1H1,367.88968
367.89568,150.1,Cu1O14N2C4H5,367.90363
367.89568,150.1,Cu1O14N3C3H3,367.89104
367.89568,150.1,Cu2O4N9C4H4,367.89779
367.89816,22.1,Cu1O10N6C5H1,367.90495
367.89816,22.1,Cu1O12N8H1,367.90091
367.89816,22.1,Cu1O13N5C2H3,367.90227
367.89816,22.1,Cu1O14N2C4H5,367.90363
367.89816,22.1,Cu2O4N9C4H4,367.89779
367.90109,126.3,Cu1O10N6C5H1,367.90495
367.90109,126.3,Cu1O12N8H1,367.90091
367.90109,126.3,Cu1O13N5C2H3,367.90227
367.90109,126.3,Cu1O14N2C4H5,367.90363
367.90109,126.3,Cu2O4N9C4H4,367.89779
367.90337,38.0,Cu1O10N6C5H1,367.90495
367.90337,38.0,Cu1O12N8H1,367.90091
367.90337,38.0,Cu1O13N5C2H3,367.90227
367.90337,38.0,Cu1O14N2C4H5,367.90363
367.90337,38.0,Cu2O4N9C4H4,367.89779
367.9048,143.8,Cu1O10N6C5H1,367.90495
367.9048,143.8,Cu1O12N8H1,367.90091
367.9048,143.8,Cu1O13N5C2H3,367.90227
367.9048,143.8,Cu1O14N2C4H5,367.90363
367.90701,135.8,Cu1O10N6C5H1,367.90495
367.90701,135.8,Cu1O12N7C1H3,367.9135
367.90701,135.8,Cu1O12N8H1,367.90091
367.90701,135.8,Cu1O13N4C3H5,367.91486
367.90701,135.8,Cu1O13N5C2H3,367.90227
367.90701,135.8,Cu1O14N2C4H5,367.90363
367.90967,249.2,Cu1O9N8C4H1,367.91618
367.90967,249.2,Cu1O10N6C5H1,367.90495
367.90967,249.2,Cu1O12N7C1H3,367.9135
367.90967,249.2,Cu1O13N4C3H5,367.91486
367.90967,249.2,Cu1O14N2C4H5,367.90363
367.91269,361.3,Cu1O9N8C4H1,367.91618
367.91269,361.3,Cu1O12N7C1H3,367.9135
367.91269,361.3,Cu1O13N4C3H5,367.91486
367.91538,280.2,Cu1O9N8C4H1,367.91618
367.91538,280.2,Cu1O12N7C1H3,367.9135
367.91538,280.2,Cu1O13N4C3H5,367.91486
367.91846,465.5,Cu1O9N8C4H1,367.91618
367.91846,465.5,Cu1O11N9H3,367.92473
367.91846,465.5,Cu1O12N6C2H5,367.92609
367.91846,465.5,Cu1O12N7C1H3,367.9135
367.91846,465.5,Cu1O13N4C3H5,367.91486
367.92161,620.5,Cu1O8N10C3H1,367.92741
367.92161,620.5,Cu1O9N7C5H3,367.92877
367.92161,620.5,Cu1O9N8C4H1,367.91618
367.92161,620.5,Cu1O11N9H3,367.92473
367.92161,620.5,Cu1O12N6C2H5,367.92609
367.92404,419.9,Cu1O8N10C3H1,367.92741
367.92404,419.9,Cu1O9N7C5H3,367.92877
367.92404,419.9,Cu1O11N9H3,367.92473
367.92404,419.9,Cu1O12N6C2H5,367.92609
367.92709,647.6,Cu1O8N10C3H1,367.92741
367.92709,647.6,Cu1O9N7C5H3,367.92877
367.92709,647.6,Cu1O11N9H3,367.92473
367.92709,647.6,Cu1O12N6C2H5,367.92609
367.92974,533.2,Cu1O8N10C3H1,367.92741
367.92974,533.2,Cu1O9N7C5H3,367.92877
367.92974,533.2,Cu1O11N8C1H5,367.93732
367.92974,533.2,Cu1O11N9H3,367.92473
367.92974,533.2,Cu1O12N6C2H5,367.92609
367.93173,620.7,Cu1O8N9C4H3,367.94
367.93173,620.7,Cu1O8N10C3H1,367.92741
367.93173,620.7,Cu1O9N7C5H3,367.92877
367.93173,620.7,Cu1O11N8C1H5,367.93732
367.93173,620.7,Cu1O12N6C2H5,367.92609
367.93496,859.6,Cu1O8N9C4H3,367.94
367.93496,859.6,Cu1O9N7C5H3,367.92877
367.93496,859.6,Cu1O11N8C1H5,367.93732
367.93779,317.4,Cu1O8N9C4H3,367.94
367.93779,317.4,Cu1O11N8C1H5,367.93732
367.94056,238.3,Cu1O8N9C4H3,367.94
367.94056,238.3,Cu1O10N10H5,367.94855
367.94056,238.3,Cu1O11N8C1H5,367.93732
367.94258,381.1,Cu1O8N9C4H3,367.94
367.94258,381.1,Cu1O10N10H5,367.94855
367.94258,381.1,Cu1O11N8C1H5,367.93732
367.94498,158.6,Cu1O8N8C5H5,367.95259
367.94498,158.6,Cu1O8N9C4H3,367.94
367.94498,158.6,Cu1O10N10H5,367.94855
367.94709,241.4,Cu1O8N8C5H5,367.95259
367.94709,241.4,Cu1O10N10H5,367.94855
367.94882,164.9,Cu1O8N8C5H5,367.95259
367.94882,164.9,Cu1O10N10H5,367.94855
367.95158,211.1,Cu1O8N8C5H5,367.95259
367.95158,211.1,Cu1O10N10H5,367.94855
367.95522,277.6,Cu1O8N8C5H5,367.95259
367.96095,271.2,Cu1O7N10C4H5,367.96382
367.9642,69.6,Cu1O7N10C4H5,367.96382
367.96747,25.3,Cu1O7N10C4H5,367.96382
367.96921,22.0,Cu1O7N10C4H5,367.96382
368.81409,43.0,Cu2O11N3C2H1,368.82025
368.81409,43.0,Cu2O12N1C3H1,368.80902
368.819,56.7,Cu2O11N3C2H1,368.82025
368.91129,23.2,Cu1O9N9C3,368.91142
368.91129,23.2,Cu1O10N6C5H2,368.91278
368.91129,23.2,Cu1O12N8H2,368.90874
368.91129,23.2,Cu1O13N5C2H4,368.9101
368.91129,23.2,Cu2O4N9C4H5,368.90562
368.91751,15.7,Cu1O9N8C4H2,368.92401
368.91751,15.7,Cu1O9N9C3,368.91142
368.91751,15.7,Cu1O10N6C5H2,368.91278
368.91751,15.7,Cu1O12N7C1H4,368.92133
369.83222,621.3,Cu2O8N4C5,369.83076
369.83222,621.3,Cu2O10N5C1H2,369.83931
369.83222,621.3,Cu2O10N6,369.82672
369.83222,621.3,Cu2O11N2C3H4,369.84067
369.83222,621.3,Cu2O11N3C2H2,369.82808
369.83838,13.3,Cu2O7N6C4,369.84199
369.83838,13.3,Cu2O10N5C1H2,369.83931
369.83838,13.3,Cu2O11N2C3H4,369.84067
369.90738,11.5,Cu1O10N7C4H1,369.90802
369.90738,11.5,Cu1O13N6C1H3,369.90534
369.90738,11.5,Cu1O14N3C3H5,369.9067
370.83013,106.9,Cu2O8N4C5H1,370.83859
370.83013,106.9,Cu2O10N6H1,370.83455
370.83013,106.9,Cu2O11N3C2H3,370.83591
370.83013,106.9,Cu2O12N1C3H3,370.82468
370.92142,22.5,Cu1O9N9C3H2,370.92708
370.92142,22.5,Cu1O10N6C5H4,370.92844
370.92142,22.5,Cu1O10N7C4H2,370.91585
370.92142,22.5,Cu1O12N8H4,370.9244
370.94983,9.8,Cu1O8N10C3H4,370.9509
371.86163,19.6,Cu1O16N2C2H1,371.86213
371.86163,19.6,Cu2O6N8C3H2,371.86888
371.86163,19.6,Cu2O6N9C2,371.85629
371.86163,19.6,Cu2O7N6C4H2,371.85765
371.86163,19.6,Cu2O9N7H4,371.8662
372.81027,23.8,Cu2O12N3C1H1,372.81516
372.81027,23.8,Cu2O13N1C2H1,372.80393
372.88586,22.4,Cu1O12N5C4,372.88387
372.88586,22.4,Cu1O14N6H2,372.89242
372.88586,22.4,Cu1O15N3C2H4,372.89378
372.88586,22.4,Cu1O15N4C1H2,372.88119
372.88586,22.4,Cu1O16N1C3H4,372.88255
372.88586,22.4,Cu2O5N10C2H3,372.88794
372.88586,22.4,Cu2O6N7C4H5,372.8893
372.9007,11.0,Cu1O10N9C2,372.90633
372.9007,11.0,Cu1O11N6C4H2,372.90769
372.9007,11.0,Cu1O11N7C3,372.8951
372.9007,11.0,Cu1O12N4C5H2,372.89646
372.9007,11.0,Cu1O14N5C1H4,372.90501
372.9007,11.0,Cu2O5N9C3H5,372.90053
372.90945,23.2,Cu1O10N9C2,372.90633
372.90945,23.2,Cu1O11N6C4H2,372.90769
372.90945,23.2,Cu1O13N7H4,372.91624
372.90945,23.2,Cu1O14N5C1H4,372.90501
372.92485,36.7,Cu1O9N10C2H2,372.93015
372.92485,36.7,Cu1O10N7C4H4,372.93151
372.92485,36.7,Cu1O10N8C3H2,372.91892
372.92485,36.7,Cu1O11N5C5H4,372.92028
373.82728,55.6,Cu2O9N4C4,373.82567
373.82728,55.6,Cu2O11N5H2,373.83422
373.82728,55.6,Cu2O12N2C2H4,373.83558
373.82728,55.6,Cu2O12N3C1H2,373.82299
373.83234,19.9,Cu2O8N6C3,373.8369
373.83234,19.9,Cu2O9N3C5H2,373.83826
373.83234,19.9,Cu2O11N5H2,373.83422
373.83234,19.9,Cu2O12N2C2H4,373.83558
373.90591,22.9,Cu1O10N9C2H1,373.91416
373.90591,22.9,Cu1O11N7C3H1,373.90293
373.90591,22.9,Cu1O12N4C5H3,373.90429
373.90591,22.9,Cu1O14N5C1H5,373.91284
373.90591,22.9,Cu1O14N6H3,373.90025
373.90591,22.9,Cu1O15N3C2H5,373.90161
373.91415,31.7,Cu1O10N9C2H1,373.91416
373.91415,31.7,Cu1O11N6C4H3,373.91552
373.91415,31.7,Cu1O14N5C1H5,373.91284
373.92734,11.2,Cu1O10N8C3H3,373.92675
373.92734,11.2,Cu1O11N5C5H5,373.92811
373.92734,11.2,Cu1O13N7H5,373.92407
374.80298,35.7,Cu2O13N2C1H1,374.807
374.80598,1321.2,Cu2O13N2C1H1,374.807
374.81496,1048.7,Cu2O10N2C5H1,374.82227
374.81496,1048.7,Cu2O12N4H1,374.81823
374.81496,1048.7,Cu2O13N1C2H3,374.81959
375.7886,35.7,Cu2O14N1C1,375.79101
375.84763,23.2,Cu2O7N9C1,375.8512
375.84763,23.2,Cu2O8N6C3H2,375.85256
375.84763,23.2,Cu2O9N3C5H4,375.85392
375.84763,23.2,Cu2O9N4C4H2,375.84133
375.84763,23.2,Cu2O11N5H4,375.84988
375.91422,18.6,Cu1O10N10C1H1,375.91723
375.91422,18.6,Cu1O11N7C3H3,375.91859
375.91422,18.6,Cu1O12N4C5H5,375.91995
375.91422,18.6,Cu1O14N6H5,375.91591
375.9191,21.4,Cu1O10N10C1H1,375.91723
375.9191,21.4,Cu1O11N7C3H3,375.91859
375.9191,21.4,Cu1O12N4C5H5,375.91995
375.9191,21.4,Cu1O14N6H5,375.91591
375.94543,22.0,Cu1O9N10C2H5,375.95364
375.94543,22.0,Cu1O10N8C3H5,375.94241
376.79099,217.2,Cu2O14N1C1H1,376.79884
376.80258,26.8,Cu2O13N3H1,376.81007
376.80258,26.8,Cu2O14N1C1H1,376.79884
376.85681,20.7,Cu1O15N1C5,376.85632
376.85681,20.7,Cu1O17N2C1H2,376.86487
376.85681,20.7,Cu1O17N3,376.85228
376.85681,20.7,Cu2O7N9C1H1,376.85903
376.85681,20.7,Cu2O8N6C3H3,376.86039
376.85681,20.7,Cu2O9N3C5H5,376.86175
376.85681,20.7,Cu2O11N5H5,376.85771
377.81399,56.3,Cu2O10N4C3,377.82058
377.81399,56.3,Cu2O11N1C5H2,377.82194
377.81399,56.3,Cu2O11N2C4,377.80935
377.81399,56.3,Cu2O13N3H2,377.8179
377.81989,28.8,Cu2O10N4C3,377.82058
377.81989,28.8,Cu2O11N1C5H2,377.82194
377.81989,28.8,Cu2O13N3H2,377.8179
377.84982,30.1,Cu1O18N1C1H1,377.84888
377.84982,30.1,Cu2O5N8C5,377.85831
377.84982,30.1,Cu2O7N10,377.85427
377.84982,30.1,Cu2O8N7C2H2,377.85563
377.84982,30.1,Cu2O9N4C4H4,377.85699
377.84982,30.1,Cu2O9N5C3H2,377.8444
377.84982,30.1,Cu2O10N2C5H4,377.84576
377.86255,19.1,Cu1O15N1C5H1,377.86415
377.86255,19.1,Cu1O17N3H1,377.86011
377.86255,19.1,Cu2O4N10C4,377.86954
377.86255,19.1,Cu2O5N8C5,377.85831
377.86255,19.1,Cu2O7N9C1H2,377.86686
377.86255,19.1,Cu2O8N6C3H4,377.86822
377.86255,19.1,Cu2O9N4C4H4,377.85699
377.86768,17.7,Cu1O14N3C4H1,377.87538
377.86768,17.7,Cu1O15N1C5H1,377.86415
377.86768,17.7,Cu1O17N2C1H3,377.8727
377.86768,17.7,Cu2O4N10C4,377.86954
377.86768,17.7,Cu2O7N9C1H2,377.86686
377.86768,17.7,Cu2O8N6C3H4,377.86822
377.88983,13.3,Cu1O12N7C2H1,377.89784
377.88983,13.3,Cu1O13N5C3H1,377.88661
377.88983,13.3,Cu1O14N2C5H3,377.88797
377.88983,13.3,Cu1O16N3C1H5,377.89652
377.88983,13.3,Cu1O16N4H3,377.88393
377.88983,13.3,Cu1O17N1C2H5,377.88529
377.88983,13.3,Cu2O6N10C1H4,377.89068
377.94363,23.7,Cu1O7N10C5H3,377.94816
377.94363,23.7,Cu1O10N9C2H5,377.94548
377.95325,19.5,Cu1O7N10C5H3,377.94816
378.78753,53.5,Cu2O15C1H1,378.79068
378.79874,21.8,Cu2O14N2H1,378.80191
378.80709,64.5,Cu2O14N1C1H3,378.8145
378.80709,64.5,Cu2O14N2H1,378.80191
378.92075,23.2,Cu1O8N10C4,378.91958
378.92075,23.2,Cu1O11N9C1H2,378.9169
378.92075,23.2,Cu1O12N6C3H4,378.91826
378.93246,23.6,Cu1O8N9C5H2,378.93217
378.93246,23.6,Cu1O10N10C1H4,378.94072
378.93246,23.6,Cu1O11N8C2H4,378.92949
379.78348,9.2,Cu2O15N1,379.78592
379.80521,14.4,Cu2O11N3C3,379.81242
379.80521,14.4,Cu2O12N1C4,379.80119
379.80521,14.4,Cu2O14N2H2,379.80974
379.81583,28.6,Cu2O10N5C2,379.82365
379.81583,28.6,Cu2O11N3C3,379.81242
379.81583,28.6,Cu2O14N1C1H4,379.82233
379.81583,28.6,Cu2O14N2H2,379.80974
379.81961,25.1,Cu2O10N5C2,379.82365
379.81961,25.1,Cu2O11N2C4H2,379.82501
379.81961,25.1,Cu2O14N1C1H4,379.82233
379.82507,23.9,Cu2O10N5C2,379.82365
379.82507,23.9,Cu2O11N2C4H2,379.82501
379.82507,23.9,Cu2O13N3H4,379.83356
379.82507,23.9,Cu2O14N1C1H4,379.82233
379.95408,32.9,Cu1O10N10C1H5,379.94855
380.78506,19.3,Cu2O15N1H1,380.79375
380.79691,22.2,Cu2O15N1H1,380.79375
380.80005,25.2,Cu2O15N1H1,380.79375
380.81045,836.9,Cu2O12N1C4H1,380.80902
380.81045,836.9,Cu2O14N2H3,380.81757
380.81543,22.3,Cu2O11N3C3H1,380.82025
380.81543,22.3,Cu2O12N1C4H1,380.80902
380.81543,22.3,Cu2O14N2H3,380.81757
380.82306,13056.7,Cu2O10N5C2H1,380.83148
380.82306,13056.7,Cu2O11N3C3H1,380.82025
380.82306,13056.7,Cu2O14N1C1H5,380.83016
380.82306,13056.7,Cu2O14N2H3,380.81757
380.84821,28.0,Cu1O16N1C4,380.85123
380.84821,28.0,Cu2O8N9H1,380.85394
380.84821,28.0,Cu2O9N6C2H3,380.8553
380.84821,28.0,Cu2O9N7C1H1,380.84271
380.84821,28.0,Cu2O10N3C4H5,380.85666
380.84821,28.0,Cu2O10N4C3H3,380.84407
380.84821,28.0,Cu2O11N1C5H5,380.84543
380.86353,24.1,Cu1O15N3C3,380.86246
380.86353,24.1,Cu1O18N2H2,380.85978
380.86353,24.1,Cu2O5N9C4H1,380.86921
380.86353,24.1,Cu2O6N7C5H1,380.85798
380.86353,24.1,Cu2O8N8C1H3,380.86653
380.86353,24.1,Cu2O9N5C3H5,380.86789
380.87042,9.4,Cu1O14N5C2,380.87369
380.87042,9.4,Cu1O15N2C4H2,380.87505
380.87042,9.4,Cu1O18N1C1H4,380.87237
380.87042,9.4,Cu2O5N9C4H1,380.86921
380.87042,9.4,Cu2O7N10H3,380.87776
380.87042,9.4,Cu2O8N7C2H5,380.87912
380.87042,9.4,Cu2O8N8C1H3,380.86653
380.87042,9.4,Cu2O9N5C3H5,380.86789
380.87317,17.1,Cu1O14N5C2,380.87369
380.87317,17.1,Cu1O15N2C4H2,380.87505
380.87317,17.1,Cu1O18N1C1H4,380.87237
380.87317,17.1,Cu2O5N8C5H3,380.8818
380.87317,17.1,Cu2O5N9C4H1,380.86921
380.87317,17.1,Cu2O7N10H3,380.87776
380.87317,17.1,Cu2O8N7C2H5,380.87912
380.87317,17.1,Cu2O9N5C3H5,380.86789
380.88364,21.3,Cu1O13N7C1,380.88492
380.88364,21.3,Cu1O14N4C3H2,380.88628
380.88364,21.3,Cu1O15N1C5H4,380.88764
380.88364,21.3,Cu1O17N3H4,380.8836
380.88364,21.3,Cu2O5N8C5H3,380.8818
380.88364,21.3,Cu2O7N9C1H5,380.89035
380.88364,21.3,Cu2O7N10H3,380.87776
380.88364,21.3,Cu2O8N7C2H5,380.87912
381.81592,9.6,Cu2O11N4C2,381.81549
381.81592,9.6,Cu2O12N1C4H2,381.81685
381.82122,47.0,Cu2O10N6C1,381.82672
381.82122,47.0,Cu2O11N3C3H2,381.82808
381.82122,47.0,Cu2O11N4C2,381.81549
381.82122,47.0,Cu2O12N1C4H2,381.81685
381.82122,47.0,Cu2O14N2H4,381.8254
381.95416,16.3,Cu1O8N9C5H5,381.95566
382.78485,26.3,Cu2O16H1,382.78559
382.80791,41.7,Cu2O12N2C3H1,382.81209
382.80791,41.7,Cu2O15N1H3,382.80941
382.81893,1206.4,Cu2O11N4C2H1,382.82332
382.81893,1206.4,Cu2O12N1C4H3,382.82468
382.92084,17.3,Cu1O9N9C4H2,382.92708
382.92084,17.3,Cu1O9N10C3,382.91449
382.92084,17.3,Cu1O10N7C5H2,382.91585
382.92084,17.3,Cu1O12N8C1H4,382.9244
383.83822,43.2,Cu1O20H1,383.83563
383.83822,43.2,Cu2O7N7C4,383.84506
383.83822,43.2,Cu2O8N5C5,383.83383
383.83822,43.2,Cu2O10N6C1H2,383.84238
383.83822,43.2,Cu2O11N3C3H4,383.84374
383.83822,43.2,Cu2O12N1C4H4,383.83251
383.84067,29.0,Cu1O20H1,383.83563
383.84067,29.0,Cu2O7N7C4,383.84506
383.84067,29.0,Cu2O10N6C1H2,383.84238
383.84067,29.0,Cu2O11N3C3H4,383.84374
383.89594,23.1,Cu1O11N6C5H1,383.89986
383.89594,23.1,Cu1O13N8H1,383.89582
383.89594,23.1,Cu1O14N5C2H3,383.89718
383.89594,23.1,Cu1O15N2C4H5,383.89854
383.89594,23.1,Cu2O5N9C4H4,383.8927
383.92731,23.2,Cu1O9N9C4H3,383.93491
383.92731,23.2,Cu1O9N10C3H1,383.92232
383.92731,23.2,Cu1O10N7C5H3,383.92368
383.92731,23.2,Cu1O12N8C1H5,383.93223
383.92731,23.2,Cu1O13N6C2H5,383.921
384.80374,17.6,Cu2O13N1C3H1,384.80393
384.80374,17.6,Cu2O16H3,384.80125
384.88553,27.0,Cu1O12N5C5,384.88387
384.88553,27.0,Cu1O14N6C1H2,384.89242
384.88553,27.0,Cu1O14N7,384.87983
384.88553,27.0,Cu1O15N3C3H4,384.89378
384.88553,27.0,Cu1O15N4C2H2,384.88119
384.88553,27.0,Cu1O16N1C4H4,384.88255
384.88553,27.0,Cu2O5N10C3H3,384.88794
384.88553,27.0,Cu2O6N7C5H5,384.8893
384.88553,27.0,Cu2O8N9H5,384.88526
384.89722,27.0,Cu1O11N7C4,384.8951
384.89722,27.0,Cu1O13N8H2,384.90365
384.89722,27.0,Cu1O14N5C2H4,384.90501
384.89722,27.0,Cu1O14N6C1H2,384.89242
384.89722,27.0,Cu1O15N3C3H4,384.89378
384.89722,27.0,Cu2O5N9C4H5,384.90053
384.91504,21.4,Cu1O10N8C4H2,384.91892
384.91504,21.4,Cu1O13N7C1H4,384.91624
384.92477,27.0,Cu1O9N10C3H2,384.93015
384.92477,27.0,Cu1O10N7C5H4,384.93151
384.92477,27.0,Cu1O10N8C4H2,384.91892
384.92477,27.0,Cu1O12N9H4,384.92747
385.83667,20.6,Cu2O8N6C4,385.8369
385.83667,20.6,Cu2O10N7H2,385.84545
385.83667,20.6,Cu2O11N5C1H2,385.83422
385.83667,20.6,Cu2O12N2C3H4,385.83558
385.84201,23.6,Cu2O7N8C3,385.84813
385.84201,23.6,Cu2O8N5C5H2,385.84949
385.84201,23.6,Cu2O8N6C4,385.8369
385.84201,23.6,Cu2O10N7H2,385.84545
385.84201,23.6,Cu2O11N4C2H4,385.84681
385.84201,23.6,Cu2O12N2C3H4,385.83558
385.93179,10.5,Cu1O9N10C3H3,385.93798
385.93179,10.5,Cu1O10N7C5H5,385.93934
385.93179,10.5,Cu1O10N8C4H3,385.92675
385.93179,10.5,Cu1O12N9H5,385.9353
386.8085,24.0,Cu2O13N2C2H1,386.807
386.8085,24.0,Cu2O16H5,386.81691
387.78625,22.7,Cu2O14N1C2,387.79101
387.7995,23.2,Cu2O13N3C1,387.80224
387.88172,50.8,Cu1O13N4C5H1,387.88354
387.88172,50.8,Cu1O15N6H1,387.8795
387.88172,50.8,Cu1O16N3C2H3,387.88086
387.88172,50.8,Cu2O6N9C3H4,387.88761
387.88172,50.8,Cu2O7N7C4H4,387.87638
387.88699,41.6,Cu1O12N6C4H1,387.89477
387.88699,41.6,Cu1O13N4C5H1,387.88354
387.88699,41.6,Cu1O15N5C1H3,387.89209
387.88699,41.6,Cu1O16N2C3H5,387.89345
387.88699,41.6,Cu1O16N3C2H3,387.88086
387.88699,41.6,Cu2O6N9C3H4,387.88761
387.91095,20.0,Cu1O10N10C2H1,387.91723
387.91095,20.0,Cu1O11N7C4H3,387.91859
387.91095,20.0,Cu1O11N8C3H1,387.906
387.91095,20.0,Cu1O12N5C5H3,387.90736
387.91095,20.0,Cu1O14N6C1H5,387.91591
387.91095,20.0,Cu1O15N4C2H5,387.90468
387.9328,24.9,Cu1O10N9C3H3,387.92982
387.9328,24.9,Cu1O11N6C5H5,387.93118
387.9328,24.9,Cu1O13N8H5,387.92714
388.80487,29.4,Cu2O13N3C1H1,388.81007
388.80487,29.4,Cu2O14N1C2H1,388.79884
388.83066,22.8,Cu2O9N5C4H1,388.83657
388.83066,22.8,Cu2O10N3C5H1,388.82534
388.83066,22.8,Cu2O12N4C1H3,388.83389
388.83066,22.8,Cu2O13N1C3H5,388.83525
388.92593,20.0,Cu1O10N10C2H2,388.92506
388.92593,20.0,Cu1O11N7C4H4,388.92642
389.79907,48.6,Cu2O13N4,389.80531
389.79907,48.6,Cu2O14N1C2H2,389.80667
389.79907,48.6,Cu2O14N2C1,389.79408
389.81631,19.7,Cu2O10N4C4,389.82058
389.81631,19.7,Cu2O13N3C1H2,389.8179
389.85507,25.0,Cu1O17N3C1H1,389.86011
389.85507,25.0,Cu1O18N1C2H1,389.84888
389.85507,25.0,Cu2O7N10C1,389.85427
389.85507,25.0,Cu2O8N7C3H2,389.85563
389.85507,25.0,Cu2O9N4C5H4,389.85699
389.85507,25.0,Cu2O11N6H4,389.85295
389.85956,18.8,Cu1O17N3C1H1,389.86011
389.85956,18.8,Cu2O7N9C2H2,389.86686
389.85956,18.8,Cu2O7N10C1,389.85427
389.85956,18.8,Cu2O8N6C4H4,389.86822
389.85956,18.8,Cu2O8N7C3H2,389.85563
389.85956,18.8,Cu2O9N4C5H4,389.85699
389.85956,18.8,Cu2O11N6H4,389.85295
389.86658,20.1,Cu1O14N3C5H1,389.87538
389.86658,20.1,Cu1O16N5H1,389.87134
