Formula,m/z
Cu1O6N1C18H13,402.00546
Cu1O5N2C19H4,402.94119
Cu1O8N1C16H6,402.94119
Cu1O6N1C18H14,403.009
Cu1O8N2C14H16,403.01782
Cu1O5N2C18H16,403.0321
Cu1O8N1C15H18,403.0321
Cu1O4N2C19H20,403.07211
Cu1O6N2C17H13,404.00638
Cu1O9N1C14H15,404.00638
Cu1O8N1C15H20,405.04517
Cu1O9N2C13H15,406.00598
Cu1O5N1C20H10,406.98816
Cu1O10N1C13H14,406.98816
Cu1O7N2C16H12,406.99496
Cu1O7N1C17H14,407.00307
Cu1O6N1C18H18,407.04226
Cu1O10N2C13H1,407.89395
Cu1O6N2C17H17,408.03519
Cu1O9N1C14H19,408.03519
Cu1O6N1C18H19,408.05255
Cu1O5N1C20H12,409.00011
Cu1O7N2C16H14,409.00629
Cu1O10N1C13H16,409.00629
Cu1O4N2C20H14,409.02182
Cu1O7N1C17H16,409.02182
Cu1O9N1C14H20,409.03938
Cu1O6N2C17H18,409.04443
Cu1O9N1C14H20,409.04443
Cu1O9N2C14H7,409.9426
Cu1O8N2C16,410.89551
Cu1O9N1C15H11,411.96844
Cu1O5N2C19H13,412.01062
Cu1O8N1C16H15,412.01062
Cu1O8N2C15H14,413.00211
Cu1O5N1C20H16,413.02927
Cu1O10N2C12H18,413.02927
Cu1O7N2C16H18,413.04095
Cu1O10N1C13H20,413.04095
Cu1O7N1C18H9,413.96707
Cu1O7N2C16H19,414.05176
Cu1O4N2C20H20,415.06757
Cu1O6N2C19H1,415.91592
Cu1O5N2C20H5,415.9473
Cu1O8N1C17H7,415.9473
Cu1O5N1C20H19,416.05869
Cu1O8N2C16H6,416.94339
Cu1O7N1C18H12,416.98959
Cu1O9N1C15H16,417.0079
Cu1O8N2C15H19,418.04043
Cu1O8N2C15H19,418.04517
Cu1O6N2C19H4,418.93182
Cu1O9N1C16H6,418.93182
Cu1O6N1C20H6,418.94473
Cu1O10N2C13H12,418.97958
Cu1O7N2C17H12,418.99411
Cu1O10N1C14H14,418.99411
Cu1O7N1C19H3,419.91772
Cu1O9N2C15H5,419.92468
Cu1O8N1C18,420.89203
Cu1O6N2C18H19,422.05182
Cu1O7N1C18H18,423.03555
Cu1O9N2C14H20,423.0433
Cu1O8N1C18H3,423.91705
Cu1O8N2C16H13,423.99649
Cu1O7N1C18H20,425.05282
Cu1O6N2C19H11,425.98734
Cu1O9N1C16H13,425.98734
Cu1O8N2C17H5,427.93762
Cu1O8N1C18H7,427.9437
Cu1O7N1C19H11,427.98465
Cu1O8N2C16H17,428.02402
Cu1O5N2C20H17,428.04404
Cu1O8N1C17H19,428.04404
Cu1O8N2C16H18,429.03479
Cu1O5N2C20H18,429.05038
Cu1O8N1C17H20,429.05038
Cu1O10N1C16H1,429.88852
Cu1O10N1C16H1,429.89206
Cu1O10N2C15,430.88028
Cu1O10N2C14H12,430.97589
Cu1O6N2C19H16,431.03242
Cu1O5N2C20H20,431.06802
Cu1O6N2C20H5,431.93954
Cu1O9N1C17H7,431.93954
Cu1O9N2C15H17,432.02496
Cu1O7N2C19H2,432.91116
Cu1O10N1C16H4,432.91116
Cu1O9N2C16H6,432.94009
Cu1O10N2C14H14,432.991
Cu1O7N1C20H5,433.93423
Cu1O9N2C15H20,435.05014
Cu1O10N2C15H5,435.92584
Cu1O9N2C16H9,435.96384
Cu1O10N2C14H17,436.01855
Cu1O6N2C20H10,436.98398
Cu1O9N1C17H12,436.98398
Cu1O8N1C18H17,438.02032
Cu1O7N2C18H19,438.05133
Cu1O8N1C18H19,440.04443
Cu1O10N2C15H10,440.96426
Cu1O7N2C19H10,440.97745
Cu1O10N1C16H12,440.97745
Cu1O8N2C18H7,441.94717
Cu1O8N2C17H19,442.04556
Cu1O10N2C16,442.88351
Cu1O7N2C20,442.90256
Cu1O8N2C18H8,442.96113
Cu1O7N2C19H12,442.99518
Cu1O10N1C16H14,442.99518
Cu1O6N2C20H16,443.03415
Cu1O7N2C20H1,443.90912
Cu1O10N1C17H3,443.90912
Cu1O9N1C18H7,443.93689
Cu1O10N2C15H13,443.98862
Cu1O7N2C20H2,444.91788
Cu1O10N2C15H15,446.00574
Cu1O9N2C17H8,446.95633
Cu1O10N2C15H18,449.02295
Cu1O7N2C19H18,449.03659
Cu1O10N1C16H20,449.03659
Cu1O9N1C19H1,449.89777
Cu1O8N1C20H5,449.92712
Cu1O7N2C20H7,449.95358
Cu1O10N1C17H9,449.95358
Cu1O8N1C20H7,451.94803
Cu1O10N2C16H9,451.9509
Cu1O10N2C16H9,451.95392
Cu1O10N1C18H1,453.88864
Cu1O9N2C18H3,453.9119
Cu1O7N2C20H12,454.99304
Cu1O10N1C17H14,454.99304
Cu1O9N1C18H20,457.04288
Cu1O9N2C18H7,457.9411
Cu1O9N2C17H19,458.0416
Cu1O10N1C17H18,459.02005
Cu1O8N1C20H17,462.02438
Cu1O9N2C19H2,464.90485
Cu1O8N1C20H20,465.05014
Cu1O10N1C18H13,465.98584
Cu1O9N2C19H6,468.94067
Cu1O10N1C18H16,469.00742
Cu1O9N1C19H20,469.04532
Cu1O10N1C18H17,470.01752
Cu1O8N2C20H13,471.99896
Cu1O9N2C19H10,472.96738
Cu1O8N2C20H14,473.00485
Cu1O10N1C19H10,474.95621
Cu1O10N1C19H13,477.97943
Cu1O10N2C19H5,483.92169
Cu1O9N2C20H9,483.96286
Cu1O9N2C20H11,485.97717
Cu1O9N2C20H15,490.00308
Cu1O10N1C20H15,491.99823
Cu1O10N2C19H14,492.99646
Cu1O10N1C20H17,494.01071
Cu1O10N2C20H8,498.94327
Cu1O10N2C20H8,498.94966
Cu1O10N2C20H19,510.03268
Cu1O10N2C20H20,511.04306
