Formula,m/z
Cu1O1N2C12H16,267.05424
Cu1O4N1C9H18,267.05424
Cu1O1N2C12H16,267.05597
Cu1O6N2C5H20,267.06363
Cu1O1N1C13H18,267.06614
Cu1O4N1C9H19,268.05923
Cu1O1N2C12H17,268.06133
Cu1O4N1C9H19,268.06133
Cu1O1N2C12H17,268.06223
Cu1O4N1C9H19,268.06223
Cu1O1N1C14H8,268.99094
Cu1O5N1C8H16,269.03085
Cu1O7N2C4H18,269.04138
Cu1O2N1C12H16,269.04522
Cu1O7N1C5H20,269.05252
Cu1O4N1C9H20,269.06639
Cu1O1N1C13H20,269.08176
Cu1O8N1C4H17,270.02255
Cu1O5N1C8H17,270.03879
Cu1O2N2C11H15,270.04045
Cu1O5N1C8H17,270.04045
Cu1O2N1C12H17,270.05626
Cu1O4N2C8H19,270.06201
Cu1O1N2C12H19,270.07705
Cu1O1N2C12H19,270.07996
Cu1O3N1C12H2,270.93079
Cu1O5N2C7H16,271.03589
Cu1O5N2C7H16,271.0376
Cu1O2N2C11H16,271.05005
Cu1O5N1C8H18,271.05005
Cu1O2N1C12H18,271.06104
Cu1O8N2C4H5,271.93533
Cu1O5N1C8H19,272.05412
Cu1O2N2C11H17,272.0564
Cu1O5N1C8H19,272.0564
Cu1O7N1C7,272.89572
Cu1O8N2C4H6,272.94281
Cu1O7N2C5H10,272.97629
Cu1O10N1C2H12,272.97629
Cu1O3N1C11H16,273.04032
Cu1O5N1C8H20,273.06125
Cu1O2N2C11H18,273.06387
Cu1O5N1C8H20,273.06387
Cu1O2N1C12H20,273.0767
Cu1O3N1C12H5,273.95609
Cu1O10N2C1H11,273.96811
Cu1O4N2C9H11,274.00189
Cu1O3N2C10H15,274.03555
Cu1O6N1C7H17,274.03555
Cu1O8N2C3H19,274.04367
Cu1O3N1C11H17,274.04752
Cu1O2N2C11H19,274.07205
Cu1O6N2C6H16,275.02832
Cu1O9N1C3H18,275.02832
Cu1O6N2C6H16,275.03204
Cu1O1N1C14H14,275.03627
Cu1O3N1C11H18,275.05607
Cu1O5N2C7H20,275.06534
Cu1O5N2C7H20,275.06772
Cu1O2N2C11H20,275.07986
Cu1O7N1C7H3,275.91907
Cu1O1N1C15H3,275.95001
Cu1O6N2C6H17,276.03573
Cu1O9N1C3H19,276.03573
Cu1O3N2C10H17,276.0514
Cu1O6N1C7H19,276.0514
Cu1O8N1C6,276.89017
Cu1O10N2C2H2,276.89798
Cu1O4N1C11H4,276.94281
Cu1O6N1C8H8,276.96332
Cu1O9N2C2H18,277.02939
Cu1O1N2C13H14,277.03888
Cu1O4N1C10H16,277.03888
Cu1O3N1C11H20,277.07157
Cu1O3N1C11H20,277.07266
Cu1O3N1C11H20,277.07558
Cu1O5N1C10H1,277.91205
Cu1O3N2C11H7,277.97501
Cu1O6N2C6H19,278.05295
Cu1O3N2C10H19,278.06692
Cu1O9N2C3H8,278.95215
Cu1O1N1C15H6,278.97293
Cu1O3N1C12H10,278.99448
Cu1O10N2C1H16,279.00873
Cu1O2N1C13H14,279.03067
Cu1O2N1C13H14,279.03375
Cu1O7N1C6H18,279.0347
Cu1O4N1C10H18,279.05115
Cu1O4N1C10H18,279.05243
Cu1O1N2C13H16,279.05427
Cu1O4N1C10H18,279.05427
Cu1O1N1C14H18,279.06616
Cu1O10N2C2H5,279.92596
Cu1O1N1C15H7,279.98459
Cu1O4N1C10H19,280.05938
Cu1O6N1C9,280.89951
Cu1O10N2C2H6,280.93237
Cu1O10N2C2H6,280.93344
Cu1O4N1C11H8,280.97333
Cu1O6N1C8H12,280.99478
Cu1O2N2C12H14,281.03347
Cu1O5N1C9H16,281.03347
Cu1O7N2C5H18,281.0412
Cu1O2N1C13H16,281.04556
Cu1O4N2C9H18,281.05786
Cu1O4N1C10H20,281.06659
Cu1O1N2C13H18,281.06994
Cu1O4N1C10H20,281.06994
Cu1O1N1C14H20,281.0818
Cu1O5N1C10H5,281.94327
Cu1O6N2C7H11,281.98892
Cu1O9N1C4H13,281.98892
Cu1O8N2C4H15,282.01129
Cu1O10N2C1H19,282.03082
Cu1O5N1C9H17,282.0386
Cu1O4N2C9H19,282.06143
Cu1O4N2C9H19,282.06369
Cu1O1N2C13H19,282.07713
Cu1O1N2C13H19,282.07904
Cu1O2N1C14H6,282.97003
Cu1O9N2C3H12,282.98251
Cu1O4N1C11H10,282.98877
Cu1O1N2C14H8,282.99017
Cu1O4N1C11H10,282.99017
Cu1O3N1C12H14,283.02713
Cu1O5N1C9H18,283.04727
Cu1O2N2C12H16,283.04883
Cu1O5N1C9H18,283.04883
Cu1O7N2C5H20,283.05727
Cu1O2N1C13H18,283.06109
Cu1O2N1C13H18,283.06522
Cu1O1N2C14H9,284.00302
Cu1O9N1C4H15,284.00302
Cu1O6N2C7H13,284.00793
Cu1O8N1C5H19,284.03967
Cu1O5N2C8H17,284.04452
Cu1O5N1C9H19,284.05416
Cu1O2N2C12H17,284.05617
Cu1O5N1C9H19,284.05617
Cu1O2N1C13H19,284.07187
Cu1O2N1C13H19,284.07343
Cu1O5N1C10H8,284.9671
Cu1O2N2C13H6,284.97107
Cu1O5N1C10H8,284.97107
Cu1O2N1C14H8,284.98221
Cu1O8N2C4H18,285.03613
Cu1O3N1C12H16,285.04056
Cu1O3N1C12H16,285.04422
Cu1O5N1C9H20,285.0614
Cu1O2N2C12H18,285.06805
Cu1O2N1C13H20,285.07674
Cu1O7N1C8H1,285.90717
Cu1O3N1C13H5,285.9563
Cu1O9N2C3H15,286.00549
Cu1O1N1C15H13,286.02902
Cu1O3N2C11H15,286.03563
Cu1O6N1C8H17,286.03563
Cu1O2N2C12H19,286.07201
Cu1O8N2C4H20,287.05069
Cu1O3N1C12H18,287.05599
Cu1O3N1C12H18,287.05884
Cu1O4N2C11H1,287.92096
Cu1O7N1C8H3,287.92096
Cu1O3N2C12H5,287.95709
Cu1O6N1C9H7,287.95709
Cu1O4N2C10H13,288.01889
Cu1O10N1C4H4,288.91223
Cu1O6N2C8H6,288.94952
Cu1O9N1C5H8,288.94952
Cu1O5N1C10H12,288.99954
Cu1O9N2C3H18,289.02896
Cu1O6N2C7H18,289.04321
Cu1O9N1C4H20,289.04321
Cu1O3N1C12H20,289.07162
Cu1O3N1C12H20,289.07367
Cu1O4N1C12H5,289.94836
Cu1O6N2C8H7,289.96054
Cu1O4N2C10H15,290.03022
Cu1O7N1C7H17,290.03022
Cu1O3N2C11H19,290.067
Cu1O7N2C6H16,291.02606
Cu1O6N2C7H20,291.06293
Cu1O1N1C15H18,291.06615
Cu1O8N2C6H1,291.89987
Cu1O10N2C3H5,291.92584
Cu1O10N2C2H17,292.01456
Cu1O4N2C10H17,292.0491
Cu1O1N2C14H17,292.0616
Cu1O4N1C11H19,292.0616
Cu1O1N2C14H17,292.06433
Cu1O8N2C6H2,292.90909
Cu1O4N2C11H6,292.9631
Cu1O9N2C4H10,292.96747
Cu1O3N1C13H12,293.01043
Cu1O2N2C13H14,293.03391
Cu1O5N1C10H16,293.03391
Cu1O2N1C14H16,293.04578
Cu1O4N1C11H20,293.06646
Cu1O1N1C15H20,293.08196
Cu1O2N2C13H15,294.04477
Cu1O7N2C6H19,294.04709
Cu1O4N2C10H19,294.06172
Cu1O4N2C10H19,294.06284
Cu1O4N2C10H19,294.06532
Cu1O1N2C14H19,294.07721
Cu1O4N1C12H10,294.98935
Cu1O6N2C8H12,295.00153
Cu1O1N1C16H10,295.00748
Cu1O2N2C13H16,295.04909
Cu1O5N1C10H18,295.04909
Cu1O2N1C14H18,295.06099
Cu1O2N1C14H18,295.06385
Cu1O4N2C10H20,295.0685
Cu1O1N2C14H20,295.08558
Cu1O3N1C14H3,295.9379
Cu1O2N1C15H7,295.97607
Cu1O2N1C15H7,295.97729
Cu1O4N1C12H11,295.99677
Cu1O6N2C8H13,296.00815
Cu1O8N2C5H17,296.0249
Cu1O8N2C5H17,296.02698
Cu1O5N2C9H17,296.04449
Cu1O5N1C10H19,296.05404
Cu1O2N2C13H17,296.05664
Cu1O5N1C10H19,296.05664
Cu1O2N2C13H17,296.05896
Cu1O2N2C13H17,296.06089
Cu1O2N1C14H19,296.06948
Cu1O9N2C5H2,296.90515
Cu1O1N1C17,296.92493
Cu1O10N2C3H10,296.96045
Cu1O5N1C11H8,296.96881
Cu1O4N2C11H10,296.99258
Cu1O7N1C8H12,296.99258
Cu1O4N1C12H12,297.00479
Cu1O1N2C15H10,297.00983
Cu1O9N1C5H16,297.00983
Cu1O3N2C12H14,297.02869
Cu1O6N1C9H16,297.02869
Cu1O3N2C12H14,297.03207
Cu1O3N1C13H16,297.04053
Cu1O3N1C13H16,297.04187
Cu1O8N1C6H20,297.04702
Cu1O5N2C9H18,297.04837
Cu1O8N1C6H20,297.04837
Cu1O2N2C13H18,297.06483
Cu1O5N1C10H20,297.06483
Cu1O2N1C14H20,297.07669
Cu1O1N1C17H1,297.93484
Cu1O7N2C7H11,297.98843
Cu1O3N2C12H15,298.03522
Cu1O6N1C9H17,298.03522
Cu1O8N2C5H19,298.04045
Cu1O3N1C13H17,298.04916
Cu1O3N1C13H17,298.05066
Cu1O5N2C9H19,298.05899
Cu1O2N2C13H19,298.07224
Cu1O8N1C7H10,298.96906
Cu1O1N2C15H12,299.02109
Cu1O4N1C12H14,299.02109
Cu1O1N2C15H12,299.02628
Cu1O9N1C5H18,299.02628
Cu1O3N2C12H16,299.04411
Cu1O6N1C9H18,299.04411
Cu1O3N1C13H18,299.05613
Cu1O3N1C13H18,299.05826
Cu1O5N2C9H20,299.06396
Cu1O8N2C6H9,299.96405
Cu1O7N2C7H13,300.00286
Cu1O6N2C8H17,300.03928
Cu1O3N2C12H17,300.05116
Cu1O6N1C9H19,300.05116
Cu1O3N2C12H17,300.05383
Cu1O3N1C13H19,300.06679
Cu1O2N1C16,300.9198
Cu1O6N2C8H18,301.04651
Cu1O1N1C16H16,301.04971
Cu1O1N1C16H16,301.05505
Cu1O3N1C13H20,301.07154
Cu1O10N2C4H3,301.90637
Cu1O8N2C6H11,301.97781
Cu1O7N2C7H15,302.01847
Cu1O9N2C4H19,302.03898
Cu1O3N2C12H19,302.06679
Cu1O2N1C16H2,302.93939
Cu1O4N2C12H4,302.94363
Cu1O7N1C9H6,302.94363
Cu1O4N2C12H4,302.94855
Cu1O9N2C5H8,302.95193
Cu1O1N1C17H6,302.97666
Cu1O7N2C7H16,303.02222
Cu1O10N1C4H18,303.02222
Cu1O6N2C8H20,303.06238
Cu1O1N1C16H18,303.06607
Cu1O2N2C15H1,303.93066
Cu1O5N1C12H3,303.93066
Cu1O2N1C16H3,303.94269
Cu1O3N2C13H9,303.99249
Cu1O5N2C10H13,304.00989
Cu1O8N1C7H15,304.00989
Cu1O1N2C15H17,304.0611
Cu1O4N1C12H19,304.0611
Cu1O2N1C16H4,304.95541
Cu1O5N2C10H14,305.01886
Cu1O8N1C7H16,305.01886
Cu1O4N2C11H18,305.05765
Cu1O4N1C12H20,305.06628
Cu1O1N2C15H18,305.07199
Cu1O1N1C16H20,305.08172
Cu1O4N2C11H19,306.06172
Cu1O1N2C15H19,306.07718
Cu1O6N2C10,306.90701
Cu1O7N2C8H8,306.96271
Cu1O3N1C14H14,307.02607
Cu1O2N1C15H18,307.06076
Cu1O2N1C15H18,307.06198
Cu1O4N2C11H20,307.07407
Cu1O1N2C15H20,307.08524
Cu1O6N1C10H15,308.01678
Cu1O8N2C6H17,308.02572
Cu1O5N2C10H17,308.04092
Cu1O8N1C7H19,308.04092
Cu1O5N2C10H17,308.04421
Cu1O2N2C14H17,308.06046
Cu1O9N2C6H2,308.90332
Cu1O4N1C14,308.91058
Cu1O6N1C11H4,308.93018
Cu1O5N1C12H8,308.96793
Cu1O4N1C13H12,309.00522
Cu1O3N1C14H16,309.04388
Cu1O5N1C11H20,309.06171
Cu1O2N2C14H18,309.06445
Cu1O5N1C11H20,309.06445
Cu1O2N2C14H18,309.0675
Cu1O2N1C15H20,309.07655
Cu1O7N1C10H1,309.90242
Cu1O3N2C14H3,309.94131
Cu1O6N1C11H5,309.94131
Cu1O8N2C7H7,309.94788
Cu1O8N2C7H7,309.95132
Cu1O9N2C5H15,310.00812
Cu1O5N2C10H19,310.0601
Cu1O6N1C11H6,310.9469
Cu1O3N2C14H4,310.95148
Cu1O6N1C11H6,310.95148
Cu1O5N1C12H10,310.98451
Cu1O7N2C8H12,310.99588
Cu1O1N2C16H12,311.02512
Cu1O9N1C6H18,311.02512
Cu1O3N2C13H16,311.04427
Cu1O6N1C10H18,311.04427
Cu1O8N2C6H20,311.05081
Cu1O3N1C14H18,311.05635
Cu1O3N1C14H18,311.05807
Cu1O5N2C10H20,311.06516
Cu1O2N2C14H20,311.07858
Cu1O7N2C9H1,311.91013
Cu1O6N1C11H7,311.95554
Cu1O9N2C5H17,312.02336
Cu1O6N2C9H17,312.0394
Cu1O6N1C10H19,312.04897
Cu1O10N2C4H14,312.99164
Cu1O1N2C16H14,313.04181
Cu1O9N1C6H20,313.04181
Cu1O3N2C13H18,313.0618
Cu1O3N1C14H20,313.07161
Cu1O3N1C14H20,313.07318
Cu1O8N1C9H1,313.90231
Cu1O7N2C9H3,313.92325
Cu1O10N1C6H5,313.92325
Cu1O2N1C17H1,313.92737
Cu1O6N2C10H7,313.96051
Cu1O5N2C11H11,313.9929
Cu1O8N1C8H13,313.9929
Cu1O6N2C9H19,314.05176
Cu1O6N2C9H19,314.05527
Cu1O3N2C13H19,314.06671
Cu1O3N2C13H19,314.0679
Cu1O2N1C17H2,314.93454
Cu1O2N1C16H14,315.02905
Cu1O4N1C13H18,315.05081
Cu1O1N2C16H16,315.05606
Cu1O6N2C9H20,315.06403
Cu1O1N1C17H18,315.06619
Cu1O1N1C17H18,315.06995
Cu1O8N2C8H1,315.90109
Cu1O2N2C16H1,315.92993
Cu1O5N1C13H3,315.92993
Cu1O4N1C14H7,315.96509
Cu1O10N2C4H17,316.02008
Cu1O7N2C8H17,316.03409
Cu1O7N1C9H19,316.04318
Cu1O1N2C16H17,316.06125
Cu1O4N1C13H19,316.06125
Cu1O4N1C13H20,317.06631
Cu1O1N1C17H20,317.08099
Cu1O4N1C14H9,317.98123
Cu1O7N2C8H19,318.05002
Cu1O2N1C16H17,318.05447
Cu1O4N2C12H19,318.061
Cu1O1N2C16H19,318.077
Cu1O1N2C16H19,318.07904
Cu1O10N2C5H8,318.9465
Cu1O7N2C9H8,318.96225
Cu1O10N1C6H10,318.96225
Cu1O2N1C17H6,318.96848
Cu1O6N2C10H12,319.00037
Cu1O3N2C14H12,319.01376
Cu1O6N1C11H14,319.01376
Cu1O5N1C12H18,319.04507
Cu1O2N1C16H18,319.06142
Cu1O9N2C7H1,319.89899
Cu1O4N2C13H9,319.98666
Cu1O1N2C17H9,319.99753
Cu1O4N1C14H11,319.99753
Cu1O5N2C11H17,320.04477
Cu1O6N2C11H2,320.9223
Cu1O3N1C15H16,321.03906
Cu1O3N2C14H15,322.03568
Cu1O6N1C11H17,322.03568
Cu1O1N2C17H12,323.02087
Cu1O4N1C14H14,323.02087
Cu1O6N1C11H18,323.0401
Cu1O2N2C15H20,323.07947
Cu1O8N2C8H9,323.96472
Cu1O6N2C10H17,324.0392
Cu1O1N1C18H15,324.04688
Cu1O3N2C14H17,324.05505
Cu1O7N2C10H2,324.91696
Cu1O5N1C13H12,324.99991
Cu1O3N1C15H20,325.07164
Cu1O8N1C9H13,325.99231
Cu1O6N2C10H19,326.05494
Cu1O1N2C17H16,327.05831
Cu1O6N2C10H20,327.05831
Cu1O6N2C10H20,327.05985
Cu1O1N1C18H18,327.0675
Cu1O3N2C15H9,327.98874
Cu1O6N1C12H11,327.98874
Cu1O4N2C13H17,328.0462
Cu1O7N1C10H19,328.0462
Cu1O1N1C18H19,328.07413
Cu1O6N1C13,328.90048
Cu1O2N1C18H4,328.95078
Cu1O1N2C18H6,328.97464
Cu1O4N1C15H8,328.97464
Cu1O6N2C11H10,328.98074
Cu1O9N1C8H12,328.98074
Cu1O4N1C14H20,329.06639
Cu1O2N2C17H3,329.95099
Cu1O10N1C7H9,329.95099
Cu1O9N2C7H11,329.97546
Cu1O5N1C13H17,330.03769
Cu1O7N2C9H19,330.04992
Cu1O1N2C17H19,330.08017
Cu1O6N2C11H12,330.99899
Cu1O9N1C8H14,330.99899
Cu1O3N2C15H12,331.01489
Cu1O2N2C16H16,331.05286
Cu1O7N2C9H20,331.05286
Cu1O7N2C9H20,331.05524
Cu1O4N2C13H20,331.07246
Cu1O10N2C6H9,331.9541
Cu1O7N2C10H9,331.97272
Cu1O1N1C19H11,332.01617
Cu1O6N1C12H15,332.01617
Cu1O3N2C15H13,332.02304
Cu1O2N1C17H19,332.06808
Cu1O10N2C6H10,332.96518
Cu1O1N1C19H12,333.02371
Cu1O6N1C12H16,333.02371
Cu1O3N2C15H14,333.02759
Cu1O6N1C12H16,333.02759
Cu1O3N2C15H14,333.03079
Cu1O5N2C12H18,333.04959
Cu1O8N1C9H20,333.04959
Cu1O2N1C17H20,333.07669
Cu1O6N2C12H3,333.93076
Cu1O2N2C17H7,333.97833
Cu1O5N1C14H9,333.97833
Cu1O7N2C10H11,333.9855
Cu1O10N1C7H13,333.9855
Cu1O3N2C16H4,334.95105
Cu1O6N1C13H6,334.95105
Cu1O6N1C12H18,335.04099
Cu1O2N1C18H11,336.00946
Cu1O6N2C12H6,336.95233
Cu1O6N2C11H18,337.04871
Cu1O3N2C15H18,337.05978
Cu1O6N1C12H20,337.05978
Cu1O2N2C17H11,338.00793
Cu1O5N1C14H13,338.00793
Cu1O2N2C17H12,339.01578
Cu1O5N1C14H14,339.01578
Cu1O2N1C18H14,339.03458
Cu1O7N1C11H18,339.03458
Cu1O1N2C18H16,339.05875
Cu1O6N2C11H20,339.05875
Cu1O1N1C19H18,339.06918
Cu1O3N2C15H20,339.07755
Cu1O7N2C11H5,339.93701
Cu1O10N1C8H7,339.93701
Cu1O7N2C10H17,340.03414
Cu1O10N2C6H18,341.02612
Cu1O7N2C10H19,342.0466
Cu1O7N2C10H19,342.04985
Cu1O2N1C18H17,342.05274
Cu1O1N1C20H10,343.00296
Cu1O3N1C17H14,343.02411
Cu1O2N2C17H16,343.04858
Cu1O5N1C14H18,343.04858
Cu1O2N2C17H16,343.05289
Cu1O7N2C10H20,343.05289
Cu1O7N2C10H20,343.05503
Cu1O8N2C9H17,344.0293
Cu1O5N2C13H17,344.04567
Cu1O5N1C14H19,344.05422
Cu1O7N1C13,344.89841
Cu1O10N2C7H10,344.96313
Cu1O5N2C13H18,345.05174
Cu1O7N1C13H1,345.90573
Cu1O8N2C9H19,346.0437
Cu1O8N2C9H19,346.04514
Cu1O3N2C17H4,346.94913
Cu1O6N1C14H6,346.94913
Cu1O1N2C19H12,347.02155
Cu1O4N1C16H14,347.02155
Cu1O6N1C13H18,347.04129
Cu1O5N2C13H20,347.06409
Cu1O5N2C13H20,347.06734
Cu1O2N2C17H20,347.0812
Cu1O7N2C12H1,347.90582
Cu1O10N1C9H3,347.90582
Cu1O4N2C16H1,347.9248
Cu1O2N1C19H11,348.00629
Cu1O10N2C8H2,348.89856
Cu1O6N1C14H8,348.96133
Cu1O1N2C19H14,349.03817
Cu1O4N1C16H16,349.03817
Cu1O1N1C20H16,349.05483
Cu1O6N1C13H20,349.05483
Cu1O3N2C16H18,349.0585
Cu1O6N1C13H20,349.0585
Cu1O3N2C16H18,349.0636
Cu1O3N1C17H20,349.07492
Cu1O4N2C16H3,349.94107
Cu1O9N2C9H7,349.94107
Cu1O6N2C13H7,349.95752
Cu1O9N1C10H9,349.95752
Cu1O6N2C12H19,350.05445
Cu1O3N2C17H8,350.98471
Cu1O2N2C18H12,351.02078
Cu1O10N1C8H18,351.02078
Cu1O2N1C19H14,351.03443
Cu1O7N1C12H18,351.03443
Cu1O4N2C15H16,351.04349
Cu1O9N2C8H20,351.04349
Cu1O4N1C16H18,351.05186
Cu1O6N2C12H20,351.06229
Cu1O1N1C20H18,351.06476
Cu1O6N2C12H20,351.06476
Cu1O7N2C12H5,351.94028
Cu1O6N1C14H11,351.98581
Cu1O4N2C15H17,352.04501
Cu1O7N1C12H19,352.04501
Cu1O1N1C20H19,352.07846
Cu1O4N2C16H6,352.96173
Cu1O7N1C13H8,352.96173
Cu1O2N2C18H14,353.03381
Cu1O5N1C15H16,353.03381
Cu1O4N1C16H20,353.06686
Cu1O2N2C19H3,353.94812
Cu1O5N1C16H5,353.94812
Cu1O4N2C15H19,354.06192
Cu1O1N2C19H19,354.07892
Cu1O3N2C18,354.91953
Cu1O6N1C15H2,354.91953
Cu1O5N1C15H18,355.0441
Cu1O10N2C7H20,355.0441
Cu1O5N1C15H18,355.04568
Cu1O7N2C11H20,355.05725
Cu1O2N1C20H7,355.97937
Cu1O7N1C13H11,355.97937
Cu1O8N2C10H17,356.02921
Cu1O3N2C18H2,356.93561
Cu1O6N1C15H4,356.93561
Cu1O6N2C13H14,357.01291
Cu1O9N1C10H16,357.01291
Cu1O5N1C15H20,357.06121
Cu1O7N1C14H1,357.90723
Cu1O4N1C18H1,357.9165
Cu1O6N2C14H3,357.92767
Cu1O9N1C11H5,357.92767
Cu1O5N2C15H7,357.96811
Cu1O10N2C8H11,357.96811
Cu1O3N2C17H15,358.04056
Cu1O8N2C10H19,358.04056
Cu1O8N2C10H19,358.04466
Cu1O2N2C18H19,358.07121
Cu1O10N2C9,358.88077
Cu1O6N2C14H4,358.93301
Cu1O9N1C11H6,358.93301
Cu1O4N2C16H12,359.00912
Cu1O7N1C13H14,359.00912
Cu1O5N2C14H20,359.06934
Cu1O9N2C10H5,359.9295
Cu1O2N1C20H11,360.01089
Cu1O7N1C13H15,360.01089
Cu1O8N1C13,360.89411
Cu1O10N2C9H2,360.89856
Cu1O9N1C11H8,360.948
Cu1O3N1C18H20,361.07477
Cu1O7N2C12H15,362.01675
Cu1O10N1C9H17,362.01675
Cu1O2N1C20H13,362.02469
Cu1O8N2C12,362.89102
Cu1O7N2C12H16,363.02679
Cu1O5N2C16H1,363.91666
Cu1O8N1C13H3,363.91666
Cu1O3N1C20,364.91882
Cu1O10N2C9H6,364.93222
Cu1O4N2C17H6,364.96371
Cu1O2N1C20H16,365.04919
Cu1O4N1C17H20,365.0672
Cu1O1N2C20H18,365.0705
Cu1O4N1C17H20,365.0705
Cu1O4N1C18H9,365.98526
Cu1O9N1C11H13,365.98526
Cu1O9N1C12H2,366.89969
Cu1O5N2C16H4,366.93808
Cu1O8N1C13H6,366.93808
Cu1O6N2C14H12,366.99756
Cu1O9N1C11H14,366.99756
Cu1O3N1C19H14,367.02909
Cu1O8N1C12H18,367.02909
Cu1O7N2C12H20,367.05433
Cu1O4N2C16H20,367.06952
Cu1O2N2C20H5,367.96338
Cu1O5N1C17H7,367.96338
Cu1O8N2C11H17,368.0256
Cu1O10N1C11,368.87881
Cu1O9N2C11H2,368.90338
Cu1O2N2C20H6,368.97134
Cu1O5N1C17H8,368.97134
Cu1O3N2C18H14,369.02704
Cu1O6N1C15H16,369.02704
Cu1O5N2C15H18,369.04818
Cu1O8N1C12H20,369.04818
Cu1O5N2C15H18,369.05392
Cu1O7N2C13H11,369.98636
Cu1O10N1C10H13,369.98636
Cu1O8N2C11H19,370.04477
Cu1O2N2C19H19,370.07059
Cu1O2N2C19H19,370.07369
Cu1O3N2C19H4,370.95105
Cu1O6N1C16H6,370.95105
Cu1O6N1C15H18,371.04056
Cu1O3N2C18H16,371.04482
Cu1O6N1C15H18,371.04482
Cu1O3N1C19H18,371.05756
Cu1O5N2C15H20,371.06562
Cu1O2N2C19H20,371.08139
Cu1O9N2C10H17,372.02545
Cu1O3N1C19H19,372.06486
Cu1O7N2C14H2,372.91254
Cu1O10N1C11H4,372.91254
Cu1O4N2C18H2,372.92996
Cu1O7N1C15H4,372.92996
Cu1O6N2C15H6,372.94803
Cu1O9N1C12H8,372.94803
Cu1O6N2C14H18,373.0423
Cu1O9N1C11H20,373.0423
Cu1O6N2C14H18,373.04506
Cu1O9N1C11H20,373.04506
Cu1O6N2C14H18,373.04739
Cu1O6N1C15H20,373.05558
Cu1O3N2C18H18,373.0636
Cu1O8N1C14H1,373.89798
Cu1O8N1C14H1,373.9028
Cu1O10N2C10H3,373.90887
Cu1O6N2C14H19,374.05185
Cu1O5N2C17,374.90981
Cu1O8N1C14H2,374.90981
Cu1O5N2C16H12,375.00363
Cu1O8N1C13H14,375.00363
Cu1O7N2C13H16,375.02304
Cu1O10N1C10H18,375.02304
Cu1O4N1C18H18,375.05543
Cu1O2N2C20H13,376.02939
Cu1O7N2C13H17,376.02939
Cu1O10N1C10H19,376.02939
Cu1O4N1C18H19,376.05743
Cu1O8N2C13H2,376.9064
Cu1O5N2C17H2,376.92352
Cu1O8N1C14H4,376.92352
Cu1O4N1C18H20,377.07043
Cu1O6N2C15H11,377.99097
Cu1O9N1C12H13,377.99097
Cu1O4N1C19H10,378.99341
Cu1O9N1C12H14,378.99341
Cu1O4N2C17H20,379.07452
Cu1O9N1C13H3,379.90817
Cu1O8N2C13H5,379.93338
Cu1O5N2C17H5,379.95261
Cu1O10N2C10H9,379.95261
Cu1O5N1C18H7,379.96277
Cu1O7N2C14H10,380.97995
Cu1O3N1C20H16,381.03885
Cu1O8N2C12H18,381.03885
Cu1O3N1C20H16,381.04407
Cu1O7N2C14H11,381.98196
Cu1O10N1C11H13,381.98196
Cu1O3N1C20H17,382.04825
Cu1O5N1C18H10,382.9874
Cu1O10N1C11H14,382.9874
Cu1O3N1C20H18,383.0563
Cu1O5N2C16H20,383.06665
Cu1O3N2C20H6,384.96692
Cu1O6N1C17H8,384.96692
Cu1O5N1C18H12,385.00269
Cu1O10N1C11H16,385.00269
Cu1O4N1C20H5,385.94955
Cu1O6N2C16H7,385.95886
Cu1O9N1C13H9,385.95886
Cu1O8N2C14,386.89078
Cu1O4N2C19H4,386.94589
Cu1O7N1C16H6,386.94589
Cu1O6N2C16H8,386.96369
Cu1O9N1C13H10,386.96369
Cu1O3N2C20H8,386.98138
Cu1O6N1C17H10,386.98138
Cu1O7N1C15H18,387.03483
Cu1O7N2C15H5,387.93861
Cu1O10N1C12H7,387.93861
Cu1O10N2C10H17,388.01846
Cu1O9N1C14,388.8862
Cu1O5N2C18H2,388.92529
Cu1O8N1C15H4,388.92529
Cu1O7N2C15H6,388.94287
Cu1O10N1C12H8,388.94287
Cu1O7N1C15H20,389.05049
Cu1O4N2C19H7,389.97217
Cu1O9N2C12H11,389.97217
Cu1O7N2C14H19,390.05173
Cu1O6N1C18H2,390.91922
Cu1O8N2C14H4,390.92221
Cu1O6N1C17H14,391.00983
Cu1O8N2C13H16,391.01791
Cu1O8N2C13H18,393.03537
Cu1O10N2C11H12,394.97916
Cu1O9N2C13H5,395.92749
Cu1O5N2C18H9,395.98047
Cu1O8N1C15H11,395.98047
Cu1O4N1C20H15,396.03104
Cu1O6N2C16H17,396.03464
Cu1O9N1C13H19,396.03464
Cu1O9N2C13H6,396.93939
Cu1O6N2C17H6,396.9483
Cu1O9N1C14H8,396.9483
Cu1O4N2C19H15,398.03073
Cu1O7N1C16H17,398.03073
Cu1O5N2C19,398.91241
Cu1O10N2C12H4,398.91241
Cu1O10N2C12H4,398.91696
Cu1O6N1C18H10,398.98267
Cu1O5N1C19H14,399.01938
Cu1O10N1C12H18,399.01938
Cu1O4N2C20H5,399.95477
Cu1O7N1C17H7,399.95477
Cu1O5N1C19H15,400.02701
Cu1O10N1C12H19,400.02701
Cu1O7N1C17H8,400.95593
Cu1O4N2C20H6,400.96106
Cu1O7N1C17H8,400.96106
Cu1O6N2C17H10,400.98212
Cu1O9N1C14H12,400.98212
Cu1O5N1C19H16,401.03403
Cu1O10N1C12H20,401.03403
Cu1O6N1C19H1,401.91031
